,0,1,2,3,4,5
0,-1.6319906609207204,-1.2430668579791095,2.0496293147151317,2.383183104979805,-0.7920919959673904,-0.03355646829905057
1,-1.402964279874611,-1.2537712319857435,2.0657813501491358,2.3697811069038535,-1.0208986812096255,-0.02073867434661958
2,-1.1687332280736338,-1.258253724313257,2.0725073247418386,2.363392984474986,-1.2549615617349557,-0.010925766751666899
3,-0.9314910018710165,-1.25589050673915,2.0690143365460507,2.36284526836719,-1.4920581571656197,-0.002427666863940914
4,-0.69380221406941,-1.246749380047744,2.0553536605458103,2.3676951888571356,-1.7296064961960051,0.005768140343076045
5,-0.4582294102957407,-1.2314937621536401,2.0323047913175536,2.3778999766647715,-1.9650289747685883,0.014540071390610088
6,-0.2269763132658058,-1.2112714757726462,2.0012961985049316,2.3938398548669015,-2.1961022803638564,0.025030703261114784
7,-0.0016552843694195296,-1.187655443676731,1.9644207419927655,2.416788572253992,-2.421177979079997,0.03934316715795916
8,0.21678239599223836,-1.1628970983485782,1.9248769407453894,2.4508307264108105,-2.6392148007854312,0.0627200426346799
9,0.42798424873146335,-1.141980523237784,1.8898065742735497,2.513047705366467,-2.849526726659471,0.11455187242716258
10,-1.5987566070689987,-1.157528682122121,1.9167851804380893,2.4289858714922072,-0.8252887401936433,-0.03137963917184994
11,-1.372251260090591,-1.1679947975251201,1.9335764867286107,2.415485300287804,-1.051587340176642,-0.01931725398988071
12,-1.14138547325729,-1.1723750775322839,1.9405740401878795,2.4091416262553063,-1.2822916970258145,-0.009897617299893025
13,-0.9080876341056419,-1.1701378370991913,1.9370431849046108,2.409009783716373,-1.5154477209242556,-0.0016221417507122915
14,-0.6745630828065603,-1.1613432810869952,1.923041053856224,2.4147154015346715,-1.7488340040216608,0.006446414808269907
15,-0.4430002513392539,-1.146570184320999,1.8993203229377178,2.426201822074926,-1.9802475761029348,0.015156123868182991
16,-0.2152920074408109,-1.126842080935921,1.8672750909800815,2.4437939989186237,-2.2077760590819087,0.025644911477567867
17,0.007150608270249492,-1.1036126538602673,1.8289945760419606,2.4687002936911675,-2.429971865962581,0.040043487651057585
18,0.22346256920489882,-1.0790679366132485,1.7877841047789635,2.504971858864449,-2.645877832334195,0.06371937468562683
19,0.4332859823748909,-1.0583101006590594,1.7513607586431945,2.5699606056477204,-2.8547901273000558,0.11678213680075622
20,-1.5714580228237893,-1.072545728630613,1.7773429342980407,2.4823150855508294,-0.8525583444957614,-0.029688859152048774
21,-1.3471227020875352,-1.0830069142444367,1.7949563007128786,2.4685710291127796,-1.0766965958278982,-0.0181909749415623
22,-1.1190607182964225,-1.0873832386674493,1.8023000164701024,2.462197372628001,-1.3046022804608537,-0.009070664407321516
23,-0.8889880698960986,-1.0852044830713505,1.7986798143406126,2.462409771705052,-1.5345360468185614,-0.0009663355822873143
24,-0.6588349247680934,-1.0765249290902106,1.7841551966875908,2.468886039325506,-1.764552600240833,0.007004384543093156
25,-0.4305070157168909,-1.0618644619872555,1.7594564349184916,2.481566538617276,-1.9927320462667852,0.01566759892237579
26,-0.20566084523336503,-1.0421604969459288,1.7259520071269812,2.5007433834480883,-2.217398406345554,0.026159219325011307
