x,y,z,rx,ry,rz
-0.18804592941293047,0.655794090340142,0.4666666666666667,4.041,1.516,-1.466
-0.31325355819958345,0.6060522822076717,0.4666666666666667,4.041,1.516,-1.466
-0.42624460881110166,0.5326750359771876,0.4666666666666667,4.041,1.516,-1.466
-0.5226125423056138,0.4385239914972614,0.4666666666666667,4.041,1.516,-1.466
-0.5985991048267927,0.32727094615072344,0.4666666666666667,4.041,1.516,-1.466
-0.6512408957778971,0.20325465839736456,0.4666666666666667,4.041,1.516,-1.466
-0.6784849375068,0.07131164049593236,0.4666666666666667,4.041,1.516,-1.466
-0.6792687393988666,-0.06341246067849657,0.4666666666666667,4.041,1.516,-1.466
-0.6535617339574558,-0.19566353876067724,0.4666666666666667,4.041,1.516,-1.466
-0.6023664689059791,-0.32028393283393003,0.4666666666666667,4.041,1.516,-1.466
