step_order,x_dif,y_dif,z_dif,rx_dif,ry_dif,rz_dif,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,x_t,y_t,z_t,rx_t,ry_t,rz_t
1684,-0.0692628,-0.816741,1.09236,3.05488,1.41152,1.45652,-260.60068579053285,-149.24232760229143,53.73484681634425,-93.75881359520791,79.17130813117716,2.4951853611711248,294.8984228,-2790.0498589999997,-132.27667000000002,-102.810931,-19.648173,-93.904749
1685,0.379783,-0.610017,1.02703,3.13509,1.5173,1.41207,-208.69472025624617,-158.46121852594638,71.44038860147695,-101.909711188739,20.153217485931577,8.361173104344104,-60.153558000000004,-3140.604283,-200.58563999999998,-96.394451,-12.841098,-92.312875
1686,-0.149884,-0.873412,0.897674,3.05505,1.79179,1.5487,-269.89749897432563,-175.4293636287457,76.13348590139353,-68.06910493492718,93.56859160722449,-0.3483021895756177,352.933314,-2708.6322880000002,-332.560534,-79.485856,-25.108169999999998,-87.359319
1687,0.107954,-0.430653,1.14242,2.93849,1.82599,1.42583,-207.9109139925072,-145.14338753592554,81.78113088799805,-90.66426854370633,34.3613102980267,-24.963312767613864,259.87861599999997,-3214.6737470000003,-88.553968,-77.470888,-24.951978,-88.50144800000001
1688,-0.158042,-0.76052,0.845616,2.84193,1.59138,1.57885,-275.43570902206017,-177.48971986003616,89.69367803875473,-90.98111420441369,113.01764396294027,0.0857448529147131,403.10562200000004,-2810.4121800000003,-380.970126,-91.62572300000001,-39.275302,-91.35722200000001
1689,0.303322,-0.752573,1.19165,3.79448,1.5201,1.62076,-221.43099908420925,-133.28430709230776,17.94796022825255,-83.43067638017969,7.194229963001156,16.814363230586217,-44.56337,-2979.151927,-36.461899,-96.27789000000001,13.019806,-93.0969
1690,0.0159811,-0.529989,1.06815,3.70916,1.91338,1.57528,-226.6552282602121,-155.5729382806919,76.74483186879812,-48.00521156925651,20.71167944884559,-40.49224518482408,303.24429890000005,-3089.163611,-163.69192,-76.885092,11.212612,-84.96668500000001
1691,-0.150373,-0.587174,0.945771,2.95681,1.75583,1.50695,-271.5642332003612,-168.13160019216443,96.7141299024927,-98.03938128263029,98.489153151808,-0.4381058755110376,451.752913,-2977.0026260000004,-283.798791,-81.46968100000001,-28.52096,-88.44915
1692,-0.206729,-0.866255,1.018021,3.30861,1.30178,1.44008,-268.69715239352655,-154.04428688328287,54.44932518687239,-96.41619184902467,71.9245379383625,2.400578570039123,402.885959,-2696.711245,-204.770411,-108.65990000000001,-3.7973708,-94.92402999999999
1693,0.116297,-0.876251,1.09797,3.40898,1.22473,1.46025,-241.82657771748117,-140.13057978632594,31.595528429371193,-100.1788056896488,42.92966494109012,16.341214683367184,93.018816,-2798.5998489999997,-124.44019,-112.62758,1.2348178,-96.34659500000001
1694,-0.214568,-0.637866,1.18167,3.76442,1.5007,1.71532,-264.6652483891909,-141.6689714662522,55.824022824729774,-98.03708945144977,57.20536677301068,-0.28999972321649053,485.58511799999997,-2909.890834,-43.733943999999994,-97.11361,5.9306652,-93.793625
1695,-0.0472526,-0.544187,0.989847,3.72713,1.82806,1.50264,-234.76773768146944,-163.19327695593185,88.76434049505254,-68.00264183069203,20.34584589665456,-27.554915466549605,356.9696126,-3054.257913,-240.281027,-80.913961,15.962504,-87.42393799999999
1696,-0.232353,-0.844954,0.906112,3.63615,1.64264,1.56622,-267.5856142709727,-172.29528448938012,75.81778615627644,-79.29907771949134,58.94475204746883,-0.26808867121509755,431.353253,-2707.986046,-322.129002,-90.123087,6.9080525,-90.32584
1697,0.344904,-0.590594,1.13068,3.37987,1.73678,1.74174,-209.60686906609445,-151.65677175097272,60.81889699534176,-68.48335342080678,27.02378359046333,-16.362643304905077,-19.837585,-3146.3267060000003,-100.308909,-83.954528,-17.646966,-87.176054
1698,0.368955,-0.798205,1.002882,3.7188,1.31366,1.73324,-221.592000224641,-153.99787730187728,50.94557367808838,-113.80546093124516,20.793555117769785,26.801418670173057,-118.405565,-2958.9833949999997,-222.482292,-106.1547,3.2649310000000002,-99.19026
1699,0.238854,-0.613695,1.05849,3.14675,1.54642,1.58667,-219.98084290473312,-154.9375280858918,76.23203464215604,-103.44581103748473,40.56667240241158,1.580486889134522,73.976283,-3087.565805,-169.01737,-94.803964,-22.181247000000003,-92.375159
1700,0.114396,-0.562677,1.04779,2.80846,1.55701,1.48649,-233.92377084924175,-153.19287159971847,84.97823538482804,-112.5907904055678,68.1361409969575,0.5074309039328916,211.844084,-3090.6098230000002,-179.33502,-94.00682599999999,-35.845383999999996,-92.134016
1701,0.00168571,-0.694312,1.15865,3.13126,1.90049,1.61096,-251.91693744753007,-152.20108165634701,64.79006747339349,-73.07217240200954,75.63443966183459,-5.2570768463976965,269.77160428999997,-2928.568788,-73.855981,-72.957801,-23.694275,-84.28436500000001
1702,-0.149461,-0.4029,1.2191,3.15944,1.76075,1.73485,-273.77642324736127,-138.01292777552246,69.9541360809076,-100.81879954680991,101.87533372103115,2.4732353480396627,513.9359109999999,-3151.1083,-10.2265287,-80.98383100000001,-29.689422,-85.95704699999999
1703,-0.0864994,-0.533362,0.80679,3.79537,1.65304,1.50282,-237.9275999216159,-176.97806854898434,111.32455367832868,-101.3539421274621,16.852751402859983,-9.626263915992961,396.8847594,-3051.0488379999997,-420.70047999999997,-89.79828,19.655416,-90.258045
1704,0.338398,-0.691815,1.15893,3.42083,1.74856,1.51598,-216.62617501424216,-144.39109395091876,35.3694868343389,-40.73151236007071,19.707628208658335,-25.979625304616917,-51.587388,-3049.0450849999997,-72.189545,-83.78817099999999,-2.4572218,-88.796102
1705,-0.352374,-0.442524,1.17461,3.77358,1.38818,1.70395,-287.3348965113371,-138.22148441295005,62.50167403964098,-112.87612338754296,78.36859426019888,-4.5336775229993735,681.847384,-3045.786376,-49.034725,-102.40051299999999,7.5277242,-96.79915500000001
1706,0.0415135,-0.624203,1.15783,3.36857,1.85143,1.62237,-238.07026641260347,-150.4569981279688,68.73373597727894,-77.4564454503506,49.372575347336216,-10.224202670991488,252.40534649999998,-3009.920297,-73.839922,-77.668109,-11.1198177,-85.57943
1707,0.0160579,-0.753076,0.910514,3.51892,1.3973,1.74492,-247.1774305662079,-167.1948141971255,85.43430978975218,-109.42290675628949,55.70559244847624,2.6151741826274217,233.0597621,-2879.863924,-314.281664,-103.026342,-9.3728763,-97.01036099999999
1708,-0.224224,-0.440033,1.003727,3.04104,1.72507,1.73845,-291.9712709895357,-160.51584517928552,93.22137918337519,-101.6977168045406,126.83795893929086,5.7192417926840715,574.387474,-3089.389667,-224.832947,-82.474069,-36.744876000000005,-86.736468
1709,0.188128,-0.509745,1.16763,3.46732,1.72253,1.44292,-207.82840807000838,-136.46422285528382,39.55225062613245,-3.9340943791288203,8.382200655425406,-76.28016309694702,149.315352,-3168.973555,-62.631420000000006,-85.290321,4.2102185,-89.802248
1710,0.0206784,-0.765383,1.06263,3.21299,1.79372,1.60125,-250.34474125769114,-160.30041304831633,70.58095190878072,-76.56664199451244,68.41402552759595,-4.242930089860236,226.9660916,-2869.377717,-168.20266,-80.070835,-19.007887,-86.95445199999999
1711,-0.360587,-0.730306,1.16054,3.24313,1.2448,1.44254,-285.01613631444263,-135.07250837091107,31.111436388265158,-94.62569873924085,91.40395705722023,-2.4951395245475143,595.436787,-2771.380094,-60.906772999999994,-112.09773999999999,-7.391500199999999,-95.68572599999999
1712,-0.0567016,-0.884027,0.873531,3.6767,1.85613,1.42472,-251.79890814173316,-175.9496093067245,69.85673325573536,-48.50173679451688,34.336501225497535,-12.933433605267584,249.6791716,-2730.735273,-357.45741100000004,-78.91129099999999,17.431426,-88.133816
1713,0.049524,-0.849544,0.971474,3.27126,1.74204,1.47316,-247.4782334086516,-167.8611641128627,71.00494067717753,-71.22438351271263,54.88523147740792,-5.6814781444069995,168.281236,-2800.6195559999996,-258.988654,-83.643729,-8.6125402,-89.266334
1714,0.0726628,-0.76443,0.964761,3.08165,1.69133,1.50407,-245.7994670689183,-167.96716130496188,81.76050440737335,-86.21181351774472,65.57043599036167,-3.6038988017949265,179.0304872,-2888.05307,-264.633931,-85.91494,-21.268864,-89.719972
1715,0.290665,-0.539039,1.04411,3.57208,1.328,1.63407,-205.6878377473996,-143.17756934083167,65.11436158543754,-174.8713027362883,13.20954196674113,66.5226918458691,44.682542000000005,-3176.668161,-179.89826,-106.16413,0.34074019999999994,-97.452029
1716,0.301595,-0.609331,1.0766,2.98527,1.5189,1.61336,-217.9560100567408,-152.84279438689353,72.10903034839463,-103.14558115283619,49.37395044604453,2.940883500425441,18.936521000000003,-3111.962369,-150.66414,-96.653646,-32.933667,-93.265218
1717,-0.187533,-0.680094,1.09518,3.07217,1.23668,1.43679,-271.38432445269007,-144.70106411808456,58.99746416462087,-113.40897413701462,87.98454493587947,2.016593714898348,451.865703,-2877.811306,-126.14116,-113.10399,-16.812606000000002,-95.83682900000001
1718,0.391585,-0.608339,0.828512,3.3082,1.24999,1.73218,-210.016533889613,-169.88141329849395,91.66236102282423,-135.65635236414934,33.90959037234556,25.909896340949494,-68.614502,-3144.856361,-395.092182,-112.59806999999999,-19.481123,-101.446924
1719,0.170174,-0.584347,0.836728,3.00431,1.85522,1.71256,-230.52613112411595,-179.50252059433072,109.48994281831979,-92.51664109536428,67.74652969626854,-9.120227591333418,153.475426,-3088.483753,-394.848758,-73.437884,-36.620439000000005,-82.75943
1720,0.00886068,-0.514634,1.03402,2.95935,1.58137,1.66862,-247.9142542907462,-152.7345053636138,90.04490116716991,-116.71035695255841,83.91024205470418,-0.2214521985226291,328.39304932,-3099.085366,-193.05917,-92.489225,-37.664244,-91.71525100000001
1721,0.272452,-0.703927,0.900793,3.37244,1.62399,1.67106,-223.14471584944556,-172.81438425176864,86.19806253066157,-88.30024468099657,35.71423553966912,-3.4777334953071195,9.4495384,-3014.260573,-328.349323,-90.481465,-14.208718000000001,-90.586066
1722,-0.25944,-0.479108,0.833529,3.76229,1.29771,1.483,-263.8189897257827,-164.83881174354758,107.72637872490712,-141.4048379226969,43.66236336950341,4.30947340818673,579.1998600000001,-3042.063892,-388.639849,-107.35933,19.850551000000003,-95.94807800000001
1723,-0.366262,-0.850845,1.1359,3.06396,1.63414,1.70074,-289.6353220587873,-141.05934437223303,21.099514580369643,-55.813308513960834,121.40975678822146,1.883575833180776,566.479342,-2655.122755,-91.210109,-88.99878299999999,-33.537237,-89.923114
1724,-0.222789,-0.748272,0.97179,3.26897,1.57477,1.53972,-272.79437358650705,-165.1665436023624,78.46313229639546,-93.06553466309963,83.68048597885672,-0.04318411549790771,460.96711899999997,-2802.7846280000003,-254.55798,-93.14871,-12.540223000000001,-91.668874
1725,-0.111134,-0.891615,0.810857,3.82833,1.34465,1.63952,-256.5974296759538,-176.3455231431599,79.1128664360738,-97.94885395099962,41.42307241879361,3.1479504475857203,299.717944,-2705.608885,-413.183847,-104.27301999999999,14.568159,-97.21468
1726,0.334558,-0.526944,0.973497,2.94464,1.69099,1.61123,-207.29613027833184,-164.8634489287382,91.32202409251651,-96.21508366293375,41.38319455625251,-9.11541474585432,17.270851,-3200.653856,-256.251877,-85.068561,-35.199055,-88.819817
1727,-0.0850173,-0.542828,1.07707,3.02869,1.90139,1.50268,-258.328335175044,-157.00877051528977,87.40528460500221,-91.37645508305394,81.68831172518685,-5.100745311996251,403.7763473,-3040.838972,-154.89875999999998,-72.89880099999999,-23.650062,-86.226501
1728,-0.321762,-0.802472,1.02416,3.42229,1.67553,1.43606,-276.93628548750775,-161.48700864203227,63.87791866354522,-76.36667972401177,73.1031121229466,-0.13438094831218816,531.649172,-2717.705828,-203.91608,-87.801497,2.1308061,-90.314699
1729,-0.390113,-0.894446,0.785395,2.99576,1.22189,1.50338,-288.32554053911826,-173.86748067921909,68.96807571548744,-96.46890396617671,111.85396668102958,-5.322892508324374,572.432953,-2605.618054,-435.538585,-114.83123,-24.668378999999998,-97.724674
1730,0.31275,-0.515206,0.881749,3.81872,1.85042,1.7083,-202.3503585907626,-159.88788343582215,66.33991830922237,41.07517244559018,15.720013841886345,-118.40459315276027,29.899901999999997,-3205.378194,-349.998249,-81.203284,9.695456,-84.35811199999999
1731,0.116126,-0.490632,1.04001,2.95186,1.89472,1.50524,-221.82748587843977,-157.91920045175263,94.11060968141823,-92.7807746389196,51.87651550361694,-18.620097017720518,232.97848399999998,-3159.601768,-192.32559,-72.71596199999999,-28.242245999999998,-86.143118
1732,0.229581,-0.55948,0.817568,3.20649,1.41889,1.69128,-215.91226960150917,-171.50746752107523,106.70880568075478,-128.83414389752664,39.81329019759405,9.932051491254281,101.97771900000001,-3134.8612200000002,-407.792748,-102.827842,-24.274651000000002,-96.38491
1733,0.00745791,-0.752612,1.14813,3.46285,1.56301,1.69524,-248.05634782393858,-146.85767725895695,54.93181294615206,-88.58672357856197,56.73680188815269,0.09325518369328792,241.01718209,-2877.711688,-79.107647,-94.006095,-10.3561218,-92.087312
1734,0.35758,-0.710107,1.03304,3.07577,1.47287,1.58009,-220.667819301095,-157.04945051874404,65.7474799490571,-96.59266284992496,45.20871916278199,5.900262078477705,-69.92721399999999,-3036.9423930000003,-193.99465,-99.43957200000001,-25.68236,-94.070936
1735,-0.268492,-0.897555,0.892676,3.6349,1.33137,1.50424,-269.8316088278856,-167.46696914981266,66.81604623697609,-93.632189922484,57.83206800932478,1.0676266371349707,446.29182199999997,-2645.906545,-330.781526,-106.08562,11.118229,-95.538676
1736,-0.306719,-0.437492,1.05353,2.94242,1.50595,1.48364,-300.31468240223074,-152.68637690882284,81.1554609757152,-113.01535213175976,126.61106765241905,-2.0261506509211302,651.123829,-3064.390408,-171.68182,-97.240721,-27.886269,-92.83569
1737,-0.285424,-0.802951,1.18567,3.14685,1.63321,1.47088,-279.23728399275313,-141.2335235419528,34.17538549350675,-69.36513546751311,93.16121861488647,0.17144673399479138,502.115164,-2730.0218489999997,-41.566911000000005,-89.591093,-15.613463,-90.73381099999999
1738,-0.253186,-0.850639,0.974268,2.83419,1.73753,1.74442,-284.6385571274514,-165.17628388487964,57.56220488781816,-60.153120037399745,131.71784048042008,5.258457674683961,463.861706,-2691.0583610000003,-254.418758,-79.671616,-48.78534,-85.07563400000001
1739,0.317023,-0.557095,0.908585,3.33954,1.88934,1.65349,-208.01347343783564,-173.954570264079,89.68737550300828,-53.440804875883124,27.1489175729199,-35.28904355990253,17.642956,-3167.6600049999997,-324.549005,-75.166681,-14.287519000000001,-84.23159100000001
1740,-0.36082,-0.839665,1.0909,3.20547,1.86756,1.71002,-287.3824520083329,-154.4293145216108,42.46935064848201,-49.88428395416756,110.50121332672569,7.637069042857768,562.98295,-2666.9837350000003,-140.52617,-74.969751,-24.99223,-83.336658
1741,0.162936,-0.879161,1.13193,3.18075,1.35076,1.47689,-241.20090780519828,-139.24707886623423,29.161145349419353,-85.46181176391846,54.488171725382266,8.618259267019303,51.673103,-2811.894239,-92.57284299999999,-106.24766,-13.415237999999999,-95.00594
1742,0.0968254,-0.735981,0.932536,3.37097,1.68696,1.40131,-235.97324088242465,-170.82507478707444,83.35733778240295,-80.75725530809927,33.549371806546816,-8.37967964112683,158.9653046,-2923.906519,-297.26315600000004,-87.022745,1.0715075,-90.48720399999999
1743,0.212905,-0.475044,0.776596,3.08016,1.84286,1.69368,-208.82592759133112,-181.27009539230932,119.77224340973754,-94.8439956591857,41.949563336739324,-19.054800096886275,149.209905,-3207.617356,-455.130886,-75.298845,-31.435665999999998,-83.938937
1744,-0.182359,-0.507012,0.988919,3.47239,1.43699,1.56874,-261.1782272480247,-154.05689195477575,92.18948219434459,-126.33662086855139,62.140137670913425,1.3014277950160544,502.380629,-3043.425088,-235.50129900000002,-100.83421200000001,-2.2108306,-94.387483
1745,-0.0911001,-0.721345,1.0274,2.92648,1.74647,1.58471,-267.00749985568575,-162.78017438564254,77.18772824443424,-84.42819590150245,100.11635328997953,-0.4374223368614465,351.88085010000003,-2870.944155,-201.87183,-81.370322,-34.606181,-87.603725
1746,-0.378595,-0.672346,1.010773,3.68328,1.79841,1.66377,-283.82151931159484,-164.92876611738313,76.6703473554311,-80.33040175072682,77.64666743833402,4.295785446461055,629.136735,-2820.766754,-218.239983,-82.552424,4.371609100000001,-86.218338
1747,0.0169004,-0.517213,1.02535,3.45678,1.24982,1.57094,-228.33112981096974,-144.9772297753376,82.01031400605038,-149.73277947492343,33.73013999091059,22.14653765519171,310.8263096,-3102.279987,-196.63643,-111.00193,-2.20192757,-98.05224899999999
1748,-0.0109234,-0.743854,0.863192,2.81785,1.89299,1.60386,-261.43720417142384,-180.57452462902052,93.54567329541923,-75.08382722071386,102.16525036536736,-2.2044207392981345,270.81495340000004,-2875.254146,-368.526182,-70.320157,-41.10619,-83.17997799999999
1749,0.0146449,-0.726182,1.19601,2.93191,1.55373,1.64189,-256.532685445104,-141.03012352468136,47.9377171409901,-87.86135900992636,92.57565574826276,0.11316775890526456,250.5992451,-2902.251518,-30.714252000000002,-94.340545,-37.683246000000004,-92.430053
1750,0.138373,-0.648844,0.799487,3.05905,1.46812,1.7401,-238.27595826105542,-176.46183357557146,105.81040785798965,-115.48537318656874,72.77824505310743,2.260009104581727,160.409187,-3018.074756,-426.048477,-100.41032799999999,-35.805437,-95.608851
1751,-0.3833,-0.682748,0.93604,2.91325,1.87878,1.54689,-296.0260933056765,-173.13581357483704,76.55117213404391,-61.91783004640268,126.32458875485364,8.982373945824941,640.4353699999999,-2806.2636519999996,-294.93585,-72.99086700000001,-32.685584,-85.338818
1752,0.30086,-0.668858,0.818548,3.30229,1.28917,1.47911,-217.9984089335805,-171.59914076829617,91.71965680233731,-136.1072701489173,27.82346078512742,30.006773759252933,-7.2962338,-3057.131242,-405.38869800000003,-109.39225,-6.249151100000001,-95.833838
1753,0.389754,-0.608526,0.994814,3.07902,1.64559,1.57468,-210.15347080264928,-164.15355422057112,78.42818187089247,-86.6484073576344,34.15917078790455,-6.634622084496881,-65.152227,-3144.400374,-234.435734,-88.553256,-25.560176,-90.202608
1754,0.0191949,-0.43425,1.13832,3.50773,1.35159,1.46243,-211.42429119224943,-125.74647433956665,60.30953751547045,-187.1509342015321,12.276136422693506,67.58209080906599,334.3882251,-3182.2335500000004,-84.695527,-105.25913,6.1287284,-94.717942
1755,0.134384,-0.796556,1.03203,2.89731,1.44664,1.59357,-246.70817813199577,-156.71942682874868,65.64778529270433,-95.90339462238258,82.11344640917393,2.6377945563791867,113.457676,-2876.874744,-194.01380999999998,-101.658057,-36.573603000000006,-95.10456
1756,0.372813,-0.563892,1.07353,3.33251,1.88202,1.50594,-205.0518545948044,-154.20987168607567,54.701254729391415,-18.87867287066306,19.982705246100643,-56.62352813205533,-39.492798,-3180.486008,-160.05208000000002,-75.929773,-6.6370765,-86.83980299999999
1757,-0.378574,-0.492955,0.939815,3.71988,1.66464,1.63997,-288.6366566218743,-166.4620011771532,96.36118790069212,-105.31938302756254,79.33116335601865,2.0522316897554855,689.631974,-2989.283845,-287.263715,-89.215715,7.5071034999999995,-89.572153
1758,-0.224087,-0.820795,1.03483,2.85173,1.80912,1.68099,-281.8310639313104,-161.32256975482971,57.06413267651093,-59.88268395809799,124.11297166564867,5.04454961144982,445.540367,-2729.793805,-195.16333,-75.347063,-43.875388,-83.84827299999999
1759,-0.05168,-0.829499,0.991487,3.27729,1.82888,1.47585,-255.71965833381336,-167.4864497148471,72.04600499093023,-68.10348240263505,63.18349381584666,-5.585501984144636,270.27367999999996,-2784.456501,-239.89804700000002,-78.688373,-8.2734928,-87.991761
1760,0.06962,-0.482152,1.17011,3.10049,1.46701,1.69158,-227.68139567129143,-136.48255750472802,69.33935236673223,-119.93381750796445,57.12566834370798,4.047562940876529,280.28205,-3151.995548,-55.274323,-100.106544,-30.581951,-95.082303
1761,0.0866223,-0.710939,1.05005,2.8427,1.40581,1.49907,-247.02731562388365,-153.54925134828986,70.9596770113622,-106.58046313464547,80.33670428647325,4.3019390131807596,187.20397770000002,-2941.512361,-175.02897,-103.89133,-34.194859,-94.922748
1762,0.196857,-0.658213,0.946463,3.186,1.5988,1.49899,-225.53738760191186,-167.13064292407088,88.20513368700483,-98.53097907085254,38.864701271975456,-1.9568915126457165,96.84568200000001,-3031.292787,-281.699943,-91.688073,-14.963563,-91.329626
1763,-0.246868,-0.506894,1.12183,3.01661,1.67997,1.54046,-287.02779113314693,-150.18484317528166,74.89704297950121,-98.00672268830783,112.29170643650951,1.7306705863942133,569.9946379999999,-3020.096106,-106.18714,-86.313211,-27.060041000000002,-89.60755999999999
1764,0.0469711,-0.854108,0.997042,2.89901,1.60898,1.54419,-255.22003913645932,-163.1846825890049,67.63365701062777,-82.32945149793825,87.55998320968754,-0.6643789409218973,176.09876889999998,-2793.759292,-230.661782,-90.601819,-34.032232,-91.007013
1765,-0.136252,-0.829139,0.849731,3.03328,1.52598,1.60947,-270.1438708262319,-175.9049185987043,84.39496434938486,-91.0704956204541,98.51608216817914,-0.1521936332050103,356.476792,-2754.597361,-376.173721,-96.122619,-29.999915,-92.975328
1766,-0.375581,-0.480968,1.08809,3.29879,1.37099,1.49271,-296.6752544875597,-147.36531786544288,70.73908826023683,-114.97314891772179,102.71127914412703,-4.454122333145459,695.259651,-3001.352332,-134.92646,-104.81103999999999,-7.6074012,-94.78945
1767,0.395597,-0.811044,1.12534,3.367,1.41693,1.5238,-221.6624740334421,-138.67526698669366,22.71216159054486,-83.14763522938507,27.151667770336527,15.085692266897011,-145.374387,-2956.306556,-100.959334,-102.13736200000001,-5.611021099999999,-94.465661
1768,0.377876,-0.595358,0.973544,3.03527,1.80759,1.7254,-212.87043666715962,-168.5865286814983,85.51910754343155,-79.03207938696036,49.345073373169946,-13.382517925091125,-47.806839000000004,-3150.314042,-258.862594,-76.99336699999999,-36.019000999999996,-84.31171499999999
1769,-0.332691,-0.559187,1.17852,3.65156,1.33697,1.44193,-276.8033592790374,-137.9602156583704,53.62781830021382,-109.14158447888025,60.17890313818062,0.10973459579684065,621.0977809999999,-2942.283413,-44.49208,-105.94093000000001,15.551358,-94.630922
1770,-0.322716,-0.428586,0.988028,2.95914,1.58772,1.45046,-301.91552648182625,-160.25973304486206,91.0538798443953,-109.62630677356093,125.42160726972747,0.4539372723482973,668.571996,-3067.935314,-238.226448,-92.120337,-25.168425,-91.45555300000001
1771,0.302394,-0.64063,0.886583,3.51369,1.26873,1.61016,-215.0654379803058,-163.34339189825613,84.11650686095129,-148.78109657721112,21.885555379509622,39.347819284829775,-0.15805705,-3084.62637,-336.695133,-109.6538,-1.2660818889999998,-98.40476199999999
1772,-0.356775,-0.880168,0.831024,3.38013,1.41125,1.41764,-279.2945797722662,-174.56935397825433,73.96713247800389,-88.52885484125376,76.79868990154041,-0.13093861787904215,538.883545,-2632.906732,-392.591024,-102.312894,1.144888,-93.336875
1773,0.00321355,-0.842961,1.20816,3.3067,1.88189,1.61528,-253.01415162520564,-143.0331839764587,34.54139093303632,-52.34043943033437,66.79656567194164,-4.808634239304704,215.43299645,-2790.677839,-23.902698,-75.49315,-14.018129,-84.92444
1774,0.0559774,-0.885127,0.874528,3.30252,1.81519,1.56177,-249.01891691975837,-177.7097356533664,77.70109842887146,-63.97589444651259,59.94914706233317,-5.925644108802,151.4968426,-2769.335073,-356.455318,-79.404651,-11.6510164,-87.06576199999999
1775,0.0942787,-0.426667,0.92848,2.95369,1.29557,1.72481,-221.65960924446645,-149.16497829994879,100.3335042943341,-148.64358670637975,62.72684645312739,11.167692272233415,278.3279013,-3210.7378329999997,-294.06939,-113.13557,-39.528389999999995,-101.86776
1776,-0.152674,-0.408117,0.949972,3.46517,1.69117,1.58031,-248.5301839205118,-155.88348140565282,106.37190649721786,-122.02855120696273,50.6706112322051,-3.2240277836231908,508.044454,-3146.7043830000002,-278.002372,-87.008953,-3.6395626,-89.422515
1777,-0.19593,-0.53677,1.003464,3.29218,1.4225,1.68892,-274.16316975907455,-154.61151510046238,87.13026486333942,-120.9204508311797,92.13791599278281,-1.6483308216559627,509.71509,-3009.6697299999996,-220.59741400000001,-102.300291,-19.269991,-95.984331
1778,0.0306957,-0.504201,1.19624,3.33152,1.41902,1.70975,-230.16344883979812,-133.5616186651511,62.302284726935454,-120.32400176644853,47.653931145061804,6.153967790161633,306.1934543,-3119.065599,-28.322029999999998,-102.39469199999999,-18.151094,-96.240555
1779,-0.286298,-0.473716,1.18392,3.26501,1.4588,1.6678,-290.9920861176571,-138.7096444544015,60.52439668864451,-108.57091851492996,109.26362448924313,-3.077975112066393,616.674398,-3038.557484,-40.534755,-100.171662,-19.795637,-94.841923
1780,0.340252,-0.421287,1.08228,3.15096,1.29945,1.6861,-190.89349451932662,-140.69150546775904,70.73908826023683,-153.79619615799123,22.80435049978141,41.21205206284693,45.869101,-3303.058113,-141.081,-110.48454,-26.29347,-99.660519
1781,-0.173217,-0.689756,1.12705,3.57104,1.26558,1.56609,-261.4704357235414,-142.38459575237061,54.93937598904778,-111.56462299448852,56.99033571249808,3.094453378254355,429.545387,-2874.608644,-95.165898,-109.61119,4.4568461,-97.592669
1782,-0.18345,-0.741051,0.826493,3.66968,1.77677,1.57099,-261.6589388381395,-181.90779741828993,95.16886272902488,-80.23471779893997,51.557721786406155,-2.2112790441058503,421.21999999999997,-2822.581249,-403.008533,-83.406295,8.776684,-87.661818
1783,0.140811,-0.733299,0.866083,3.45068,1.81382,1.59689,-233.72151674756054,-178.8063768732468,90.10219694668301,-69.92033157099488,38.9375815035161,-12.66528935714636,121.735059,-2941.504001,-364.993473,-80.298006,-5.114077,-86.730203
1784,0.0212604,-0.404886,0.933666,3.26838,1.52989,1.66397,-209.36679974993464,-150.02384203484988,106.59192229054808,-141.60594610878783,27.496874841902848,4.12298710502755,349.3734296,-3210.020414,-292.047226,-95.82490499999999,-19.652562000000003,-93.009927
1785,-0.214161,-0.716637,1.08217,3.79455,1.71671,1.68797,-264.3822072383963,-156.40601891481214,67.64053250416933,-82.9975202870608,53.62930799048116,0.15155535822123456,457.384191,-2834.966563,-146.46751999999998,-87.127761,9.152082,-88.017323
1786,0.229751,-0.403759,0.848077,3.42219,1.73549,1.5076,-189.6753862468785,-158.27959090488991,84.70436155875551,31.799501404437766,13.668251977522866,-136.43442904993702,148.90001900000001,-3283.0704410000003,-382.201957,-84.415976,-2.0464643,-89.10855
1787,-0.329752,-0.896704,1.03843,3.10752,1.8111,1.54702,-283.12079192814986,-158.8313492616009,46.662370384808405,-53.688723713836225,103.30887412444848,2.807865618707869,513.653012,-2624.4154959999996,-192.33794,-78.675788,-21.920846,-87.07014600000001
1788,0.241091,-0.63989,1.10265,2.89047,1.32555,1.61038,-228.31909769727199,-145.84526083496078,63.44762735940197,-112.51286814543002,66.08838983715994,9.657776594725156,66.836631,-3060.58911,-121.51299,-110.07279999999999,-37.125723,-98.599545
1789,0.134635,-0.562357,1.02181,2.89267,1.31227,1.41198,-227.44189931292672,-150.1636437368618,82.40164418012473,-129.98636202353472,54.37065808160093,14.234047800214555,190.972985,-3098.755243,-201.52069,-108.92963999999999,-26.03611,-94.881891
1790,0.29003,-0.719004,0.925882,3.4071,1.44433,1.43842,-220.86720861380053,-166.45168793684087,77.40373333319857,-112.68991210412544,19.182168614743855,18.66988705011739,-16.146607,-3006.868896,-300.205622,-100.486031,1.4494483000000002,-93.29070899999999
1791,0.398128,-0.502434,1.14787,3.457,1.2887,1.64059,-197.692211716349,-128.12081144258877,35.04542190541291,-166.56169583350595,15.603073155900143,74.04505473814167,-41.156125,-3247.627466,-75.546314,-108.87043999999999,-6.296937699999999,-98.384197
1792,-0.346866,-0.451354,0.830086,3.6635,1.91346,1.52503,-283.5436347809564,-178.78288560364643,113.17635327219152,-96.39098170603891,70.38500034284598,3.8253870966586487,673.3321159999999,-3038.6422460000003,-400.159566,-76.25735,11.404361999999999,-85.733351
