step_order,Timestamp,x_dif,y_dif,z_dif,rx_dif,ry_dif,rz_dif,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,x_t,y_t,z_t,rx_t,ry_t,rz_t
5517,20200715184059,0.65,-0.5,0.4,1.5708,1.0472,1.5708,-62.20889260632913,-78.71981738861406,100.4486688111554,-21.76380184804432,27.85990090089774,-149.9613896351806,2373.3722,-783.4678700000002,-902.38772,-91.58947500000001,-60.827946999999995,-62.191052
5518,20200715184106,0.65,-0.5,0.4,1.5708,1.22173,1.5708,-62.20774669073887,-78.70778527491632,100.43205303509662,-21.783053229960718,27.793151317765002,-159.99961020587264,2373.3014,-783.3893400000002,-902.36532,-91.59765300000001,-61.048754,-72.24554200000003
5519,20200715184113,0.65,-0.5,0.4,1.5708,1.39626,1.5708,-62.197433450426516,-78.73127654451669,100.47445191193628,-21.837255037380093,27.88534022700155,-169.93870907800704,2373.2994,-783.44858,-902.51353,-91.583081,-61.136181,-82.176478
5520,20200715184120,0.65,-0.5,0.4,1.5708,1.5708,1.5708,-62.19571457704112,-78.7186714730238,100.44236627540897,-21.745982860615754,27.86883904250178,-179.9849510578309,2373.3035,-783.3751,-902.44303,-91.66794,-61.310024,-92.248174
5521,20200715184308,0.65,-0.5,0.4,1.5708,1.5708,1.43117,-60.876192774854836,-80.4621820436069,102.56460194857354,-22.174268812476043,37.11110664419806,-179.972345986338,2372.234,-785.14846,-902.52669,-91.461352,-53.360715,-91.93690099999999
5522,20200715184313,0.65,-0.5,0.4,1.5708,1.5708,1.4660799999999998,-61.236583227992114,-80.06168454481046,102.08331740066366,-22.098065425723643,34.79509664472025,-179.94656288555714,2372.5706,-784.5783299999998,-902.50042,-91.494287,-55.33764,-91.97532600000001
5523,20200715184317,0.65,-0.5,0.4,1.5708,1.5708,1.50098,-61.575201284914435,-79.63712281861852,101.56135284929945,-21.9498412441233,32.494728393049506,-179.98781584680654,2372.863,-784.20757,-902.5010199999999,-91.58079499999998,-57.293624,-92.084598
5524,20200715184426,0.65,-0.5,0.4,1.5708,1.5708,1.64061,-62.724554621946865,-77.7595401239748,99.26150025964435,-21.61489011708982,23.38131899947815,-179.99010767798708,2373.8264,-782.47375,-902.3312,-91.69425600000001,-65.30330400000001,-92.411391
5525,20200715184430,0.65,-0.5,0.4,1.5708,1.5708,1.67552,-62.95029999322841,-77.23986740379115,98.61348499335136,-21.444721651935964,21.14219993610689,-179.9259364049324,2374.0238,-782.10204,-902.49136,-91.80857300000001,-67.337688,-92.441382
5526,20200715184435,0.65,-0.5,0.4,1.5708,1.5708,1.71042,-63.164586208607346,-76.71618397904157,97.9654697270584,-21.41446948035306,18.880964701843585,-179.90817471328336,2374.2952999999998,-781.69101,-902.4316,-91.80816300000001,-69.39987400000001,-92.55289499999999
5527,20200716152632,1.0,0.6,0.9,1.5708,1.91986,1.5708,27.434880808469696,-33.46887123633094,-0.4631859570772991,-146.12028057662357,-117.4122302515937,-20.004592233874643,1513.4916,-1562.8926,-416.59931,-91.958534,-61.754665,-112.56751
5528,20200716152646,1.0,0.6,0.9,1.5708,2.0944,1.5708,27.462382782635974,-33.92947200783661,0.5043959464920835,-146.61818090059228,-117.42426236529144,-30.02654080318495,1513.5301,-1562.8892999999998,-416.55025,-91.967764,-61.926194,-122.5618
5529,20200716152706,1.0,0.6,0.9,1.5708,2.26893,1.5708,27.459689880998862,-33.249542992354854,-0.9016006568399122,-145.9014106988836,-117.42540828088168,-40.08756509412318,1513.68,-1562.8645999999999,-416.38417,-91.93103400000001,-62.082166,-132.61669
5530,20200716152738,1.0,0.6,0.8,1.22173,1.5708,1.5708,23.48697241690027,-10.015989808240947,-41.92899415189413,-128.06236974748543,-93.46775103528147,-0.02261155020171989,1516.2383,-1557.1317,-515.7756599999999,-93.35526999999999,-81.45595900000001,-94.226506
5531,20200716152747,1.0,0.6,0.8,1.39626,1.5708,1.5708,25.56680921322516,-11.08415502570334,-39.08110743119637,-129.78811862641948,-105.65971995787024,-0.0884274413115156,1515.2487,-1559.8582,-516.20565,-92.3926,-71.35359000000001,-93.178802
5532,20200716152756,1.0,0.6,0.8,1.5708,1.5708,1.5708,27.46307033199013,-12.962081495024126,-34.19876217154809,-132.81218986911998,-117.44660771930154,-0.06512238299456936,1513.958,-1562.2848999999999,-516.3368499999999,-92.023815,-61.434252,-92.63523
5533,20200716152805,1.0,0.6,0.8,1.7453299999999998,1.5708,1.5708,29.150316447091374,-16.126183622854587,-26.419599595497875,-137.45314800967964,-129.14869772705347,-0.10214233205356212,1512.1942,-1564.3661,-516.6696599999999,-91.94507999999999,-51.405958999999996,-92.44925
5534,20200716152829,1.0,0.6,0.8,1.5708,0.8726649999999999,1.5708,27.456882387802718,-12.999896709502762,-34.14857106869463,-132.84542142123755,-117.4998927942487,39.95206057557474,1513.9394,-1562.4434999999999,-516.0769900000001,-91.91098500000001,-60.740593999999994,-52.571525
5535,20200716152836,1.0,0.6,0.8,1.5708,1.0472,1.5708,27.461064979707174,-12.962081495024126,-34.21388825733955,-132.7886985995196,-117.44145109914538,29.976578883449537,1513.9037,-1562.3927999999999,-516.2609,-91.993696,-60.97846700000001,-62.580473999999995
5536,20200716152912,1.0,0.6,0.8,1.5708,1.22173,1.5708,27.452757091677775,-46.0102298223905,34.199449720902244,-168.103525260203,-117.49588208968281,19.95904208916174,1514.2908,-1562.0283,-516.2199599999999,-92.15168200000001,-61.02703400000001,-72.774545
5537,20200716152919,1.0,0.6,0.8,1.5708,1.39626,1.5708,27.467883177469233,-45.99441618724489,34.21520606026834,-168.1682694910528,-117.47009898890191,10.007452737093498,1514.2877,-1561.9621,-516.4006499999999,-92.15311100000001,-61.222308,-82.76456800000001
5538,20200716152933,1.0,0.6,0.8,1.5708,1.7453299999999998,1.5708,27.47550351614447,-45.98891579241163,34.19463687542315,-168.17629090018463,-117.51536265471724,-10.03908000738472,1514.4589,-1561.8935,-516.2374299999999,-92.12941000000001,-61.502806,-102.73701000000001
5539,20200716152939,1.0,0.6,0.8,1.5708,1.91986,1.5708,27.474815966790313,-45.970351959849395,34.15550385801571,-168.14707005263296,-117.5314054729809,-20.007972684865912,1514.3870000000004,-1561.7953,-516.1978900000001,-92.150705,-61.643696,-112.78848
5540,20200716152946,1.0,0.6,0.8,1.5708,2.0944,1.5708,27.464445430698447,-45.97929010145343,34.17057264802766,-168.1573832929453,-117.48728772275584,-30.024478155122477,1514.4149,-1561.6327999999999,-516.17014,-92.1465,-61.829671,-122.74839
5541,20200716152953,1.0,0.6,0.8,1.5708,2.26893,1.5708,27.46375788134429,-45.99166598982826,34.20082481961056,-168.1556644195599,-117.49187138511687,-39.99841286120082,1514.4589,-1561.5816,-516.3091999999999,-92.170068,-61.985287,-132.77407
5542,20200716153009,1.0,0.6,0.8,1.5708,1.5708,1.39626,29.144128502903964,-41.65724026966358,26.42303734226866,-164.72250131113603,-129.14411406469242,-0.09323570312825348,1512.6985,-1564.0521999999999,-516.0660400000002,-91.817248,-51.378856,-92.267674
5543,20200716153013,1.0,0.6,0.8,1.5708,1.5708,1.43117,28.83805444874508,-42.66232283388207,28.271857555596803,-165.57506251029068,-126.82764569897851,-0.0397416704732027,1513.0359,-1563.6508999999999,-515.9993599999999,-91.817909,-53.403172,-92.25322299999999
5544,20200716153017,1.0,0.6,0.8,1.5708,1.5708,1.4660799999999998,28.508603716544858,-43.58833722237251,29.95572321970678,-166.3674631409566,-124.51977170019155,-0.09733407023682425,1513.4067,-1563.1517999999999,-516.01956,-91.814373,-55.381612,-92.32760900000001
5545,20200716153022,1.0,0.6,0.8,1.5708,1.5708,1.50098,28.178408139210966,-44.44284647803062,31.46237303778279,-166.97193361481965,-122.22794051966827,0.017166159316796544,1513.8111,-1562.6779,-515.9340799999998,-91.95766800000001,-57.32955799999999,-92.396228
5546,20200716153026,1.0,0.6,0.8,1.5708,1.5708,1.53589,27.83176867315682,-45.236851390522915,32.86932819950604,-167.58041479324856,-119.87422989727084,-0.06648888733595638,1514.0905,-1562.3083,-515.97862,-92.046867,-59.346057,-92.609707
5547,20200716153035,1.0,0.6,0.8,1.5708,1.5708,1.6057,27.1046852311358,-46.637905086956316,35.359173594026544,-168.71372531201735,-115.14389034067077,-0.0781273790284488,1514.6825,-1561.3836999999999,-516.24961,-92.14932400000001,-63.371448,-92.77622
5548,20200716153040,1.0,0.6,0.8,1.5708,1.5708,1.64061,26.73535663639447,-47.266210605096774,36.43031819202362,-169.10047182373066,-112.75637520836062,-0.06443941730277343,1514.9494,-1561.1586,-516.1095599999998,-92.350598,-65.410677,-92.993551
5549,20200716153044,1.0,0.6,0.8,1.5708,1.5708,1.67552,26.33921361684103,-47.832006427788464,37.41488886717643,-169.51873101417615,-110.3321907771621,0.025384436747035017,1515.2213,-1560.5038,-515.92945,-92.441855,-67.42682400000001,-93.021972
5550,20200716153049,1.0,0.6,0.8,1.5708,1.5708,1.71042,25.954701640528725,-48.35374179603459,38.31850060587725,-169.94844936052425,-107.9601455053205,-0.06993121776910237,1515.6467,-1559.9829,-515.75794,-92.446746,-69.41575600000002,-93.14547999999999
5551,20200716153246,1.0,0.6,0.7,1.22173,1.5708,1.5708,-137.02915924128283,-128.76481600431583,-53.20829860261903,1.9470480977253688,66.99538202685203,-0.01643707052249257,1517.0151,-1555.1399,-615.79789,-94.244563,-81.27727900000001,-95.030207
5552,20200716153255,1.0,0.6,0.7,1.39626,1.5708,1.5708,-135.19512133906903,-130.19262682978186,-50.83058104860563,0.9660870566818862,55.127764512086806,-0.06443941730277343,1516.1208,-1557.9012,-615.75385,-92.666913,-71.230607,-93.38363700000001
5553,20200716153304,1.0,0.6,0.7,1.5708,1.5708,1.5708,-133.6515730389866,-132.47758251676356,-46.96832984740826,-0.5293568528369579,43.665801116274196,-0.11995558990417941,1514.6424,-1560.2754,-616.7837900000001,-92.180369,-61.270077,-92.795989
5554,20200716153313,1.0,0.6,0.7,1.7453299999999998,1.5708,1.5708,-132.40080617221602,-135.6827084227254,-41.34388965150653,-3.0683035844845845,32.36959441059294,0.07201220048101752,1512.7379999999996,-1562.9762999999998,-617.4683400000002,-92.195044,-51.308921999999995,-92.595752
5555,20200716153329,1.0,0.6,0.7,1.5708,0.8726649999999999,1.5708,-133.63553022072296,-132.45523716275346,-46.979330637074774,-0.6528453005059139,43.59017068731693,40.03777506172631,1514.6521,-1560.4488999999999,-616.6026200000002,-92.23922900000001,-60.581686999999995,-52.802988
5556,20200716153336,1.0,0.6,0.7,1.5708,1.0472,1.5708,-133.6418327564694,-132.49247941943696,-46.9373901264712,-0.573232814872486,43.569544206692214,29.970390939262124,1514.5429,-1560.3603999999998,-616.77035,-92.15773700000001,-60.71623099999999,-62.729593
5557,20200716153342,1.0,0.6,0.7,1.5708,1.22173,1.5708,-133.62808176938626,-132.46096674070475,-46.97520534094983,-0.6589931376476676,43.556538064742746,20.00636840303955,1514.6743,-1560.5194,-616.8403900000001,-92.31164700000001,-60.876666,-72.94174499999998
5558,20200716153349,1.0,0.6,0.7,1.5708,1.39626,1.5708,-133.62865472718138,-132.51654364683245,-46.900950010700875,-0.5437552822285955,43.526285893159844,9.9080445596383,1514.5814,-1560.4415999999999,-616.7581599999999,-92.13933200000001,-61.009675,-82.817704
5559,20200716153403,1.0,0.6,0.7,1.5708,1.7453299999999998,1.5708,-133.6383950096986,-132.48102026353433,-46.93188973163794,-0.6322474677709609,43.53797423218051,-9.962303662837188,1514.7132,-1560.1693,-616.66421,-92.281475,-61.328140000000005,-102.81747
5560,20200716153409,1.0,0.6,0.7,1.5708,1.91986,1.5708,-133.6383950096986,-132.4592478673194,-46.99033142674129,-0.6150644634949874,43.60598432246254,-19.986085697091916,1514.7792,-1560.2691,-616.89656,-92.31463600000001,-61.553794,-112.94883
5561,20200716153416,1.0,0.6,0.7,1.5708,2.0944,1.5708,-133.62865472718138,-132.4953442084126,-46.93051463292963,-0.5725509950962804,43.533161386701416,-29.971021192836773,1514.7581,-1560.2038,-616.81632,-92.22318,-61.645152,-122.76088999999999
5562,20200716153423,1.0,0.6,0.7,1.5708,2.26893,1.5708,-133.64068684087914,-132.51768956242273,-46.93051463292963,-0.42299697845343776,43.61698511212905,-40.15064774736708,1514.753,-1560.1578,-616.8328599999999,-92.037495,-61.881218999999994,-132.69983
5563,20200716153439,1.0,0.6,0.7,1.5708,1.5708,1.39626,-132.39736842544525,-135.7090644813014,-41.3012615915488,-3.0744743399381433,32.301527024531396,0.0041198702146220375,1512.7377,-1562.9077,-617.4624599999999,-92.00454400000001,-51.251371,-92.450893
5564,20200716153443,1.0,0.6,0.7,1.5708,1.5708,1.43117,-132.62483267011217,-135.01349371801257,-42.57603538993537,-2.332173138878454,34.61152096716033,-0.10624012620433777,1513.0473,-1562.4559,-617.4537300000001,-91.90316100000001,-53.365213,-92.382054
5565,20200716153448,1.0,0.6,0.7,1.5708,1.5708,1.4660799999999998,-132.84828621021322,-134.32078774369944,-43.773803660656355,-1.899985344433323,36.744700134211904,-0.004771116962879537,1513.5519,-1561.9991,-617.41092,-92.02954100000001,-55.246684,-92.473268
5566,20200716153452,1.0,0.6,0.7,1.5708,1.5708,1.50098,-133.0900743997584,-133.66933473063565,-44.9035045453158,-1.467115730211986,38.97533942221522,0.021951216342831613,1514.0496,-1561.4068,-617.08667,-92.11399300000001,-57.203503,-92.568574
5567,20200716153456,1.0,0.6,0.7,1.5708,1.5708,1.53589,-133.36566709921632,-133.03507045142584,-45.98713962324673,-1.047275176251924,41.31380936726217,-0.04659917313999974,1514.3538,-1560.7243999999998,-617.0265200000002,-92.240206,-59.237395,-92.81639
5568,20200716153505,1.0,0.6,0.7,1.5708,1.5708,1.6057,-133.91857137151757,-131.9430128939065,-47.87045189584174,-0.2563132426095689,45.85129133002121,0.048708918333236186,1515.0026,-1559.9172999999998,-616.5947500000001,-92.38781300000001,-63.247679000000005,-92.893283
5569,20200716153509,1.0,0.6,0.7,1.5708,1.5708,1.64061,-134.21536350939533,-131.47318750189922,-48.661878498255945,0.07776183195515533,48.088233153770965,-0.030835098843673567,1515.2474,-1559.4109999999998,-616.23235,-92.447333,-65.216014,-93.06025299999999
5570,20200716153514,1.0,0.6,0.7,1.5708,1.5708,1.67552,-134.52647959215136,-131.0062268988676,-49.47118138387824,0.39949768744394215,50.43701633913026,-0.03356719079397538,1515.5928,-1558.9828,-616.1786500000001,-92.582482,-67.236304,-93.221497
5571,20200716153518,1.0,0.6,0.7,1.5708,1.5708,1.71042,-134.85879511332726,-130.57364376354383,-50.197290797647526,0.7150341395894134,52.777319749121624,-0.05755475643648146,1515.9762,-1558.3627999999999,-615.8820299999999,-92.65714200000001,-69.25331500000001,-93.335697
5572,20200716153548,1.0,0.6,0.6,1.22173,1.5708,1.5708,-137.03145107246334,-130.07746231296053,-61.12141871117083,11.164311821242142,66.97475554622731,-0.045916150152430016,1517.5998,-1554.2099999999998,-715.68106,-94.016657,-81.20866000000001,-94.84482200000001
5573,20200716153557,1.0,0.6,0.6,1.39626,1.5708,1.5708,-135.1997050014301,-131.33166692650192,-58.999183038006265,10.320001214337362,55.14357814723241,-0.021245504226568977,1516.7929,-1556.9598999999998,-716.20646,-92.540288,-71.22753100000001,-93.192575
5574,20200716153606,1.0,0.6,0.6,1.5708,1.5708,1.5708,-133.63896796749373,-133.3370192094598,-55.49800983930034,8.77748423828616,43.58604539119198,0.026071069368719797,1515.4529,-1559.3302999999999,-716.67943,-92.26366,-61.188994,-92.768821
5575,20200716153615,1.0,0.6,0.6,1.7453299999999998,1.5708,1.5708,-132.40710870796246,-136.09810282419522,-50.640760131078785,6.6450499163682615,32.425285908279655,0.0020599379720999947,1513.7,-1561.9490999999998,-716.6063700000002,-92.114561,-51.346433,-92.52321500000001
5576,20200716153631,1.0,0.6,0.6,1.5708,0.8726649999999999,1.5708,-133.63151951615703,-133.3645211836261,-55.465007470300804,8.807679114089554,43.534536485409724,39.91986034748839,1515.3123,-1559.4964,-716.6307799999998,-92.121627,-60.518739,-52.76963
5577,20200716153638,1.0,0.6,0.6,1.5708,1.0472,1.5708,-133.63782205190347,-133.3129549820643,-55.528262010883246,8.725345078929248,43.602546575691754,30.034848691214343,1515.4344,-1559.4702,-716.60145,-92.28882,-60.738049,-62.83356800000001
5578,20200716153644,1.0,0.6,0.6,1.5708,1.22173,1.5708,-133.62750881159113,-133.3519161121332,-55.4842588522172,8.808366663443705,43.54209952830545,20.007055952393706,1515.4428,-1559.5418,-716.62761,-92.178205,-60.85448600000001,-72.769271
5579,20200716153651,1.0,0.6,0.6,1.5708,1.39626,1.5708,-133.63782205190347,-133.33243554709875,-55.519323869279205,8.763102997628376,43.56135091022185,9.986253298673658,1515.4707,-1559.308,-716.8512000000001,-92.286862,-61.020333,-82.946357
5580,20200716153705,1.0,0.6,0.6,1.5708,1.7453299999999998,1.5708,-133.6418327564694,-133.35134315433805,-55.48013355609226,8.77817178764031,43.56066336086769,-10.023953921593264,1515.4485,-1559.2203,-716.6587400000002,-92.25709400000001,-61.33229,-102.85497000000001
5581,20200716153711,1.0,0.6,0.6,1.5708,1.91986,1.5708,-133.6292276849765,-133.3490513231575,-55.4986973886545,8.81449731185161,43.536599133472194,-19.951077975809422,1515.5814,-1559.2767999999999,-716.84831,-92.24721600000001,-61.473384,-112.81892
5582,20200716153718,1.0,0.6,0.6,1.5708,2.0944,1.5708,-133.64068684087914,-133.34045695623058,-55.517261221216735,8.848817483779946,43.620422858899836,-29.962770600586886,1515.5812,-1559.2247,-716.8189999999998,-92.212631,-61.710422,-122.7463
5583,20200716153725,1.0,0.6,0.6,1.5708,2.26893,1.5708,-133.63896796749373,-133.33358146268898,-55.508323079612694,8.779546886348632,43.61010961858747,-39.953149195385485,1515.555,-1559.1696,-716.68268,-92.273601,-61.856514,-132.84035
5584,20200716153740,1.0,0.6,0.6,1.5708,1.5708,1.39626,-132.3927847630842,-136.13534508087872,-50.58443837981743,6.6237931821689084,32.31252781419791,0.06995184424972709,1513.6821,-1562.0358999999999,-716.63687,-91.932659,-51.255099,-92.251364
5585,20200716153745,1.0,0.6,0.6,1.5708,1.5708,1.43117,-132.6213949233414,-135.49477826592246,-51.72445250478922,7.147820381595559,34.599832628139666,0.06651868114130319,1514.0821,-1561.4849,-716.76395,-91.97958200000001,-53.340776,-92.34033199999999
5586,20200716153749,1.0,0.6,0.6,1.5708,1.5708,1.4660799999999998,-132.84943212580345,-134.94932244495791,-52.72008126538806,7.7163664017038744,36.82376830993996,-0.035643589843529486,1514.3977,-1561.0619,-716.8592900000002,-91.92045200000001,-55.321093999999995,-92.33959800000001
5587,20200716153753,1.0,0.6,0.6,1.5708,1.5708,1.50098,-133.10783609140748,-134.36605140951477,-53.71370467370393,8.034644456899047,39.089472615005285,-0.05687179074468551,1514.7609,-1560.3914,-716.68847,-92.083439,-57.292166,-92.610533
5588,20200716153758,1.0,0.6,0.6,1.5708,1.5708,1.53589,-133.3484783653624,-133.850389393897,-54.61513917278325,8.40437412209696,41.245741981200624,0.0006866440808406812,1515.1759,-1559.8799,-716.7696900000002,-92.17446100000001,-59.174088999999995,-92.67448999999999
5589,20200716153807,1.0,0.6,0.6,1.5708,1.5708,1.6057,-133.911695877976,-132.9021442429555,-56.266747313027366,9.136155818038054,45.79428202940569,-0.0418180695227568,1515.6503,-1558.9733999999999,-716.7011200000001,-92.31026,-63.180973,-92.899471
5590,20200716153811,1.0,0.6,0.6,1.5708,1.5708,1.64061,-134.21421759380507,-132.45122645818753,-57.05542371802495,9.462684465483111,48.09442109795838,0.01647946939933225,1516.0151,-1558.4975,-716.6783700000002,-92.422083,-65.202957,-92.97714099999999
5591,20200716153815,1.0,0.6,0.6,1.5708,1.5708,1.67552,-134.52819846553678,-132.03812388789822,-57.76445898949934,9.727448262613065,50.43352129657997,0.01785279193848132,1516.2802,-1558.0065,-716.59581,-92.599135,-67.219575,-93.195604
5592,20200716153820,1.0,0.6,0.6,1.5708,1.5708,1.71042,-134.85822215553213,-131.68518188609764,-58.37752383028932,10.047044120737038,52.77181935428837,-0.007530498892963437,1516.4952,-1557.4233,-716.2684700000002,-92.58926600000001,-69.236884,-93.207095
5593,20200716153850,1.0,0.6,0.5,1.22173,1.5708,1.5708,-137.02858628348767,-132.8351081809252,-66.71577862282818,19.4942014299721,66.96157751693931,-0.04933126509030729,1517.937,-1553.3901999999998,-815.88852,-94.27239999999999,-81.188614,-95.12246
5594,20200716153859,1.0,0.6,0.5,1.39626,1.5708,1.5708,-135.19626725465932,-133.98159672898197,-64.6897998592456,18.60749194622764,55.1312595546371,-0.019169162472794387,1517.2213,-1556.1283999999998,-816.1864400000002,-92.72319999999999,-71.20707,-93.417534
5595,20200716153908,1.0,0.6,0.5,1.5708,1.5708,1.5708,-133.64068684087914,-135.843136605362,-61.36950943646247,17.224257237222808,43.56547620634679,-0.08566807657016556,1516.0631,-1558.3666999999998,-816.62433,-92.186166,-61.141653,-92.78867000000001
5596,20200716153917,1.0,0.6,0.5,1.7453299999999998,1.5708,1.5708,-132.39794138324035,-138.33263822520541,-56.826469783090666,15.05710167291998,32.31046516613544,0.046648963172402344,1514.5756,-1560.9226999999998,-816.29897,-92.12814,-51.224194,-92.510205
5597,20200716153933,1.0,0.6,0.5,1.5708,0.8726649999999999,1.5708,-133.63209247395218,-135.8110509688347,-61.39873028401414,17.10353502978874,43.56341355828432,39.98701100107772,1515.987,-1558.6417999999999,-816.45148,-92.25525300000001,-60.531461,-52.905975
5598,20200716153940,1.0,0.6,0.5,1.5708,1.0472,1.5708,-133.63495726292783,-135.8093320954493,-61.40216803078493,17.129604609467197,43.567481558629744,30.017029703785777,1516.0545,-1558.5883,-816.45597,-92.252553,-60.697129,-62.823147999999996
5599,20200716153946,1.0,0.6,0.5,1.5708,1.22173,1.5708,-133.63610317851808,-135.80875913765416,-61.40732465094111,17.117916270446525,43.58192009506704,20.070826154991764,1516.0271,-1558.5301,-816.5983,-92.30291100000001,-60.87181100000001,-72.87612800000001
5600,20200716153953,1.0,0.6,0.5,1.5708,1.39626,1.5708,-133.63782205190347,-135.84714730992792,-61.36148802733064,17.215319095618767,43.53178628799309,9.925863547066868,1516.0438,-1558.3546,-816.58145,-92.17538300000001,-60.980573,-82.85806999999998
5601,20200716154007,1.0,0.6,0.5,1.5708,1.7453299999999998,1.5708,-133.62750881159113,-135.8230830825324,-61.38383338134075,17.167305232386806,43.52903609057647,-9.953365521233149,1516.1729,-1558.4543999999999,-816.53822,-92.265307,-61.304846000000005,-102.80021
5602,20200716154013,1.0,0.6,0.5,1.5708,1.91986,1.5708,-133.64068684087914,-135.82594787150808,-61.39357366385797,17.192687262711097,43.591545786025236,-19.96889696323799,1516.1523,-1558.292,-816.65444,-92.26076,-61.504952,-112.86087
5603,20200716154020,1.0,0.6,0.5,1.5708,2.0944,1.5708,-133.63896796749373,-135.8162075889909,-61.40732465094111,17.17761847269916,43.5812898414924,-30.035478944788995,1516.2443,-1558.2174,-816.59503,-92.278878,-61.65895,-122.91093000000001
5604,20200716154027,1.0,0.6,0.5,1.5708,2.26893,1.5708,-133.64068684087914,-135.81907237796653,-61.413627186687556,17.189249515940315,43.606671871816694,-39.946961251198076,1516.2151,-1558.2524999999998,-816.53777,-92.255324,-61.84442,-132.81313
5605,20200716154042,1.0,0.6,0.5,1.5708,1.5708,1.39626,-132.40195208780628,-138.3670156929133,-56.785216821841246,15.166823090687533,32.331779196114304,-0.1302550792294511,1514.4964,-1560.8944999999999,-816.25734,-91.856588,-51.253813,-92.30830399999999
5606,20200716154047,1.0,0.6,0.5,1.5708,1.5708,1.43117,-132.61509238759493,-137.78832831983118,-57.8343598405053,15.553626898180353,34.549641525286205,-0.04864824210273183,1514.8534,-1560.5901999999999,-816.40937,-91.983006,-53.294612,-92.46622699999999
5607,20200716154051,1.0,0.6,0.5,1.5708,1.5708,1.4660799999999998,-132.8477132524181,-137.28928208027222,-58.76598921538802,16.113234776684628,36.74126238744112,-0.14052821249614675,1515.2407,-1559.9852999999998,-816.55145,-91.92345200000001,-55.233475,-92.460116
5608,20200716154056,1.0,0.6,0.5,1.5708,1.5708,1.50098,-133.09981468227565,-136.74210738592228,-59.726839437822406,16.38756696899327,39.01934258088127,-0.025343642152021704,1515.5465,-1559.4177,-816.58358,-92.140504,-57.216007999999995,-92.669265
5609,20200716154100,1.0,0.6,0.5,1.5708,1.5708,1.53589,-133.35649977449424,-136.27743861407117,-60.567941481074456,16.752426492932575,41.257430320221296,-0.004088093975304082,1515.7923,-1558.9008999999999,-816.60747,-92.23064000000001,-59.173891999999995,-92.771255
5610,20200716154109,1.0,0.6,0.5,1.5708,1.5708,1.6057,-133.9243009494689,-135.38305149587197,-62.16763964507971,17.47114475114468,45.875355557416704,-0.04318411549790771,1516.3667,-1557.9916999999998,-816.4609,-92.410567,-63.233266,-93.035494
5611,20200716154113,1.0,0.6,0.5,1.5708,1.5708,1.64061,-134.2331252010444,-134.9877106172317,-62.88498280458351,17.805121849926437,48.20431440306447,-0.010262590843265253,1516.5744,-1557.4668,-816.54992,-92.511004,-65.28822600000001,-93.122761
5612,20200716154118,1.0,0.6,0.5,1.5708,1.5708,1.67552,-134.52819846553678,-134.65367622267044,-63.495755814192954,18.13566120193741,50.42320805626761,-0.00821352188053316,1516.7921,-1557.0495999999998,-816.5025400000002,-92.527213,-67.201087,-93.14060400000001
5613,20200716154122,1.0,0.6,0.5,1.5708,1.5708,1.71042,-134.85822215553213,-134.31162041897733,-64.11626910631965,18.416811592008102,52.7601310152677,-0.09184226977049531,1517.0529,-1556.5676999999998,-816.3935299999998,-92.63512200000001,-69.21802,-93.357936
5614,20200716154152,1.0,0.6,0.4,1.22173,1.5708,1.5708,-137.02973219907796,-136.83435359093832,-70.36322794663101,27.154589855091697,66.96272343252957,-0.020535208447945295,1518.6818,-1552.3977,-915.7355299999999,-94.041309,-81.17640500000003,-94.85849300000001
5615,20200716154201,1.0,0.6,0.4,1.39626,1.5708,1.5708,-135.18767288773233,-137.90291987885732,-68.36990777737087,26.304320487117554,55.10375758047082,-0.11241489236246266,1518.0776,-1555.2259999999999,-915.54496,-92.371409,-71.182423,-93.10166100000001
5616,20200716154210,1.0,0.6,0.4,1.5708,1.5708,1.5708,-133.63896796749373,-139.6143448129131,-65.1510308843259,24.844424025124216,43.59910882892097,-0.058237722128277394,1516.909,-1557.4852999999998,-915.63338,-91.996204,-61.173646999999995,-92.496097
5617,20200716154220,1.0,0.6,0.4,1.7453299999999998,1.5708,1.5708,-132.40309800339654,-141.87867401927008,-60.815459248570974,22.58765786166293,32.35446832480148,0.05008218357660001,1515.3298,-1559.9842999999998,-915.94512,-92.099474,-51.25725,-92.468298
5618,20200716154235,1.0,0.6,0.4,1.5708,0.8726649999999999,1.5708,-133.63381134733754,-139.55131945544872,-65.21921286194647,24.635237134121954,43.5922333353794,39.980880352669814,1516.8687,-1557.7269,-915.44471,-92.1952,-60.555009999999996,-52.818785
5619,20200716154242,1.0,0.6,0.4,1.5708,1.0472,1.5708,-133.63495726292783,-139.58397804977116,-65.18712722541915,24.772403230276275,43.55585051538859,29.917621526330578,1516.9573,-1557.5671,-915.57637,-92.04594800000001,-60.675557,-62.63726600000001
5620,20200716154248,1.0,0.6,0.4,1.5708,1.22173,1.5708,-133.6343843051327,-139.5736648094588,-65.18712722541915,24.67568795445819,43.57160685475469,20.065325760158508,1516.8277,-1557.605,-915.5448799999999,-92.184257,-60.85213,-72.713474
5621,20200716154255,1.0,0.6,0.4,1.5708,1.39626,1.5708,-133.6343843051327,-139.57022706268802,-65.19400271896072,24.714820971865624,43.585357841837826,9.962876620632313,1516.9273,-1557.5640999999998,-915.53689,-92.165013,-61.024409,-82.81986300000001
