,x_t,y_t,z_t,x_m,y_m,z_m,j1_t,j2_t,j3_t,j4_t,j5_t,j6_t
434,-0.141349982,-0.548754311,0.066666667,-0.164930876,-0.570640251,0.065955887,1.192021469,-1.016142261,1.844824709,-0.828370973,2.044737431,1.536668536
435,-0.133035277,-0.516474646,0.066666667,-0.156565441,-0.538345779,0.066057484,1.182773217,-1.071846482,1.946595274,-0.874438776,2.035489179,1.536665308
436,-0.124720572,-0.48419498,0.066666667,-0.14825759,-0.506017896,0.066268631,1.172050951,-1.126960573,2.045140374,-0.917871427,2.024766913,1.536661601
437,-0.116405867,-0.451915315,0.066666667,-0.140010542,-0.473803386,0.066455792,1.159466424,-1.182025021,2.141030546,-0.958699014,2.012182386,1.536657298
438,-0.108091162,-0.41963565,0.066666667,-0.131663233,-0.441446491,0.066393696,1.144479432,-1.237649062,2.234753899,-0.996800452,1.997195395,1.536652238
439,-0.099776458,-0.387355984,0.066666667,-0.123333394,-0.409117815,0.066467937,1.126313782,-1.29459065,2.326750011,-1.031857425,1.979029746,1.536646193
440,-0.099776458,-0.387355984,0.122222222,-0.123629441,-0.409018531,0.121900132,1.126314239,-1.436683885,2.281898945,-0.844913243,1.979030208,1.536646233
441,-0.108091162,-0.41963565,0.122222222,-0.131903327,-0.44134162,0.121840149,1.144478416,-1.366881029,2.193125619,-0.825940149,1.99719438,1.536652381
442,-0.116405867,-0.451915315,0.122222222,-0.140207186,-0.473673978,0.1217040789999999,1.159465705,-1.300355149,2.10193967,-0.80127796,2.012181668,1.536657422
443,-0.124720572,-0.48419498,0.122222222,-0.148514712,-0.5059871309999999,0.1215979,1.172050453,-1.235922218,2.008041041,-0.771810404,2.024766415,1.536661709
444,-0.133035277,-0.516474646,0.122222222,-0.156811378,-0.538367127,0.1217249099999999,1.182772885,-1.172647965,1.911028281,-0.738070258,2.035488846,1.536665403
445,-0.141349982,-0.548754311,0.122222222,-0.165171279,-0.570711233,0.121533307,1.192021267,-1.109742743,1.810383642,-0.700329387,2.044737228,1.53666862
446,-0.149664686,-0.581033976,0.122222222,-0.173500149,-0.603047346,0.121432036,1.200082191,-1.04647959,1.705435795,-0.658643391,2.052798151,1.53667145
447,-0.157979391,-0.613313642,0.122222222,-0.181807695,-0.635318523,0.1212581849999999,1.207172011,-0.982123885,1.595298643,-0.612860775,2.059887971,1.536673958
448,-0.166294096,-0.645593307,0.122222222,-0.190107321,-0.667659843,0.121124425,1.213457238,-0.915857148,1.478769139,-0.562596951,2.066173197,1.536676197
449,-0.174608801,-0.677872972,0.122222222,-0.198448371,-0.699999907,0.120886159,1.21906861,-0.846665967,1.354137107,-0.507155143,2.071784568,1.536678207
450,-0.174608801,-0.677872972,0.177777778,-0.19866184,-0.700074585,0.176590391,1.21906861,-0.905427217,1.30073168,-0.394988553,2.071784572,1.536678125
451,-0.166294096,-0.645593307,0.177777778,-0.190348973,-0.667717749,0.176710598,1.21345713,-0.979549435,1.426571823,-0.446707379,2.066173092,1.536676126
452,-0.157979391,-0.613313642,0.177777778,-0.182039425,-0.63539008,0.176788057,1.207172038,-1.050787392,1.543465762,-0.492364419,2.059887999,1.536673886
453,-0.149664686,-0.581033976,0.177777778,-0.17375877,-0.603055671,0.176995786,1.200082351,-1.120304615,1.653296438,-0.532679044,2.052798312,1.536671374
454,-0.141349982,-0.548754311,0.177777778,-0.165446275,-0.5707540249999999,0.177168793,1.192021582,-1.18903996,1.757352219,-0.568000782,2.044737544,1.536668539
455,-0.133035277,-0.516474646,0.177777778,-0.1570900479999999,-0.538382359,0.177099032,1.182773401,-1.257836075,1.85654928,-0.598403187,2.035489363,1.536665314
456,-0.124720572,-0.48419498,0.177777778,-0.148828925,-0.506036619,0.177156168,1.172051253,-1.32752459,1.951549063,-0.623716096,2.024767215,1.536661611
457,-0.116405867,-0.451915315,0.177777778,-0.140540502,-0.473733675,0.177353942,1.15946693,-1.398999483,2.042824972,-0.643518973,2.012182893,1.536657314
458,-0.108091162,-0.41963565,0.177777778,-0.132296649,-0.441443191,0.177483708,1.144480314,-1.473295603,2.130699202,-0.657099206,1.997196279,1.536652263
459,-0.099776458,-0.387355984,0.177777778,-0.123981709,-0.40903657,0.17734601,1.126315404,-1.551688922,2.215359351,-0.663368482,1.979031371,1.536646232
460,-0.099776458,-0.387355984,0.233333333,-0.124286248,-0.409046415,0.232984067,1.126314237,-1.638310245,2.129991532,-0.491379352,1.979030199,1.536646312
461,-0.108091162,-0.41963565,0.233333333,-0.132512555,-0.441384939,0.2327398279999999,1.144480035,-1.555311994,2.049647931,-0.49403151,1.997196,1.536652358
462,-0.116405867,-0.451915315,0.233333333,-0.140778322,-0.4737146,0.232741907,1.159467053,-1.476301418,1.965301361,-0.488693391,2.012183016,1.536657406
463,-0.124720572,-0.48419498,0.233333333,-0.149050048,-0.506045371,0.232692746,1.172050839,-1.400147668,1.876833086,-0.476377007,2.024766801,1.536661698
464,-0.133035277,-0.516474646,0.233333333,-0.157330415,-0.5384563339999999,0.232557289,1.18277312,-1.325859787,1.783949313,-0.457779475,2.035489081,1.536665395
465,-0.141349982,-0.548754311,0.233333333,-0.165658665,-0.570780992,0.232520915,1.192021409,-1.252557569,1.686190849,-0.433321773,2.044737369,1.536668615
466,-0.149664686,-0.581033976,0.233333333,-0.173953214,-0.603085298,0.232578353,1.200082274,-1.179377901,1.58286676,-0.403176049,2.052798234,1.536671446
467,-0.157979391,-0.613313642,0.233333333,-0.182249303,-0.63544878,0.232270062,1.207172576,-1.105406078,1.472970756,-0.3672507,2.059888536,1.536673955
468,-0.166294096,-0.645593307,0.233333333,-0.190573994,-0.667822782,0.232093187,1.213457728,-1.0296027,1.35505766,-0.325139925,2.066173687,1.536676194
469,-0.174608801,-0.677872972,0.233333333,-0.198870847,-0.700188248,0.231993094,1.219068609,-0.950619198,1.226925821,-0.275990635,2.071784567,1.536678202
470,-0.174608801,-0.677872972,0.288888889,-0.1990889579999999,-0.7002645559999999,0.287703337,1.219068609,-0.980555262,1.130743459,-0.149872397,2.071784564,1.536678031
471,-0.166294096,-0.645593307,0.288888889,-0.190824757,-0.6679176019999999,0.287658538,1.213457073,-1.064652699,1.26304789,-0.198080192,2.066173034,1.536676114
472,-0.157979391,-0.613313642,0.288888889,-0.182479117,-0.635508479,0.287881132,1.207172051,-1.144813765,1.383179609,-0.238051898,2.059888012,1.536673879
473,-0.149664686,-0.581033976,0.288888889,-0.1742165229999999,-0.603168848,0.287941807,1.200082424,-1.222672045,1.493935583,-0.270950761,2.052798385,1.536671371
474,-0.141349982,-0.548754311,0.288888889,-0.165908058,-0.570834242,0.2879795619999999,1.192021721,-1.299417135,1.597083028,-0.297354418,2.044737682,1.536668538
475,-0.133035277,-0.516474646,0.288888889,-0.157621766,-0.5385174620000001,0.288193343,1.182773626,-1.37601782,1.693794079,-0.317466242,2.035489587,1.536665316
476,-0.124720572,-0.48419498,0.288888889,-0.149322545,-0.506103575,0.288257463,1.172051601,-1.453337731,1.784854609,-0.331208501,2.024767563,1.536661615
477,-0.116405867,-0.451915315,0.288888889,-0.1410947679999999,-0.473788826,0.288307992,1.159467464,-1.532208929,1.870777206,-0.338261759,2.012183428,1.536657321
478,-0.108091162,-0.41963565,0.288888889,-0.132792975,-0.441325823,0.288318605,1.144481142,-1.613486874,1.951864041,-0.338072771,1.997197107,1.536652274
479,-0.099776458,-0.387355984,0.288888889,-0.124511945,-0.409005817,0.288374727,1.126314238,-1.698091513,2.028233566,-0.329840101,1.979030206,1.536646248
480,-0.099776458,-0.387355984,0.344444444,-0.124779277,-0.40907896,0.343952833,1.126314237,-1.733744878,1.911639956,-0.177593165,1.979030198,1.536646243
481,-0.108091162,-0.41963565,0.344444444,-0.133024452,-0.441434602,0.343877403,1.144480035,-1.649434154,1.838521555,-0.188782976,1.997196,1.536652353
482,-0.116405867,-0.451915315,0.344444444,-0.141302571,-0.473827629,0.343833237,1.159467053,-1.567561655,1.760053547,-0.192185344,2.012183016,1.536657402
483,-0.124720572,-0.48419498,0.344444444,-0.1495806069999999,-0.506209336,0.343723698,1.172051566,-1.487384743,1.676045936,-0.188352785,2.024767528,1.536661694
484,-0.133035277,-0.516474646,0.344444444,-0.157800498,-0.538541462,0.3436270549999999,1.182773809,-1.408162079,1.586113222,-0.177641095,2.03548977,1.536665392
485,-0.141349982,-0.548754311,0.344444444,-0.16613162,-0.5709254539999999,0.343459277,1.192022042,-1.329110703,1.489619318,-0.160197111,2.044738002,1.536668613
486,-0.149664686,-0.581033976,0.344444444,-0.174441454,-0.60327971,0.34338087,1.200082849,-1.249347836,1.385582061,-0.135921421,2.052798808,1.536671444
487,-0.157979391,-0.613313642,0.344444444,-0.182678492,-0.635558104,0.343504087,1.207172576,-1.167797959,1.272500758,-0.104388828,2.059888535,1.536673952
488,-0.166294096,-0.645593307,0.344444444,-0.190997238,-0.668003618,0.343195897,1.213457728,-1.083024303,1.148023321,-0.064683997,2.066173685,1.536676188
489,-0.174608801,-0.677872972,0.344444444,-0.199295022,-0.700366424,0.343193134,1.219068609,-0.992879149,1.008234037,-0.015038932,2.071784561,1.536678187
490,-0.174608801,-0.677872972,0.4,-0.199501374,-0.700508056,0.398690712,1.219068609,-0.983342683,0.850992171,0.132666513,2.071784568,1.536678195
491,-0.166294096,-0.645593307,0.4,-0.191252013,-0.668128937,0.398882951,1.213457728,-1.082117125,1.004899606,0.077532471,2.066173689,1.536676061
492,-0.157979391,-0.613313642,0.4,-0.182900193,-0.635664944,0.399052492,1.207172576,-1.1726705,1.137600502,0.035383924,2.059888538,1.536673853
493,-0.149664686,-0.581033976,0.4,-0.174651902,-0.60334044,0.398888185,1.200082382,-1.258350349,1.255571035,0.00309208,2.052798343,1.536671355
494,-0.141349982,-0.548754311,0.4,-0.166366851,-0.57096147,0.399007156,1.192021756,-1.341102806,1.362325753,-0.020911479,2.044737717,1.536668528
495,-0.133035277,-0.516474646,0.4,-0.158025427,-0.538559905,0.3991391689999999,1.182773726,-1.422254008,1.460009255,-0.037445234,2.035489688,1.536665309
496,-0.124720572,-0.48419498,0.4,-0.149805462,-0.506252838,0.399179573,1.172051765,-1.502782744,1.549973106,-0.046881987,2.024767728,1.536661611
497,-0.116405867,-0.451915315,0.4,-0.141531752,-0.473869955,0.399332818,1.159467694,-1.583477743,1.633089076,-0.049304817,2.012183657,1.536657319
498,-0.108091162,-0.41963565,0.4,-0.133252131,-0.441435539,0.399485983,1.144481425,-1.665018972,1.709906431,-0.044583064,1.997197389,1.536652274
499,-0.099776458,-0.387355984,0.4,-0.1250119519999999,-0.409113846,0.399468564,1.126314238,-1.748022766,1.780735267,-0.032410547,1.979030205,1.536646249
500,-0.038724348,-0.398121118,0.4,-0.063794421,-0.419916845,0.399617682,1.316153753,-1.724166577,1.761134807,-0.036633107,2.168869343,1.536715012
501,-0.041951377,-0.431297878,0.4,-0.0668831689999999,-0.4531894219999999,0.399498683,1.330662745,-1.641964617,1.688917116,-0.046613727,2.183378699,1.536721231
502,-0.045178406,-0.464474638,0.4,-0.070087025,-0.486459685,0.399372033,1.342696349,-1.560996921,1.610643287,-0.049304678,2.195412302,1.536726258
503,-0.048405435,-0.497651398,0.4,-0.073200631,-0.519652475,0.399313307,1.352844367,-1.480648825,1.525942747,-0.044949699,2.205560319,1.536730564
504,-0.051632464,-0.530828158,0.4,-0.076398814,-0.5529175770000001,0.399187797,1.361521462,-1.400231318,1.434193304,-0.033615537,2.214237413,1.536734295
505,-0.054859493,-0.564004918,0.4,-0.079620557,-0.586238756,0.3991096099999999,1.369028149,-1.318925408,1.334417506,-0.015143683,2.221744099,1.53673756
506,-0.058086522,-0.597181677,0.4,-0.082771153,-0.619480123,0.399027311,1.375587787,-1.235689258,1.225097892,0.010941531,2.228303736,1.536740441
507,-0.061313551,-0.630358437,0.4,-0.085930274,-0.65272626,0.399020095,1.38136998,-1.14908268,1.103819181,0.045615224,2.234085927,1.536742999
508,-0.06454058,-0.663535197,0.4,-0.0891512769999999,-0.686022451,0.398906785,1.386505912,-1.056890781,0.966492335,0.090751556,2.239221855,1.536745274
509,-0.067767609,-0.696711957,0.4,-0.092333082,-0.719280854,0.398822332,1.391098691,-0.955159929,0.805355651,0.150158558,2.243814614,1.536747269
510,-0.067767609,-0.696711957,0.344444444,-0.09217583,-0.7191143550000001,0.343321192,1.391098693,-0.967765156,0.96797007,0.000149545,2.243814643,1.536747374
511,-0.06454058,-0.663535197,0.344444444,-0.089026645,-0.685882517,0.3432938459999999,1.386505914,-1.059733817,1.112626591,-0.052539692,2.239221868,1.536745185
512,-0.061313551,-0.630358437,0.344444444,-0.085821495,-0.652581076,0.343511593,1.381369442,-1.145565503,1.240527429,-0.09461024,2.234085396,1.536742911
513,-0.058086522,-0.597181677,0.344444444,-0.082635918,-0.619371365,0.3435855639999999,1.375587387,-1.227679191,1.356187033,-0.128157722,2.22830334,1.536740354
514,-0.054859493,-0.564004918,0.344444444,-0.07944607,-0.58613784,0.343541383,1.369027869,-1.307656645,1.46228661,-0.154281597,2.221743822,1.536737472
515,-0.051632464,-0.530828158,0.344444444,-0.076229222,-0.5528746670000001,0.34378176,1.361521321,-1.386639612,1.560503885,-0.173517874,2.214237274,1.536734206
516,-0.048405435,-0.497651398,0.344444444,-0.073068622,-0.519635803,0.34394945,1.352844422,-1.465541451,1.651933105,-0.18604748,2.205560375,1.536730473
517,-0.045178406,-0.464474638,0.344444444,-0.069914737,-0.486409536,0.343931707,1.342696717,-1.54515306,1.737287489,-0.191792792,2.19541267,1.536726167
518,-0.041951377,-0.431297878,0.344444444,-0.066737195,-0.453107052,0.3441032389999999,1.330663651,-1.626206171,1.817009924,-0.190465029,2.183379606,1.536721141
519,-0.038724348,-0.398121118,0.344444444,-0.06360455,-0.419868613,0.344137398,1.316153828,-1.709409595,1.891330153,-0.18158522,2.168869785,1.536715194
520,-0.038724348,-0.398121118,0.288888889,-0.0633861459999999,-0.4198013,0.28848464,1.316153833,-1.673565302,2.006933304,-0.333032627,2.168869815,1.536715176
521,-0.041951377,-0.431297878,0.288888889,-0.066503683,-0.453060325,0.28850351,1.330662745,-1.590333352,1.929538121,-0.338865997,2.1833787,1.536721231
522,-0.045178406,-0.464474638,0.288888889,-0.069677874,-0.486290057,0.288355257,1.342696349,-1.510088286,1.847396379,-0.336966404,2.195412302,1.536726259
523,-0.048405435,-0.497651398,0.288888889,-0.072857042,-0.519521895,0.288352069,1.352844367,-1.431953083,1.760340815,-0.328043507,2.205560319,1.536730565
524,-0.051632464,-0.530828158,0.288888889,-0.076039415,-0.5528041419999999,0.288232316,1.361520987,-1.355107735,1.668026384,-0.312572197,2.214236939,1.536734296
525,-0.054859493,-0.564004918,0.288888889,-0.079257129,-0.5860388990000001,0.2880514329999999,1.369027697,-1.278718804,1.569868843,-0.290801618,2.221743648,1.536737562
526,-0.058086522,-0.597181677,0.288888889,-0.08242394,-0.6192058970000001,0.28796429,1.375587787,-1.201912913,1.464995273,-0.262732186,2.228303737,1.536740446
527,-0.061313551,-0.630358437,0.288888889,-0.085606737,-0.6524924009999999,0.287980022,1.38136998,-1.123695778,1.352118583,-0.22807106,2.23408593,1.53674301
528,-0.06454058,-0.663535197,0.288888889,-0.08880651,-0.6857466040000001,0.287805251,1.386505913,-1.042790041,1.229255418,-0.186112221,2.239221862,1.536745303
529,-0.067767609,-0.696711957,0.288888889,-0.092011712,-0.7190458230000001,0.287745053,1.391098693,-0.957404896,1.093246143,-0.135486825,2.243814639,1.53674736
530,-0.067767609,-0.696711957,0.233333333,-0.091827843,-0.7188821870000001,0.232156758,1.3910987,-0.929004244,1.190978905,-0.261620362,2.243814714,1.536747155
531,-0.06454058,-0.663535197,0.233333333,-0.088655216,-0.685677905,0.232282811,1.386505344,-1.009017738,1.322164024,-0.31279317,2.239221297,1.536745223
532,-0.061313551,-0.630358437,0.233333333,-0.085452403,-0.6523903169999999,0.23244188,1.381369503,-1.085405401,1.442362488,-0.356605385,2.234085456,1.536742931
533,-0.058086522,-0.597181677,0.233333333,-0.08225088,-0.619149684,0.2325969709999999,1.375587374,-1.159629179,1.554048647,-0.394069338,2.228303327,1.536740365
534,-0.054859493,-0.564004918,0.233333333,-0.07905883,-0.5860011439999999,0.232634902,1.369027798,-1.232790969,1.658832916,-0.425693573,2.22174375,1.536737479
535,-0.051632464,-0.530828158,0.233333333,-0.075851111,-0.552753139,0.232734414,1.361521188,-1.305818444,1.75781262,-0.451647773,2.21423714,1.536734209
536,-0.048405435,-0.497651398,0.233333333,-0.0726686,-0.519499739,0.232833353,1.352844214,-1.379569349,1.851746173,-0.47183265,2.205560167,1.536730473
537,-0.045178406,-0.464474638,0.233333333,-0.0695052989999999,-0.486241531,0.232934355,1.342696411,-1.454904865,1.941148647,-0.485902145,2.195412365,1.536726164
538,-0.041951377,-0.431297878,0.233333333,-0.066301333,-0.453010895,0.232869326,1.330663218,-1.532752038,2.026344448,-0.493253689,2.183379173,1.536721135
539,-0.038724348,-0.398121118,0.233333333,-0.0631646,-0.4197992,0.233074545,1.316155124,-1.614167649,2.107493831,-0.492990848,2.16887108,1.536715185
540,-0.038724348,-0.398121118,0.177777778,-0.0628904649999999,-0.419783742,0.177450677,1.31615383,-1.528822891,2.191533294,-0.662374892,2.168869793,1.536715326
541,-0.041951377,-0.431297878,0.177777778,-0.066029939,-0.453014932,0.177489918,1.330661891,-1.452056615,2.106323731,-0.653928334,2.183377846,1.536721245
542,-0.045178406,-0.464474638,0.177777778,-0.069217901,-0.486193428,0.17741087,1.342695543,-1.378909936,2.01782035,-0.638568717,2.195411496,1.53672627
543,-0.048405435,-0.497651398,0.177777778,-0.072422943,-0.519467666,0.1773060319999999,1.352843649,-1.308225797,1.925815626,-0.617245597,2.205559601,1.536730573
544,-0.051632464,-0.530828158,0.177777778,-0.075616507,-0.552671116,0.17716144,1.361520835,-1.239035784,1.829955922,-0.59057368,2.214236786,1.536734302
545,-0.054859493,-0.564004918,0.177777778,-0.078830146,-0.585862191,0.177249741,1.369027605,-1.170483343,1.729728018,-0.558896249,2.221743556,1.536737567
546,-0.058086522,-0.597181677,0.177777778,-0.08201933,-0.619104825,0.17696112,1.375587315,-1.101750874,1.624416063,-0.522315008,2.228303266,1.536740451
547,-0.061313551,-0.630358437,0.177777778,-0.085211924,-0.652294299,0.176748306,1.381369571,-1.03198677,1.513024604,-0.480686082,2.234085521,1.536743015
548,-0.06454058,-0.663535197,0.177777778,-0.088436855,-0.6855748079999999,0.17671982,1.386505913,-0.960208371,1.394133035,-0.433571495,2.239221863,1.536745311
549,-0.067767609,-0.696711957,0.177777778,-0.091643583,-0.718793646,0.176505261,1.391098693,-0.885183532,1.265672574,-0.380134596,2.243814642,1.536747376
550,-0.067767609,-0.696711957,0.122222222,-0.091466772,-0.718691465,0.1209149539999999,1.391098697,-0.827744018,1.319576616,-0.491478219,2.243814681,1.536747276
551,-0.06454058,-0.663535197,0.122222222,-0.08829619,-0.685425084,0.12122882,1.386505373,-0.897822889,1.446560449,-0.548384435,2.239221326,1.536745233
552,-0.061313551,-0.630358437,0.122222222,-0.085090063,-0.652253511,0.121402334,1.381369485,-0.964659237,1.56487859,-0.599867646,2.234085438,1.536742935
553,-0.058086522,-0.597181677,0.122222222,-0.081876354,-0.619109695,0.121499752,1.375587315,-1.029334297,1.676409466,-0.646725038,2.228303268,1.536740366
554,-0.054859493,-0.564004918,0.122222222,-0.078640262,-0.58587059,0.121672431,1.36902769,-1.09269934,1.782460116,-0.689412402,2.221743642,1.536737477
555,-0.051632464,-0.530828158,0.122222222,-0.075394826,-0.552603749,0.1217394149999999,1.361521012,-1.155496956,1.883983077,-0.72813972,2.214236964,1.536734204
556,-0.048405435,-0.497651398,0.122222222,-0.072180856,-0.51935089,0.121768162,1.352843935,-1.218441063,1.981693627,-0.762908393,2.205559888,1.536730465
557,-0.045178406,-0.464474638,0.122222222,-0.069001853,-0.4861783249999999,0.121823638,1.342695966,-1.282285494,2.076139045,-0.793511919,2.195411919,1.536726152
558,-0.041951377,-0.431297878,0.122222222,-0.065794954,-0.453005471,0.121975953,1.330662489,-1.347898425,2.16774046,-0.819503322,2.183378444,1.536721117
559,-0.038724348,-0.398121118,0.122222222,-0.06260628,-0.4197394049999999,0.122038629,1.31615389,-1.416360797,2.256817275,-0.840121156,2.168869845,1.536715157
560,-0.038724348,-0.398121118,0.066666667,-0.062288705,-0.419735833,0.066408703,1.316153831,-1.278163872,2.30066523,-1.022165827,2.168869804,1.536715365
561,-0.041951377,-0.431297878,0.066666667,-0.065484793,-0.452979101,0.066442121,1.330661166,-1.221914363,2.208595403,-0.986342233,2.18337712,1.536721281
562,-0.045178406,-0.464474638,0.066666667,-0.068737604,-0.4862186899999999,0.066474016,1.342695134,-1.166700023,2.114627822,-0.947586084,2.195411087,1.536726293
563,-0.048405435,-0.497651398,0.066666667,-0.0719221979999999,-0.5193405729999999,0.066224703,1.352843413,-1.111834945,2.018330108,-0.906150919,2.205559366,1.536730588
564,-0.051632464,-0.530828158,0.066666667,-0.075175783,-0.552553053,0.066096463,1.361520697,-1.056746555,1.919206167,-0.862113147,2.214236649,1.536734313
565,-0.054859493,-0.564004918,0.066666667,-0.0784208419999999,-0.5857236060000001,0.065962919,1.369027525,-1.000910405,1.816664912,-0.815406074,2.221743477,1.536737574
566,-0.058086522,-0.597181677,0.066666667,-0.08162793,-0.6189460960000001,0.065898377,1.375587269,-0.943796941,1.709974615,-0.765827488,2.228303221,1.536740456
567,-0.061313551,-0.630358437,0.066666667,-0.084812772,-0.652156277,0.065774626,1.381369546,-0.884819395,1.598195155,-0.713024003,2.234085497,1.536743019
568,-0.06454058,-0.663535197,0.066666667,-0.088077421,-0.6853528240000001,0.065580839,1.386505547,-0.823268845,1.4800693,-0.656447281,2.239221497,1.536745315
569,-0.067767609,-0.696711957,0.066666667,-0.091047088,-0.718616539,0.065467383,1.391098694,-0.758209467,1.353823838,-0.595259916,2.243814644,1.536747382
570,-0.067767609,-0.696711957,0.011111111,-0.0911768249999999,-0.718505239,0.009963255,1.391098695,-0.67802985,1.368951862,-0.690567603,2.243814662,1.536747328
571,-0.06454058,-0.663535197,0.011111111,-0.0879283719999999,-0.68527914,0.010206261,1.386505382,-0.738053025,1.494915043,-0.756508891,2.239221335,1.536745235
572,-0.061313551,-0.630358437,0.011111111,-0.084689844,-0.652111942,0.010244024,1.38136948,-0.794096592,1.612999498,-0.818551199,2.234085433,1.536742935
573,-0.058086522,-0.597181677,0.011111111,-0.0814587619999999,-0.6189213130000001,0.010392996,1.375587296,-0.846959097,1.724931265,-0.877622038,2.228303249,1.536740363
574,-0.054859493,-0.564004918,0.011111111,-0.0782322199999999,-0.5857526940000001,0.0105929369999999,1.369027653,-0.897195336,1.831950004,-0.934406297,2.221743605,1.536737472
575,-0.051632464,-0.530828158,0.011111111,-0.074955894,-0.552530982,0.010649756,1.361520948,-0.945201839,1.934994631,-0.989446395,2.214236902,1.536734195
576,-0.048405435,-0.497651398,0.011111111,-0.071733859,-0.519319787,0.010752843,1.35284383,-0.991262228,2.03480927,-1.043202878,2.205559783,1.536730452
577,-0.045178406,-0.464474638,0.011111111,-0.06852572,-0.486210116,0.0108590199999999,1.342695786,-1.035571215,2.132011496,-1.096098661,2.19541174,1.536726131
578,-0.041951377,-0.431297878,0.011111111,-0.0652432189999999,-0.453014333,0.010980317,1.330662171,-1.078243755,2.227141399,-1.14855895,2.183378126,1.536721084
579,-0.038724348,-0.398121118,0.011111111,-0.0620342709999999,-0.4197614189999999,0.0110592679999999,1.316153296,-1.119310155,2.320702987,-1.201057538,2.168869251,1.536715106
580,-0.038724348,-0.398121118,-0.044444444,-0.061773943,-0.419770357,-0.044527735,1.316153836,-0.948139615,2.315634209,-1.367159335,2.168869831,1.53671513
581,-0.041951377,-0.431297878,-0.044444444,-0.064970512,-0.452926032,-0.044591298,1.3306613,-0.923182443,2.222460478,-1.298939198,2.183377256,1.53672133
582,-0.045178406,-0.464474638,-0.044444444,-0.0682764449999999,-0.486195416,-0.044676716,1.342695207,-0.893773568,2.127628878,-1.233513579,2.195411161,1.536726321
583,-0.048405435,-0.497651398,-0.044444444,-0.071460734,-0.519259896,-0.044846029,1.352843455,-0.860583071,2.030658585,-1.169731259,2.205559408,1.536730605
584,-0.051632464,-0.530828158,-0.044444444,-0.074734697,-0.552467962,-0.044997637,1.361520723,-0.823981127,1.931021151,-1.106693551,2.214236676,1.536734323
585,-0.054859493,-0.564004918,-0.044444444,-0.07801689,-0.5856292190000001,-0.045095836,1.369027542,-0.784119462,1.828106063,-1.043638163,2.221743494,1.536737581
586,-0.058086522,-0.597181677,-0.044444444,-0.081278558,-0.618891491,-0.045096214,1.375587281,-0.740968424,1.721172629,-0.979854016,2.228303233,1.53674046
587,-0.061313551,-0.630358437,-0.044444444,-0.084469168,-0.652039242,-0.045272807,1.381369555,-0.694321451,1.609281928,-0.914608718,2.234085506,1.536743022
588,-0.06454058,-0.663535197,-0.044444444,-0.0877106129999999,-0.6851699609999999,-0.045468429,1.386505553,-0.643767692,1.491190227,-0.847069359,2.239221504,1.536745317
589,-0.067767609,-0.696711957,-0.044444444,-0.0909635219999999,-0.71834951,-0.045710491,1.391098694,-0.58861591,1.365156608,-0.776186241,2.243814644,1.536747384
590,-0.067767609,-0.696711957,-0.1,-0.090841899,-0.718389875,-0.100960861,1.391098694,-0.491272446,1.342391275,-0.850764416,2.243814645,1.536747349
591,-0.06454058,-0.663535197,-0.1,-0.087620407,-0.68516308,-0.1008917179999999,1.386505403,-0.541959434,1.468864728,-0.926552169,2.239221357,1.536745233
592,-0.061313551,-0.630358437,-0.1,-0.0843784289999999,-0.651967802,-0.100813021,1.381369517,-0.587346689,1.587040912,-0.999342518,2.234085471,1.536742932
593,-0.058086522,-0.597181677,-0.1,-0.081120505,-0.618820856,-0.100662659,1.375587354,-0.62806071,1.698723599,-1.07031276,2.228303307,1.536740359
594,-0.054859493,-0.564004918,-0.1,-0.0778657369999999,-0.585665867,-0.1004557889999999,1.369027741,-0.664408064,1.805185288,-1.140428856,2.221743695,1.536737466
595,-0.051632464,-0.530828158,-0.1,-0.07457639,-0.552478569,-0.100404723,1.361521086,-0.696448021,1.907368922,-1.210574509,2.21423704,1.536734187
596,-0.048405435,-0.497651398,-0.1,-0.07132,-0.5193047080000001,-0.1002602279999999,1.352844051,-0.724011605,2.005999129,-1.281643367,2.205560005,1.536730439
597,-0.045178406,-0.464474638,-0.1,-0.068057966,-0.486137408,-0.100183197,1.342696157,-0.746682128,2.101650146,-1.354626407,2.195412112,1.536726112
598,-0.041951377,-0.431297878,-0.1,-0.064812325,-0.452979511,-0.100086398,1.330662826,-0.763734851,2.194789674,-1.430716143,2.183378782,1.536721054
599,-0.038724348,-0.398121118,-0.1,-0.061573224,-0.419777989,-0.100013554,1.316154527,-0.774019223,2.285808795,-1.511454301,2.168870485,1.536715057
600,0.023257932,-0.399323263,-0.1,0.000106104,-0.4206868039999999,-0.100007441,1.500853558,-0.77148463,2.256161507,-1.484285928,2.3535695,1.536802138
601,0.025196093,-0.432600202,-0.1,0.002067311,-0.4539974209999999,-0.100134435,1.5122994,-0.758880257,2.16485154,-1.405575695,2.365015346,1.536808678
602,0.027134253,-0.465877141,-0.1,0.003946709,-0.48722422,-0.100186869,1.52184872,-0.739976013,2.071252918,-1.330877448,2.374564665,1.536814076
603,0.029072414,-0.499154079,-0.1,0.005857334,-0.520432676,-0.1003049189999999,1.529940184,-0.715747602,1.974972727,-1.258822295,2.382656128,1.536818743
604,0.031010575,-0.532431018,-0.1,0.007814921,-0.553797445,-0.100375347,1.53688634,-0.686802546,1.875522948,-1.188314605,2.389602283,1.536822818
