x_t,y_t,z_t,x_m,y_m,z_m,j1_target,j2_target,j3_target,j4_target,j5_target,j6_target
-0.4022050742533737,-0.0034243019698784135,-0.042860782128341365,-0.4023492691503775,-0.002706342120149606,-0.04297809146553065,-0.3746683062629636,-0.849748050919902,2.449775258759198,-1.978528710864361,1.101300447511555,0.089166377559601
-0.3991842869774164,-0.04939878004071191,-0.04408475916436677,-0.3992679853020655,-0.04867812038696535,-0.04422497330193327,-0.2485925666487505,-0.972531556218807,2.3813366515638865,-1.3662091685912563,1.1501103094486531,-0.0398979107066042
-0.43223153634661315,-0.053711133953996626,-0.0429739850129029,-0.43238601479289124,-0.05312931511524728,-0.04305656895994177,-0.2139403081420812,-0.845173403661561,2.3589810777648648,-1.8906607391842192,1.179478144440357,0.2425563070603069
-0.4654393840748375,-0.05714119997844929,-0.04319040524980412,-0.46555416592466314,-0.05666389503236651,-0.043276093524293055,-0.1666765418544233,-0.8459394946883454,2.2611840969196635,-1.7399837614714715,1.310577607616077,0.2237710611296939
-0.49859320628843734,-0.060957381515109196,-0.0437905781797461,-0.4986042359000262,-0.06041791882242292,-0.04392206598485951,-0.1584128253000214,-0.8635998537036245,2.1412830509751366,-1.435243172019054,1.2428103628480702,-0.0923389413237494
-0.5314035341538014,-0.06488160148838354,-0.04420490100639833,-0.531575833201305,-0.0643951913775209,-0.044264591789778984,-0.1565621286729417,-0.8413736354572001,2.028994269332186,-1.2872632462365834,1.1368115818233555,0.2126281563175331
-0.564436165033478,-0.0681028607506555,-0.04521484390229694,-0.5645786245902379,-0.06767419420952528,-0.045303018498190295,-0.1403785003141839,-0.816030382488854,1.838852925428484,-0.8064915051770316,1.1350260818833071,-0.2668026543411761
-0.5980907891356478,-0.07192274519558385,-0.04396801354827727,-0.5980892634964701,-0.0715490980608355,-0.04413066450686108,-0.0857124651520626,-0.7603987506193786,1.8424898047842813,-1.2439598096101228,1.4334602873139586,-0.039143259089803
-0.631063908373225,-0.07531131313182034,-0.045092246401278395,-0.6310667712679866,-0.07507784703164408,-0.04532199584587483,-0.0931447867095842,-0.72836304781843,1.6381790186115612,-0.7352879795761535,1.2930605917954887,-0.0293333103014918
-0.6638893690384429,-0.08052148370608193,-0.04381537661384388,-0.663972502930229,-0.08016916032642754,-0.043993684649663536,-0.0981998980331972,-0.6575099338144774,1.657896415423428,-1.3479659707241771,1.160977297964414,0.1207455019080336
-0.6971076378056478,-0.08407652028325982,-0.04425185093728276,-0.6972348176678231,-0.08375939791165606,-0.04423897564633608,-0.0808591522459347,-0.618414087152205,1.5321482187063955,-1.1944794212695744,1.2235568222500337,0.1399891666346016
-0.6973749535705758,-0.08363888221945644,0.011509056556575597,-0.6973830779781727,-0.08334272869202482,0.011424025221735381,-0.0644512064612419,-0.7170593888818608,1.5513796484356153,-1.132134747951695,1.366137475988383,-0.1155505282327897
-0.6641946440966431,-0.07979491786615357,0.011526707424578675,-0.6641943637368418,-0.07958671757640849,0.011353648704763734,-0.0822849505484133,-0.7725167743602035,1.6575030674390234,-1.1441415234735963,1.2950476327465807,0.1496926159504954
-0.6312003238164839,-0.07503935615107891,0.010503594065374081,-0.631166109259922,-0.07492241966196712,0.010400636092886582,-0.0857993604385876,-0.832186423173197,1.6641869428474676,-0.7290310151110129,1.350164718070051,0.13899455314418
-0.5976467025287954,-0.0717203565512377,0.010249925521435178,-0.5977211023137684,-0.07152003853948687,0.010184267867290882,-0.1297721953996871,-0.8775281987828407,1.7477179813957298,-0.7097474175223866,1.1039643597529345,-0.0077932841075631
-0.5647177183729045,-0.06836452861027476,0.011747697585340316,-0.5648097267246955,-0.06799939132962411,0.01168557938753367,-0.1144158801870767,-0.9104357495634527,1.978582152567646,-1.3371873373670988,1.3195249730653522,0.0314253375430135
-0.5312202099812959,-0.06417581655274571,0.010365106853993163,-0.5313863395962369,-0.06380824980398773,0.010255917664944885,-0.1652184556419462,-0.9769337684438764,1.9457735819934667,-0.7705503208529012,1.0764723965917158,-0.1049880037517647
-0.49808596460551613,-0.05996948348486125,0.010064107719139284,-0.4981910479946189,-0.05964647503485657,0.009975227426413661,-0.1792648292340177,-1.019608553455297,2.00282816176046,-0.6458397769685389,1.111072522556369,0.0056023862357057
-0.46531402146694456,-0.05607279355536928,0.010497727187587503,-0.4652489447962377,-0.05570522206713003,0.01031913538979318,-0.1849506645537277,-1.0763942271987692,2.1319329725582605,-0.8018061720932166,1.206256649851419,-0.1150127649812398
-0.4319291492186078,-0.0529567738852382,0.010831129705035414,-0.43208075711739735,-0.052385738075910696,0.010739964670067175,-0.2357326029970514,-1.1180792768164816,2.2652294651600755,-1.023956256146778,1.0592506718702197,-0.2347794919715595
-0.3989505910598066,-0.04970963863292721,0.011904922807662463,-0.3991345477961613,-0.049108985174508374,0.011837470757013475,-0.2680506102246425,-1.1099360645520069,2.443806866908673,-1.5457973137668346,1.051354313519223,0.2123685820895393
-0.39063726489759115,-0.09507695533287178,0.011407712799296529,-0.390753567797745,-0.09471016566655699,0.011282163531887058,-0.146546123166948,-1.14828748918235,2.399793989617144,-1.2693462313512724,1.077918317405758,0.104958024348114
-0.42351592993946113,-0.10244990048271299,0.012155820096726675,-0.42352456696076135,-0.10200779888496203,0.01209662821062385,-0.0415990063315674,-1.057809481483484,2.357096859761154,-1.5580020715738911,1.4706000596414954,-0.0661278905652116
-0.4556548414108684,-0.11039093037768151,0.012096510768488637,-0.4557981839298569,-0.11006549298561369,0.012048112491507605,-0.047376221698633,-1.0213377897729208,2.2727394469748843,-1.53843440982742,1.327142412486876,0.2507500799673554
-0.48807977891363974,-0.1172173226913788,0.010413259593015513,-0.4881575138419734,-0.11693484837456754,0.010325766196868286,-0.0401428313910026,-1.02973806417521,2.039043334273603,-0.7716080793927964,1.2546260837392147,-0.117787204513426
-0.5206849634575406,-0.12519381714130515,0.010963997010762668,-0.5207484323492356,-0.12482794825514956,0.010822336895685254,-0.013232019872615,-0.9831517571484384,1.997507704321724,-0.9609216754969648,1.316534342955341,-0.1228974526387158
-0.5534701925568617,-0.13263787262385954,0.011329002257786863,-0.5534125696455348,-0.13220084591192313,0.011116182126613614,0.0324003798994896,-0.9308779103169416,1.918662658971925,-1.0241673208824649,1.5270214022678834,-0.1295265726990146
-0.5854799274200148,-0.14096897937288017,0.011249096798002702,-0.5855900587135561,-0.14060354473034375,0.011195431773006331,0.0098762083950303,-0.8798008404921895,1.8440857352076847,-1.0972122282684804,1.2818959165294332,0.0992240732023979
-0.6179707585945198,-0.14884428930075097,0.011861251547516615,-0.618033876607764,-0.14839692651218106,0.011811991975469067,0.0373239612728779,-0.8109926181410256,1.7856389851244463,-1.3194217093643523,1.4022102396674183,0.0550728937067499
-0.6504831497971344,-0.15630223291485087,0.011218736464556643,-0.6505807873990042,-0.15589005566051622,0.01113790358634326,0.0386098189739874,-0.7783141885708011,1.6339248862652935,-1.0189639478240808,1.3323406538709328,-0.0862794412343643
-0.6830862356824927,-0.16341649033108277,0.010498329637056427,-0.6831788940869402,-0.1631244559445541,0.010425314427584738,0.0497733479655839,-0.7210933649170972,1.447420519363276,-0.6805592436695305,1.347901868684616,0.0018489883396792
-0.6834148534933807,-0.1629007023653909,0.06634403194029576,-0.6833781677330794,-0.16272347097094125,0.06624370769307125,0.0694982138928912,-0.8075651647697057,1.4561730930507135,-0.6715329101779437,1.5149703015321832,0.1735817623337183
