step_order,x_dif,y_dif,z_dif,rx_dif,ry_dif,rz_dif,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,x_set,y_set,z_set,rx_set,ry_set,rz_set
1622,-0.223955,-0.546014,0.771612,2.85753,1.41214,1.40864,-4.93892,-3.079,1.9291,-2.15381,1.91756,-0.0115836,536.2977450000001,-2990.617786,-452.012952,-102.846316,-28.249254,-93.598314
1623,-0.204019,-0.498379,1.17433,3.39077,1.63613,1.72905,-4.78327,-2.48892,1.21602,-1.80555,1.54949,0.0139901,529.468389,-3044.218621,-52.865536999999996,-89.743916,-16.423147,-90.060337
1624,0.354965,-0.801106,0.958656,3.02264,1.52251,1.49465,-3.95016,-2.88023,1.17823,-1.5034,0.851663,0.0468999,-97.72977900000001,-2950.379194,-268.670226,-96.155525,-23.970069,-92.51098999999999
1625,0.237792,-0.534505,0.962587,3.42356,1.3513,1.63678,-3.64621,-2.71146,1.52543,-2.61208,0.349688,0.563431,97.868138,-3162.7317949999997,-261.68994699999996,-105.66668,-8.4441158,-97.016178
1626,0.215082,-0.446982,1.05849,3.4015,1.36515,1.43183,-3.45105,-2.27635,0.955244,-3.83457,0.219985,1.96886,147.259108,-3237.3701180000003,-165.38729,-104.73461999999999,1.6989729999999998,-94.134405
1627,-0.330435,-0.687252,1.12493,2.99168,1.56212,1.4251,-5.02785,-2.60554,0.968935,-1.51412,1.88962,-0.00240547,585.654715,-2822.514748,-101.075021,-93.630731,-21.847012,-91.744635
1628,-0.219502,-0.533727,1.16292,2.93315,1.43384,1.56361,-4.97219,-2.46223,1.06642,-1.89509,2.02839,-0.0388454,536.431152,-3003.629173,-61.264702,-102.184994,-32.78929,-94.955923
1629,-0.329889,-0.776232,1.05861,3.38414,1.54795,1.43398,-4.86296,-2.719,1.04277,-1.48826,1.34129,-0.00120813,548.780809,-2739.628068,-167.53687,-94.746084,0.14747330000000014,-91.86588300000001
1630,0.277437,-0.767741,1.13952,3.14016,1.82709,1.40486,-3.96576,-2.62673,0.798597,-0.909125,0.699995,-0.31731,-17.883945999999998,-2955.016859,-93.164388,-78.445008,-12.128151,-89.085292
1631,-0.383206,-0.582018,1.18533,3.52344,1.37357,1.44377,-4.98625,-2.41045,0.848903,-1.76821,1.33234,-0.030289,662.992546,-2903.768082,-37.801496,-104.22999999999999,7.9834731,-94.122668
1632,0.239893,-0.747777,1.000802,3.43103,1.56705,1.41343,-3.93555,-2.82862,1.1712,-1.49472,0.346412,0.00818598,20.940039000000002,-2962.313623,-227.00578199999998,-93.72002800000001,4.0337962,-91.60565000000001
1633,0.153861,-0.539875,1.11086,3.39798,1.81831,1.42613,-3.74883,-2.64183,1.16023,-0.767168,0.308937,-0.80559,172.403819,-3128.316425,-120.76286,-79.80201100000001,1.3645571,-88.799876
1634,-0.353925,-0.428914,0.886542,3.56202,1.57577,1.67564,-5.14752,-2.92395,1.82226,-2.03525,1.68961,0.00181936,691.854015,-3058.015986,-339.38032200000004,-93.402332,-3.5581176,-91.747342
1635,0.165224,-0.54656,1.003979,3.4598,1.50437,1.67044,-3.7615,-2.73586,1.53514,-2.1018,0.404588,0.126303,162.141696,-3126.35234,-222.515299,-97.21445800000001,-8.9776667,-93.642083
1636,-0.0927363,-0.646612,0.872386,2.96615,1.28103,1.45187,-4.57989,-2.89274,1.65976,-2.19455,1.50427,0.0705474,376.9717863,-2941.303788,-349.678156,-110.88712,-23.868167,-95.77477
1637,-0.0921642,-0.539898,1.20126,3.26343,1.50245,1.6226,-4.44812,-2.3875,1.07611,-1.9021,1.23617,0.0144567,409.3485142,-3043.020002,-24.576505,-97.521382,-17.471344000000002,-93.495917
1638,-0.0946657,-0.845684,0.897643,3.78697,1.74242,1.6616,-4.45073,-3.04062,1.34535,-1.24634,0.756714,-0.043094,300.5610557,-2754.736116,-331.687363,-85.879725,10.263845,-87.565672
1639,0.188058,-0.640434,1.20243,3.65643,1.81796,1.66829,-3.87169,-2.48245,0.745579,-0.76748,0.3657,-0.482049,105.589202,-3045.350966,-28.839696,-81.458269,2.6324176,-85.804276
1640,-0.0724084,-0.780941,0.863045,3.5405,1.50372,1.52578,-4.41191,-3.03989,1.54175,-1.72733,0.826488,0.0300265,303.27607839999996,-2823.550459,-362.967545,-97.192453,3.916508,-92.85320899999999
1641,0.298853,-0.572367,0.976785,3.81359,1.38907,1.53272,-3.64289,-2.41839,0.746837,-4.02778,0.259181,2.45837,20.029725,-3147.1517329999997,-248.86803500000002,-102.424565,19.400658,-95.27477
1642,0.0669118,-0.587753,0.775559,3.36446,1.27351,1.57541,-4.03619,-2.97979,1.90629,-2.51786,0.716875,0.280313,241.6754982,-3052.433347,-446.98456899999996,-110.17672999999999,-7.8094794,-97.798686
1643,-0.244351,-0.672082,1.03093,3.36832,1.5048,1.52461,-4.76609,-2.74738,1.32459,-1.78478,1.35076,-0.00135166,505.145511,-2866.922818,-194.62917000000002,-97.167447,-5.888495499999999,-92.85444199999999
1644,-0.15201,-0.829733,1.16341,3.08035,1.89578,1.65487,-4.73756,-2.60687,0.75955,-0.965458,1.73463,0.0344419,369.91413,-2747.4691669999997,-68.817849,-72.358166,-28.953141,-83.192076
1645,-0.35667,-0.712504,1.20949,3.14884,1.28404,1.52992,-5.03584,-2.19435,0.244156,-1.48874,1.83353,-0.0825265,600.57634,-2789.723696,-12.016651000000001,-110.45133999999999,-17.790029,-96.888132
1646,0.169028,-0.41859,0.739078,3.02799,1.87648,1.49325,-3.46437,-3.16755,2.1703,-1.42174,0.469253,-0.702641,207.780472,-3246.31231,-492.824838,-74.436243,-23.315942,-86.825922
1647,0.0926155,-0.63925,1.17117,3.55372,1.26896,1.73713,-4.05306,-2.3777,0.886928,-2.08941,0.696013,0.220272,198.43061450000002,-3013.31135,-51.915167999999994,-109.51447,-5.9384702,-100.50824999999999
1648,-0.207912,-0.768891,0.936176,3.69517,1.78866,1.68872,-4.64137,-2.99976,1.43093,-1.36094,1.06219,0.0107708,435.19442200000003,-2787.550609,-293.948956,-83.219789,3.5802202999999997,-86.25891
1649,0.285855,-0.674467,0.87942,3.66829,1.77417,1.53871,-3.7958,-2.96471,1.17893,-0.233498,0.194871,-1.01206,0.29874072999999995,-3046.4002330000003,-352.21885,-83.515289,10.426007,-88.095609
1650,-0.224657,-0.648699,0.905457,3.06201,1.72959,1.50405,-4.84867,-3.02522,1.65249,-1.60905,1.71827,0.0102922,499.75440699999996,-2894.497601,-323.61764700000003,-83.513998,-22.338822999999998,-89.029538
1651,0.0281501,-0.728387,1.13514,3.25071,1.27068,1.7097,-4.35813,-2.46211,0.892785,-1.88651,1.25555,0.065617,233.3972899,-2906.382713,-87.37378600000001,-111.74086,-21.661911,-100.50075
1652,-0.0687603,-0.744888,0.800075,3.67888,1.34194,1.73563,-4.40689,-3.08131,1.69014,-2.00253,0.896098,0.0399352,313.5072003,-2858.836112,-423.514195,-105.01113000000001,0.6025645000000002,-98.338553
1653,0.147371,-0.699081,0.767133,3.48636,1.58357,1.56771,-4.01121,-3.21545,1.78221,-1.68425,0.521048,-0.0173762,126.18540899999999,-2975.9106189999998,-460.953083,-92.91509400000001,-1.69871872,-91.57274100000001
1654,0.0851282,-0.71219,1.19112,3.76145,1.36967,1.65232,-4.08856,-2.38307,0.704756,-1.8651,0.42876,0.249796,175.79244179999998,-2942.31601,-34.005787999999995,-103.399361,9.874288,-96.850351
1655,-0.133325,-0.684456,0.838076,3.53002,1.70234,1.73263,-4.55379,-3.11941,1.77178,-1.66268,1.18463,-0.000358407,398.092405,-2893.367044,-390.188186,-86.61241899999999,-8.527826,-88.225674
1656,-0.389575,-0.788195,0.873417,3.67564,1.6833,1.52784,-4.89256,-3.07177,1.39161,-1.35649,1.17235,0.0159046,598.259985,-2707.4952049999997,-354.33945700000004,-88.105299,11.433636,-89.653855
1657,0.192991,-0.862403,1.06359,3.73646,1.86513,1.69624,-4.09942,-2.69699,0.709273,-0.651567,0.52202,-0.276762,24.218398,-2837.5450969999997,-168.64241,-79.84611799999999,5.8136574,-84.25354300000001
1658,0.298883,-0.597095,0.850599,3.80608,1.40909,1.66836,-3.67301,-2.76694,1.39046,-3.65919,0.133907,1.79534,13.911403,-3124.605105,-375.350909,-101.22591899999999,11.26671,-96.06108300000001
1659,-0.0327688,-0.46261,0.797559,3.21274,1.78026,1.52438,-4.08667,-3.01748,2.13606,-1.97923,0.844935,-0.174855,379.7588488,-3136.13269,-432.368839,-81.057253,-14.786953,-88.17203599999999
1660,-0.292141,-0.833312,1.11906,3.18101,1.80651,1.5661,-4.89298,-2.65936,0.798968,-1.04374,1.70159,0.0404378,498.720091,-2697.435188,-111.4625,-79.255791,-18.810304,-86.99383900000001
1661,-0.132333,-0.474668,1.07507,3.46422,1.70621,1.52587,-4.32778,-2.62576,1.54033,-1.88065,0.823022,-0.0775479,464.944163,-3091.030532,-153.43985,-86.229446,-0.5732060000000001,-89.482061
1662,-0.385306,-0.682396,0.943243,3.53137,1.45672,1.52475,-4.96766,-2.89137,1.39842,-1.75586,1.3882,-0.0248078,632.370586,-2809.005304,-280.926483,-99.671669,3.5858938,-93.652755
1663,0.0519193,-0.794899,1.20695,3.65761,1.34605,1.48083,-4.20325,-2.24114,0.301946,-1.63363,0.482203,0.273635,177.6469607,-2853.241601,-17.350635999999998,-105.33815,13.659121,-95.136557
1664,0.0844765,-0.581444,0.778521,3.58914,1.24853,1.71638,-3.96526,-2.96605,1.89068,-2.62211,0.571423,0.33703,225.5848335,-3064.5744560000003,-444.19163100000003,-110.28904,-2.6283342,-100.708373
1665,-0.0700826,-0.460616,1.08937,2.92086,1.58489,1.54731,-4.49328,-2.55098,1.47828,-2.05524,1.54819,-0.00419981,420.1823326,-3123.394784,-137.41919000000001,-92.235973,-32.917836,-91.581295
1666,-0.00493002,-0.630723,1.15396,3.77723,1.39214,1.46765,-4.11681,-2.45316,0.988423,-2.24542,0.268772,0.444243,285.87691002,-2987.6421769999997,-70.567908,-102.665818,21.145218,-94.376
1667,-0.153276,-0.495505,0.92736,3.08815,1.66511,1.60319,-4.73378,-2.86678,1.80448,-1.98458,1.67686,0.00426077,485.554736,-3063.046695,-300.32494,-87.318851,-26.597268,-89.665663
1668,0.0196447,-0.779658,0.834952,3.46441,1.22271,1.48991,-4.28197,-2.97498,1.51849,-2.16482,0.776579,0.239552,217.1394653,-2855.369142,-387.539982,-112.49908,2.8359693999999998,-97.04014699999999
1669,0.0469355,-0.83543,0.940748,3.43039,1.26013,1.74033,-4.34484,-2.8245,1.23943,-1.89288,1.09323,0.0670652,177.1696545,-2812.68037,-281.938208,-111.03339,-13.086719,-100.905211
1670,-0.00224298,-0.666303,1.15222,3.0396,1.63359,1.53053,-4.3841,-2.57376,1.1293,-1.63249,1.3041,-0.024185,283.42398298,-2954.251697,-76.061202,-89.347805,-25.233111,-90.624827
1671,0.192873,-0.733747,1.20813,2.95569,1.65094,1.60967,-4.14566,-2.46962,0.786125,-1.37458,1.22967,-0.0435727,78.486435,-2957.109153,-21.050707,-87.911872,-34.571013,-89.928883
1672,0.198884,-0.830322,1.14602,3.81722,1.76694,1.69417,-4.05396,-2.4632,0.378757,-0.635629,0.380475,-0.271555,29.062540000000002,-2869.8578780000003,-84.535559,-85.01678700000001,10.209588,-86.723507
1673,-0.20256,-0.730188,1.21129,3.51331,1.88408,1.40938,-4.60094,-2.52615,0.79287,-1.04509,0.940565,-0.10384,441.53091,-2825.529712,-20.11925,-76.62174800000001,9.081489000000001,-88.215754
1674,0.13918,-0.677032,0.972484,3.35636,1.69777,1.42939,-3.99626,-2.91209,1.44568,-1.4189,0.509936,-0.198372,140.97184,-2994.008368,-257.089994,-86.36234999999999,-1.27772857,-90.177495
1675,0.338444,-0.724737,0.809342,3.67871,1.84104,1.46705,-3.80901,-2.96881,0.99343,0.364833,0.231462,-1.38999,-67.35533199999999,-3016.481463,-423.507062,-79.93627199999999,15.157230000000002,-87.785594
1676,0.0809154,-0.633696,0.864724,3.2671,1.57856,1.42084,-4.04918,-3.01814,1.75875,-1.86919,0.631274,-0.0104592,211.68435459999998,-3014.747304,-362.887204,-92.962495,-5.8544271000000006,-91.616703
1677,-0.154704,-0.521041,0.925013,3.09537,1.53325,1.5215,-4.68074,-2.83232,1.75751,-2.10429,1.5354,0.00227401,477.034314,-3038.985059,-300.546243,-95.524803,-21.368147999999998,-92.462756
1678,-0.138583,-0.839905,1.12235,3.66352,1.68153,1.56611,-4.52043,-2.62192,0.819587,-1.21191,0.852899,-0.0294631,343.947563,-2744.657995,-106.5423,-88.23277200000001,8.546624999999999,-89.581688
1679,0.341318,-0.609166,1.13855,2.90283,1.52047,1.64906,-3.79223,-2.56245,1.06847,-1.70703,0.967929,0.0447221,-17.183994000000002,-3124.663634,-89.004384,-96.774604,-39.705629,-93.55225
1680,-0.153506,-0.679286,0.896197,3.67574,1.52278,1.44387,-4.44998,-2.97512,1.60894,-1.84405,0.647195,0.0293801,410.700286,-2890.406914,-330.182647,-96.233806,16.286365,-92.260794
1681,0.3948,-0.88382,1.0545,3.08883,1.5607,1.45914,-3.96752,-2.64127,0.639136,-1.15418,0.766238,0.0101484,-165.20303,-2886.45278,-174.12850999999998,-93.901185,-18.150272,-91.856356
1682,-0.117319,-0.503918,1.18902,3.59193,1.27853,1.53039,-4.26858,-2.29214,1.00575,-2.28897,0.664808,0.218321,438.626399,-3068.8457820000003,-33.2737,-108.86174000000001,7.511489900000001,-96.90509399999999
1683,-0.302286,-0.695934,0.972223,3.76312,1.38919,1.45318,-4.71785,-2.82382,1.34629,-1.86287,0.838254,0.0264001,544.344396,-2823.556066,-251.673593,-102.960577,21.121777,-94.16788700000001
1684,-0.0692628,-0.816741,1.09236,3.05488,1.41152,1.45652,-4.54834,-2.60477,0.93785,-1.6364,1.3818,0.0435492,294.8984228,-2790.0498589999997,-132.27667000000002,-102.810931,-19.648173,-93.904749
1685,0.379783,-0.610017,1.02703,3.13509,1.5173,1.41207,-3.64241,-2.76567,1.24687,-1.77866,0.35174,0.14593,-60.153558000000004,-3140.604283,-200.58563999999998,-96.394451,-12.841098,-92.312875
1686,-0.149884,-0.873412,0.897674,3.05505,1.79179,1.5487,-4.7106,-3.06182,1.32878,-1.18803,1.63308,-0.00607902,352.933314,-2708.6322880000002,-332.560534,-79.485856,-25.108169999999998,-87.359319
1687,0.107954,-0.430653,1.14242,2.93849,1.82599,1.42583,-3.62873,-2.53323,1.42735,-1.58239,0.599718,-0.435692,259.87861599999997,-3214.6737470000003,-88.553968,-77.470888,-24.951978,-88.50144800000001
1688,-0.158042,-0.76052,0.845616,2.84193,1.59138,1.57885,-4.80726,-3.09778,1.56545,-1.58792,1.97253,0.00149653,403.10562200000004,-2810.4121800000003,-380.970126,-91.62572300000001,-39.275302,-91.35722200000001
1689,0.303322,-0.752573,1.19165,3.79448,1.5201,1.62076,-3.8647,-2.32625,0.313251,-1.45614,0.125563,0.293466,-44.56337,-2979.151927,-36.461899,-96.27789000000001,13.019806,-93.0969
1690,0.0159811,-0.529989,1.06815,3.70916,1.91338,1.57528,-3.95588,-2.71526,1.33945,-0.837849,0.361487,-0.706723,303.24429890000005,-3089.163611,-163.69192,-76.885092,11.212612,-84.96668500000001
1691,-0.150373,-0.587174,0.945771,2.95681,1.75583,1.50695,-4.73969,-2.93445,1.68798,-1.71111,1.71896,-0.00764639,451.752913,-2977.0026260000004,-283.798791,-81.46968100000001,-28.52096,-88.44915
1692,-0.206729,-0.866255,1.018021,3.30861,1.30178,1.44008,-4.68965,-2.68858,0.95032,-1.68278,1.25532,0.041898,402.885959,-2696.711245,-204.770411,-108.65990000000001,-3.7973708,-94.92402999999999
1693,0.116297,-0.876251,1.09797,3.40898,1.22473,1.46025,-4.22067,-2.44574,0.551446,-1.74845,0.749264,0.285208,93.018816,-2798.5998489999997,-124.44019,-112.62758,1.2348178,-96.34659500000001
1694,-0.214568,-0.637866,1.18167,3.76442,1.5007,1.71532,-4.61928,-2.47259,0.974313,-1.71107,0.998422,-0.00506145,485.58511799999997,-2909.890834,-43.733943999999994,-97.11361,5.9306652,-93.793625
1695,-0.0472526,-0.544187,0.989847,3.72713,1.82806,1.50264,-4.09747,-2.84826,1.54923,-1.18687,0.355102,-0.480924,356.9696126,-3054.257913,-240.281027,-80.913961,15.962504,-87.42393799999999
1696,-0.232353,-0.844954,0.906112,3.63615,1.64264,1.56622,-4.67025,-3.00712,1.32327,-1.38403,1.02878,-0.00467903,431.353253,-2707.986046,-322.129002,-90.123087,6.9080525,-90.32584
1697,0.344904,-0.590594,1.13068,3.37987,1.73678,1.74174,-3.65833,-2.64691,1.06149,-1.19526,0.471654,-0.285582,-19.837585,-3146.3267060000003,-100.308909,-83.954528,-17.646966,-87.176054
1698,0.368955,-0.798205,1.002882,3.7188,1.31366,1.73324,-3.86751,-2.68777,0.889168,-1.98628,0.362916,0.467773,-118.405565,-2958.9833949999997,-222.482292,-106.1547,3.2649310000000002,-99.19026
1699,0.238854,-0.613695,1.05849,3.14675,1.54642,1.58667,-3.83939,-2.70417,1.3305,-1.80547,0.708022,0.0275847,73.976283,-3087.565805,-169.01737,-94.803964,-22.181247000000003,-92.375159
1700,0.114396,-0.562677,1.04779,2.80846,1.55701,1.48649,-4.08274,-2.67372,1.48315,-1.96508,1.1892,0.00885634,211.844084,-3090.6098230000002,-179.33502,-94.00682599999999,-35.845383999999996,-92.134016
1701,0.00168571,-0.694312,1.15865,3.13126,1.90049,1.61096,-4.39678,-2.65641,1.1308,-1.27535,1.32007,-0.0917533,269.77160428999997,-2928.568788,-73.855981,-72.957801,-23.694275,-84.28436500000001
1702,-0.149461,-0.4029,1.2191,3.15944,1.76075,1.73485,-4.7783,-2.40878,1.22093,-1.75962,1.77806,0.0431661,513.9359109999999,-3151.1083,-10.2265287,-80.98383100000001,-29.689422,-85.95704699999999
1703,-0.0864994,-0.533362,0.80679,3.79537,1.65304,1.50282,-4.15262,-3.08885,1.94298,-1.76896,0.294136,-0.16801,396.8847594,-3051.0488379999997,-420.70047999999997,-89.79828,19.655416,-90.258045
1704,0.338398,-0.691815,1.15893,3.42083,1.74856,1.51598,-3.78084,-2.5201,0.617314,-0.710899,0.343963,-0.45343,-51.587388,-3049.0450849999997,-72.189545,-83.78817099999999,-2.4572218,-88.796102
1705,-0.352374,-0.442524,1.17461,3.77358,1.38818,1.70395,-5.01494,-2.41242,1.09086,-1.97006,1.36779,-0.0791276,681.847384,-3045.786376,-49.034725,-102.40051299999999,7.5277242,-96.79915500000001
1706,0.0415135,-0.624203,1.15783,3.36857,1.85143,1.62237,-4.15511,-2.62597,1.19963,-1.35187,0.861714,-0.178446,252.40534649999998,-3009.920297,-73.839922,-77.668109,-11.1198177,-85.57943
1707,0.0160579,-0.753076,0.910514,3.51892,1.3973,1.74492,-4.31406,-2.9181,1.49111,-1.90979,0.972246,0.0456434,233.0597621,-2879.863924,-314.281664,-103.026342,-9.3728763,-97.01036099999999
1708,-0.224224,-0.440033,1.003727,3.04104,1.72507,1.73845,-5.09586,-2.80153,1.62702,-1.77496,2.21374,0.0998196,574.387474,-3089.389667,-224.832947,-82.474069,-36.744876000000005,-86.736468
1709,0.188128,-0.509745,1.16763,3.46732,1.72253,1.44292,-3.62729,-2.38175,0.690317,-0.0686629,0.146297,-1.33134,149.315352,-3168.973555,-62.631420000000006,-85.290321,4.2102185,-89.802248
1710,0.0206784,-0.765383,1.06263,3.21299,1.79372,1.60125,-4.36934,-2.79777,1.23187,-1.33634,1.19405,-0.0740531,226.9660916,-2869.377717,-168.20266,-80.070835,-19.007887,-86.95445199999999
1711,-0.360587,-0.730306,1.16054,3.24313,1.2448,1.44254,-4.97447,-2.35746,0.542997,-1.65153,1.5953,-0.0435484,595.436787,-2771.380094,-60.906772999999994,-112.09773999999999,-7.391500199999999,-95.68572599999999
1712,-0.0567016,-0.884027,0.873531,3.6767,1.85613,1.42472,-4.39472,-3.0709,1.21923,-0.846515,0.599285,-0.225731,249.6791716,-2730.735273,-357.45741100000004,-78.91129099999999,17.431426,-88.133816
1713,0.049524,-0.849544,0.971474,3.27126,1.74204,1.47316,-4.31931,-2.92973,1.23927,-1.2431,0.957928,-0.0991605,168.281236,-2800.6195559999996,-258.988654,-83.643729,-8.6125402,-89.266334
1714,0.0726628,-0.76443,0.964761,3.08165,1.69133,1.50407,-4.29001,-2.93158,1.42699,-1.50468,1.14442,-0.0628999,179.0304872,-2888.05307,-264.633931,-85.91494,-21.268864,-89.719972
1715,0.290665,-0.539039,1.04411,3.57208,1.328,1.63407,-3.58993,-2.49892,1.13646,-3.05208,0.23055,1.16104,44.682542000000005,-3176.668161,-179.89826,-106.16413,0.34074019999999994,-97.452029
1716,0.301595,-0.609331,1.0766,2.98527,1.5189,1.61336,-3.80405,-2.66761,1.25854,-1.80023,0.861738,0.0513281,18.936521000000003,-3111.962369,-150.66414,-96.653646,-32.933667,-93.265218
1717,-0.187533,-0.680094,1.09518,3.07217,1.23668,1.43679,-4.73655,-2.52551,1.0297,-1.97936,1.53562,0.0351962,451.865703,-2877.811306,-126.14116,-113.10399,-16.812606000000002,-95.83682900000001
1718,0.391585,-0.608339,0.828512,3.3082,1.24999,1.73218,-3.66548,-2.96499,1.59981,-2.36765,0.591834,0.452213,-68.614502,-3144.856361,-395.092182,-112.59806999999999,-19.481123,-101.446924
1719,0.170174,-0.584347,0.836728,3.00431,1.85522,1.71256,-4.02344,-3.13291,1.91096,-1.61472,1.1824,-0.159178,153.475426,-3088.483753,-394.848758,-73.437884,-36.620439000000005,-82.75943
1720,0.00886068,-0.514634,1.03402,2.95935,1.58137,1.66862,-4.32692,-2.66572,1.57158,-2.03698,1.46451,-0.00386507,328.39304932,-3099.085366,-193.05917,-92.489225,-37.664244,-91.71525100000001
1721,0.272452,-0.703927,0.900793,3.37244,1.62399,1.67106,-3.89461,-3.01618,1.50444,-1.54113,0.623331,-0.0606979,9.4495384,-3014.260573,-328.349323,-90.481465,-14.208718000000001,-90.586066
1722,-0.25944,-0.479108,0.833529,3.76229,1.29771,1.483,-4.60451,-2.87698,1.88018,-2.46798,0.762052,0.0752145,579.1998600000001,-3042.063892,-388.639849,-107.35933,19.850551000000003,-95.94807800000001
1723,-0.366262,-0.850845,1.1359,3.06396,1.63414,1.70074,-5.05509,-2.46195,0.368256,-0.974126,2.119,0.0328746,566.479342,-2655.122755,-91.210109,-88.99878299999999,-33.537237,-89.923114
1724,-0.222789,-0.748272,0.97179,3.26897,1.57477,1.53972,-4.76116,-2.8827,1.36944,-1.6243,1.4605,-0.000753705,460.96711899999997,-2802.7846280000003,-254.55798,-93.14871,-12.540223000000001,-91.668874
1725,-0.111134,-0.891615,0.810857,3.82833,1.34465,1.63952,-4.47847,-3.07781,1.38078,-1.70953,0.722969,0.0549421,299.717944,-2705.608885,-413.183847,-104.27301999999999,14.568159,-97.21468
1726,0.334558,-0.526944,0.973497,2.94464,1.69099,1.61123,-3.618,-2.87741,1.59387,-1.67927,0.722273,-0.159094,17.270851,-3200.653856,-256.251877,-85.068561,-35.199055,-88.819817
1727,-0.0850173,-0.542828,1.07707,3.02869,1.90139,1.50268,-4.50868,-2.74032,1.52551,-1.59482,1.42573,-0.0890248,403.7763473,-3040.838972,-154.89875999999998,-72.89880099999999,-23.650062,-86.226501
1728,-0.321762,-0.802472,1.02416,3.42229,1.67553,1.43606,-4.83345,-2.81848,1.11488,-1.33285,1.27589,-0.00234539,531.649172,-2717.705828,-203.91608,-87.801497,2.1308061,-90.314699
1729,-0.390113,-0.894446,0.785395,2.99576,1.22189,1.50338,-5.03223,-3.03456,1.20372,-1.6837,1.95222,-0.092902,572.432953,-2605.618054,-435.538585,-114.83123,-24.668378999999998,-97.724674
1730,0.31275,-0.515206,0.881749,3.81872,1.85042,1.7083,-3.53168,-2.79057,1.15785,0.716897,0.274366,-2.06655,29.899901999999997,-3205.378194,-349.998249,-81.203284,9.695456,-84.35811199999999
1731,0.116126,-0.490632,1.04001,2.95186,1.89472,1.50524,-3.87162,-2.75621,1.64254,-1.61933,0.905416,-0.324982,232.97848399999998,-3159.601768,-192.32559,-72.71596199999999,-28.242245999999998,-86.143118
1732,0.229581,-0.55948,0.817568,3.20649,1.41889,1.69128,-3.76838,-2.99337,1.86242,-2.24858,0.694873,0.173347,101.97771900000001,-3134.8612200000002,-407.792748,-102.827842,-24.274651000000002,-96.38491
1733,0.00745791,-0.752612,1.14813,3.46285,1.56301,1.69524,-4.3294,-2.56315,0.958741,-1.54613,0.990244,0.00162761,241.01718209,-2877.711688,-79.107647,-94.006095,-10.3561218,-92.087312
1734,0.35758,-0.710107,1.03304,3.07577,1.47287,1.58009,-3.85138,-2.74103,1.14751,-1.68586,0.789041,0.102979,-69.92721399999999,-3036.9423930000003,-193.99465,-99.43957200000001,-25.68236,-94.070936
1735,-0.268492,-0.897555,0.892676,3.6349,1.33137,1.50424,-4.70945,-2.92285,1.16616,-1.63419,1.00936,0.0186336,446.29182199999997,-2645.906545,-330.781526,-106.08562,11.118229,-95.538676
1736,-0.306719,-0.437492,1.05353,2.94242,1.50595,1.48364,-5.24148,-2.66488,1.41643,-1.97249,2.20978,-0.035363,651.123829,-3064.390408,-171.68182,-97.240721,-27.886269,-92.83569
1737,-0.285424,-0.802951,1.18567,3.14685,1.63321,1.47088,-4.87361,-2.46499,0.596473,-1.21065,1.62597,0.00299231,502.115164,-2730.0218489999997,-41.566911000000005,-89.591093,-15.613463,-90.73381099999999
1738,-0.253186,-0.850639,0.974268,2.83419,1.73753,1.74442,-4.96788,-2.88287,1.00465,-1.04987,2.29891,0.0917774,463.861706,-2691.0583610000003,-254.418758,-79.671616,-48.78534,-85.07563400000001
1739,0.317023,-0.557095,0.908585,3.33954,1.88934,1.65349,-3.63052,-3.03608,1.56534,-0.932718,0.473838,-0.61591,17.642956,-3167.6600049999997,-324.549005,-75.166681,-14.287519000000001,-84.23159100000001
1740,-0.36082,-0.839665,1.0909,3.20547,1.86756,1.71002,-5.01577,-2.6953,0.74123,-0.870645,1.92861,0.133292,562.98295,-2666.9837350000003,-140.52617,-74.969751,-24.99223,-83.336658
1741,0.162936,-0.879161,1.13193,3.18075,1.35076,1.47689,-4.20975,-2.43032,0.508958,-1.49159,0.950998,0.150417,51.673103,-2811.894239,-92.57284299999999,-106.24766,-13.415237999999999,-95.00594
1742,0.0968254,-0.735981,0.932536,3.37097,1.68696,1.40131,-4.11851,-2.98146,1.45486,-1.40948,0.585547,-0.146253,158.9653046,-2923.906519,-297.26315600000004,-87.022745,1.0715075,-90.48720399999999
1743,0.212905,-0.475044,0.776596,3.08016,1.84286,1.69368,-3.6447,-3.16376,2.09042,-1.65534,0.732158,-0.332569,149.209905,-3207.617356,-455.130886,-75.298845,-31.435665999999998,-83.938937
1744,-0.182359,-0.507012,0.988919,3.47239,1.43699,1.56874,-4.55842,-2.6888,1.60901,-2.20499,1.08455,0.0227142,502.380629,-3043.425088,-235.50129900000002,-100.83421200000001,-2.2108306,-94.387483
1745,-0.0911001,-0.721345,1.0274,2.92648,1.74647,1.58471,-4.66016,-2.84105,1.34718,-1.47355,1.74736,-0.00763446,351.88085010000003,-2870.944155,-201.87183,-81.370322,-34.606181,-87.603725
1746,-0.378595,-0.672346,1.010773,3.68328,1.79841,1.66377,-4.95362,-2.87855,1.33815,-1.40203,1.35519,0.0749756,629.136735,-2820.766754,-218.239983,-82.552424,4.371609100000001,-86.218338
1747,0.0169004,-0.517213,1.02535,3.45678,1.24982,1.57094,-3.98513,-2.53033,1.43135,-2.61333,0.588702,0.38653,310.8263096,-3102.279987,-196.63643,-111.00193,-2.20192757,-98.05224899999999
