step_order,x_dif,y_dif,z_dif,rx_dif,ry_dif,rz_dif,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,x_set,y_set,z_set,rx_set,ry_set,rz_set
788,0.352799,-0.828299,0.829919,2.9721,1.25393,1.68035,-4.04566,-3.00261,1.34943,-1.82292,1.21009,0.176171,-102.317319,-2921.2098010000004,-394.020199,-115.13456,-35.629355999999994,-101.75941
789,-0.0165953,-0.448194,1.01442,3.08635,1.43219,1.41969,-3.98661,-2.54777,1.61688,-2.41267,0.759257,0.154151,369.9547253,-3155.801406,-209.9256,-101.36597499999999,-15.751273,-93.340565
790,-0.0809637,-0.786071,0.777222,2.79307,1.47369,1.48906,-4.66146,-3.1709,1.66551,-1.72957,1.78626,0.0123625,321.3389337,-2813.168529,-448.093182,-99.411786,-36.726285,-93.591403
791,0.227286,-0.576792,0.989479,3.2501,1.70537,1.71763,-3.80025,-2.85647,1.56618,-1.64448,0.705706,-0.144494,98.35503399999999,-3118.0613080000003,-240.218379,-85.147278,-23.714571,-88.054557
792,-0.173549,-0.601103,1.12101,3.38395,1.87254,1.46011,-4.56881,-2.69376,1.32005,-1.43587,1.08586,-0.0854819,461.346479,-2957.415597,-110.38016999999999,-76.707588,-1.15980374,-87.63808
793,0.0244054,-0.463392,0.863153,3.62017,1.25294,1.52626,-3.78429,-2.61198,1.71989,-3.49546,0.296849,1.08074,318.8253846,-3155.4956079999997,-358.703333,-109.92745000000001,9.544789,-97.258443
794,0.0833612,-0.638023,0.838018,3.03657,1.7834,1.59785,-4.2083,-3.12623,1.85781,-1.64692,1.20899,-0.104642,214.27130879999999,-3010.071877,-392.30145799999997,-79.565372,-28.973721,-86.883443
795,-0.159876,-0.798336,1.10268,3.26858,1.36405,1.4543,-4.6255,-2.56454,0.892809,-1.68671,1.24427,0.0429032,382.872836,-2776.8015640000003,-121.14760000000001,-105.22495,-7.1193575,-94.36854000000001
796,0.176357,-0.406021,1.10634,3.10606,1.51837,1.57269,-3.35918,-2.46416,1.42708,-2.3101,0.259336,0.199843,204.465143,-3262.147679,-119.88853,-96.462153,-23.61409,-93.044843
797,-0.223955,-0.546014,0.751612,2.85753,1.41214,1.40864,-4.93888,-3.11094,1.96283,-2.15565,1.91741,-0.0115717,536.360455,-2990.872886,-471.946022,-102.82334399999999,-28.256790000000002,-93.601808
798,-0.204019,-0.498379,1.15433,3.39077,1.63613,1.72905,-4.7833,-2.52182,1.27087,-1.82756,1.54952,0.0139541,529.498439,-3044.132921,-73.008353,-89.758718,-16.41817,-90.06958900000001
799,0.354965,-0.801106,0.938656,3.02264,1.52251,1.49465,-3.95019,-2.91492,1.22209,-1.51254,0.851687,0.0468639,-97.81538900000001,-2950.316294,-288.897046,-96.156131,-23.978071,-92.517518
800,0.237792,-0.534505,0.942587,3.42356,1.3513,1.63678,-3.64632,-2.74166,1.56971,-2.62616,0.349712,0.563539,97.95016700000001,-3162.723995,-281.789917,-105.66033,-8.437646599999999,-97.01622
801,0.215082,-0.446982,1.03849,3.4015,1.36515,1.43183,-3.45109,-2.314,1.02422,-3.86596,0.219938,1.969,146.717118,-3237.4045180000003,-185.63263,-104.7301,1.7065689999999998,-94.177023
802,-0.330435,-0.687252,1.10493,2.99168,1.56212,1.4251,-5.02773,-2.6444,1.02846,-1.53471,1.88967,-0.00239307,585.683985,-2822.400748,-121.16806,-93.63741300000001,-21.851133,-91.745248
803,-0.219502,-0.533727,1.14292,2.93315,1.43384,1.56361,-4.9722,-2.49839,1.1266,-1.91921,2.02841,-0.0387977,536.480322,-3003.471673,-81.36902,-102.197306,-32.784541000000004,-94.964289
804,-0.329889,-0.776232,1.03861,3.38414,1.54795,1.43398,-4.86299,-2.75604,1.09561,-1.50394,1.3413,-0.0011366,548.847449,-2739.571368,-187.55445,-94.74221200000001,0.15595890000000012,-91.86491600000001
805,0.277437,-0.767741,1.11952,3.14016,1.82709,1.40486,-3.96583,-2.66966,0.863938,-0.931495,0.700068,-0.317238,-17.619246,-2955.108159,-113.18369999999999,-78.424281,-12.120065,-89.062304
806,-0.383206,-0.582018,1.16533,3.52344,1.37357,1.44377,-4.98619,-2.45266,0.920541,-1.79771,1.33234,-0.0302528,663.057356,-2904.276582,-57.633599999999994,-104.1866,7.984868400000001,-94.1173
807,0.239893,-0.747777,0.980802,3.43103,1.56705,1.41343,-3.93553,-2.86365,1.21715,-1.50573,0.346412,0.00819796,21.213025000000002,-2962.399723,-246.909762,-93.71106499999999,4.0272968,-91.58534200000001
808,0.153861,-0.539875,1.09086,3.39798,1.81831,1.42613,-3.74887,-2.67708,1.21286,-0.784631,0.308973,-0.805662,172.436349,-3128.339925,-140.82664,-79.799423,1.3592452999999998,-88.80089
809,-0.353925,-0.428914,0.866542,3.56202,1.57577,1.67564,-5.14757,-2.95414,1.85971,-2.04262,1.68984,0.00183134,691.922155,-3057.6190859999997,-359.655312,-93.430779,-3.5646674999999997,-91.746593
810,0.165224,-0.54656,0.983979,3.4598,1.50437,1.67044,-3.76159,-2.7662,1.57889,-2.11507,0.404684,0.126327,162.559996,-3126.4522399999996,-242.500959,-97.201676,-8.9746678,-93.621169
811,-0.0927363,-0.646612,0.852386,2.96615,1.28103,1.45187,-4.57986,-2.92365,1.69891,-2.2027,1.50447,0.0706193,376.8355163,-2940.977188,-369.91535600000003,-110.92415,-23.867136000000002,-95.798599
812,-0.0921642,-0.539898,1.18126,3.26343,1.50245,1.6226,-4.44814,-2.42276,1.13757,-1.92839,1.23618,0.0144807,409.6358742,-3043.368002,-44.415151,-97.491655,-17.476243,-93.477321
813,-0.0946657,-0.845684,0.877643,3.78697,1.74242,1.6616,-4.4507,-3.07375,1.38152,-1.24948,0.75675,-0.043094,300.6457457,-2754.796216,-351.556813,-85.873043,10.269873,-87.562468
814,0.188058,-0.640434,1.18243,3.65643,1.81796,1.66829,-3.87169,-2.52829,0.820869,-0.796856,0.3657,-0.482121,105.203222,-3045.1856660000003,-48.980767,-81.466854,2.6209192999999997,-85.854888
815,-0.0724084,-0.780941,0.843045,3.5405,1.50372,1.52578,-4.41183,-3.07249,1.57726,-1.73028,0.826356,0.0300265,303.55003839999995,-2823.805259,-382.810565,-97.168831,3.918994,-92.83897499999999
816,0.298853,-0.572367,0.956785,3.81359,1.38907,1.53272,-3.64296,-2.46447,0.824691,-4.05955,0.259145,2.45846,20.129469,-3147.1560329999998,-268.813715,-102.42417800000001,19.405756,-95.279215
817,0.0669118,-0.587753,0.755559,3.36446,1.27351,1.57541,-4.03611,-3.01033,1.94233,-2.52327,0.716791,0.280301,241.83644819999998,-3052.493547,-466.976299,-110.17052,-7.8108364,-97.79514400000001
818,-0.244351,-0.672082,1.01093,3.36832,1.5048,1.52461,-4.76607,-2.78071,1.37097,-1.7981,1.35068,-0.00133974,505.178901,-2866.987818,-214.50012,-97.166353,-5.8934847999999995,-92.85638
819,-0.15201,-0.829733,1.14341,3.08035,1.89578,1.65487,-4.73759,-2.65115,0.827866,-0.989485,1.73454,0.0344179,369.9657,-2747.475167,-88.801413,-72.344769,-28.950635,-83.19426
820,-0.35667,-0.712504,1.18949,3.14884,1.28404,1.52992,-5.03582,-2.28872,0.422307,-1.57234,1.83355,-0.0824788,600.5706,-2789.6976959999997,-32.018376,-110.43024,-17.794865,-96.895049
821,0.169028,-0.41859,0.719078,3.02799,1.87648,1.49325,-3.46432,-3.2011,2.20211,-1.41982,0.469313,-0.702784,207.569682,-3246.29591,-513.048848,-74.444809,-23.321619000000002,-86.85953500000001
822,0.0926155,-0.63925,1.15117,3.55372,1.26896,1.73713,-4.05306,-2.41851,0.9574,-2.11922,0.696049,0.220236,198.91843450000002,-3013.56425,-71.72550199999999,-109.50442,-5.9399828999999995,-100.49346999999999
823,-0.207912,-0.768891,0.916176,3.69517,1.78866,1.68872,-4.64128,-3.03263,1.46832,-1.36524,1.06222,0.0107229,435.32421200000005,-2787.769109,-313.705106,-83.20254,3.5742068,-86.25526500000001
824,-0.216281,-0.838974,1.18917,2.91449,1.49882,1.72573,-4.90039,-2.26892,0.161324,-1.11725,2.13895,-0.029403,431.608111,-2716.238726,-36.08356,-98.578141,-43.303432,-94.703458
825,0.285855,-0.674467,0.85942,3.66829,1.77417,1.53871,-3.79585,-2.99911,1.21929,-0.239594,0.195003,-1.01216,0.4474186399999999,-3046.4481330000003,-372.21271,-83.504263,10.422907,-88.08578999999999
826,-0.224657,-0.648699,0.885457,3.06201,1.72959,1.50405,-4.84867,-3.05734,1.68837,-1.61263,1.71827,0.0102682,499.87377699999996,-2894.7448010000003,-343.37012699999997,-83.496642,-22.338154000000003,-89.02924800000001
827,0.0281501,-0.728387,1.11514,3.25071,1.27068,1.7097,-4.35818,-2.50311,0.960442,-1.91332,1.25567,0.0655691,233.4544999,-2906.426613,-107.37987,-111.73392,-21.668070999999998,-100.498532
828,-0.0687603,-0.744888,0.780075,3.67888,1.34194,1.73563,-4.40684,-3.11375,1.72406,-2.00408,0.896134,0.0399472,313.5802803,-2858.872512,-443.390035,-105.00330000000001,0.6004290000000001,-98.334946
829,0.147371,-0.699081,0.747133,3.48636,1.58357,1.56771,-4.01124,-3.24858,1.81222,-1.68105,0.521133,-0.0173405,126.32665899999999,-2975.952019,-481.048783,-92.915093,-1.70255305,-91.575309
830,0.0851282,-0.71219,1.17112,3.76145,1.36967,1.65232,-4.08856,-2.43091,0.787143,-1.89961,0.428676,0.249784,175.8246418,-2942.32041,-53.907084000000005,-103.402124,9.879664,-96.873529
831,-0.133325,-0.684456,0.818076,3.53002,1.70234,1.73263,-4.5538,-3.15192,1.80473,-1.66293,1.18455,-0.000382725,398.171695,-2893.339044,-410.355426,-86.61153499999999,-8.5263448,-88.228703
832,-0.389575,-0.788195,0.853417,3.67564,1.6833,1.52784,-4.89247,-3.10472,1.42651,-1.35858,1.17242,0.0159405,598.3675450000001,-2707.763305,-374.13989699999996,-88.080188,11.432711999999999,-89.653452
833,0.192991,-0.862403,1.04359,3.73646,1.86513,1.69624,-4.09948,-2.74144,0.774922,-0.672646,0.52208,-0.276702,23.872142,-2837.298597,-188.93008,-79.860666,5.8030063,-84.282228
834,0.298883,-0.597095,0.830599,3.80608,1.40909,1.66836,-3.67313,-2.79943,1.4353,-3.67162,0.133871,1.7955,14.286809,-3124.636705,-395.171259,-101.22640799999999,11.26473,-96.041881
835,-0.0327688,-0.46261,0.777559,3.21274,1.78026,1.52438,-4.08673,-3.04762,2.17077,-1.98368,0.844887,-0.174879,379.9839288,-3136.24969,-452.207199,-81.04289299999999,-14.784858,-88.158548
836,-0.292141,-0.833312,1.09906,3.18101,1.80651,1.5661,-4.89291,-2.70202,0.862536,-1.06494,1.70149,0.0404258,498.801891,-2697.5179879999996,-131.52694,-79.239719,-18.815807,-86.99656900000001
837,-0.132333,-0.474668,1.05507,3.46422,1.70621,1.52587,-4.32771,-2.65457,1.58591,-1.89747,0.823045,-0.0775479,465.172233,-3091.226932,-173.47349,-86.20984299999999,-0.5732006000000001,-89.46987
838,-0.385306,-0.682396,0.923243,3.53137,1.45672,1.52475,-4.96762,-2.92428,1.43965,-1.76417,1.38805,-0.0247715,632.435006,-2808.8112039999996,-301.213253,-99.682593,3.5896183000000006,-93.66185899999999
839,0.0519193,-0.794899,1.18695,3.65761,1.34605,1.48083,-4.20328,-2.32464,0.456831,-1.70524,0.482382,0.27348,177.1060707,-2852.728801,-37.839314,-105.33984000000001,13.663524,-95.159774
840,0.0844765,-0.581444,0.758521,3.58914,1.24853,1.71638,-3.96527,-2.99632,1.92701,-2.62816,0.571327,0.336982,225.74561350000002,-3064.609856,-464.16025099999996,-110.27727,-2.6273359,-100.702809
841,-0.0700826,-0.460616,1.06937,2.92086,1.58489,1.54731,-4.49321,-2.57958,1.52614,-2.07453,1.54825,-0.00428373,420.1664126,-3123.2597840000003,-157.44897,-92.235313,-32.916796,-91.58455699999999
842,-0.249974,-0.761883,0.998222,3.22869,1.34014,1.7128,-4.87669,-2.75283,1.16822,-1.79204,1.78108,-0.0713247,485.090094,-2778.8783169999997,-224.799872,-107.67521,-23.719225,-98.692566
843,-0.317463,-0.836962,0.967722,3.58889,1.90922,1.72264,-4.8515,-2.96119,1.18444,-1.05632,1.39887,0.095942,517.560313,-2685.7903380000002,-263.959272,-76.29419200000001,-3.6644905999999997,-82.682113
844,0.147556,-0.708406,1.09489,3.17859,1.42709,1.47734,-4.07621,-2.6073,1.09809,-1.83062,0.812899,0.130934,125.24232400000001,-2967.1087939999998,-130.58934,-101.772045,-13.789832,-93.906944
845,0.0675908,-0.777794,0.796195,3.55923,1.30933,1.67324,-4.22177,-3.07795,1.6212,-2.027,0.781113,0.138642,174.4168092,-2874.897506,-427.18354500000004,-107.30897,-2.4904253,-98.411445
846,-0.268718,-0.527464,0.757265,3.78747,1.2584,1.57832,-4.67096,-3.02881,1.96378,-2.39715,0.891924,0.0126258,572.247248,-2993.284736,-464.857595,-108.71211,16.147002,-98.226427
847,-0.259031,-0.779969,1.1189,3.55976,1.6801,1.73395,-4.7865,-2.65048,0.952991,-1.34282,1.38765,0.0252511,482.297351,-2760.4441309999997,-109.40214999999999,-87.980217,-6.9898039999999995,-88.81778600000001
848,0.111567,-0.520133,0.76674,2.9338,1.58491,1.42357,-3.89802,-3.06914,2.0847,-2.13807,0.816317,-0.0166701,227.834923,-3131.471267,-460.43827000000005,-92.198244,-25.092831,-91.509401
849,-0.344075,-0.797672,0.95071,3.65089,1.62198,1.66001,-4.8672,-2.92901,1.26303,-1.42925,1.30467,0.0119554,554.349055,-2714.649128,-276.50394,-91.193533,2.4064573000000005,-90.55707
850,-0.112724,-0.623757,1.009715,3.26646,1.70162,1.43104,-4.46521,-2.82155,1.53468,-1.70607,1.0618,-0.0570839,397.534284,-2957.569843,-218.938195,-85.90984999999999,-6.5661438,-90.102621
851,0.0246464,-0.521353,0.872148,3.83159,1.62453,1.70261,-3.90159,-2.9694,1.83597,-1.80283,0.204511,-0.167591,298.6188036,-3101.165747,-355.62744799999996,-91.454406,10.372826,-90.473849
852,0.298617,-0.484481,1.20972,3.57144,1.8524,1.7396,-3.47914,-2.32233,0.530532,-0.00583822,0.262037,-1.217,56.943773,-3229.961319,-22.783998,-79.09075999999999,-6.022624100000001,-84.121608
853,0.133504,-0.651371,0.801984,3.66171,1.84233,1.42314,-3.94092,-3.13091,1.50747,-0.393506,0.260813,-0.974376,150.908106,-3014.917929,-429.27583400000003,-79.565879,16.692256999999998,-88.389357
854,0.119766,-0.775978,1.03474,3.03248,1.71086,1.50687,-4.23988,-2.82117,1.24866,-1.41643,1.14796,-0.0791996,131.157964,-2893.486722,-195.0212,-84.59545100000001,-24.256864,-89.35584700000001
855,-0.136978,-0.784286,0.75708,3.45548,1.37787,1.62355,-4.57705,-3.16814,1.69896,-1.87115,1.17522,0.016324,366.900008,-2797.969614,-466.77903,-104.13942,-5.9831902,-96.15441899999999
856,0.0085488,-0.414267,0.860021,3.36441,1.72387,1.43581,-3.63318,-2.88182,1.91858,-1.31984,0.198052,-0.81542,353.5987312,-3197.1868329999998,-369.036941,-84.907342,-1.21382858,-89.833713
857,-0.0228133,-0.60373,1.19216,3.26473,1.45655,1.69216,-4.34967,-2.40946,1.01317,-1.8668,1.20718,0.0283629,323.6095633,-3006.8477700000003,-32.985834,-100.356748,-21.181095,-95.100437
858,-0.0523894,-0.898384,0.892471,3.41925,1.80344,1.47791,-4.45334,-3.06066,1.28079,-1.08608,0.951525,-0.0985149,245.69998940000002,-2719.996916,-338.152831,-80.70651500000001,-0.3053634999999999,-88.29445
859,0.140381,-0.658525,0.960968,3.11188,1.71886,1.45999,-4.04054,-2.92689,1.56208,-1.5752,0.827555,-0.142567,150.496359,-3011.209975,-268.948108,-84.45604,-16.981771000000002,-89.646721
860,0.0974583,-0.879568,0.926992,3.52136,1.69223,1.61884,-4.24727,-2.97692,1.22099,-1.22464,0.777274,-0.070906,110.8612017,-2789.104232,-303.097452,-87.228764,-2.61629182,-89.174711
861,-0.122307,-0.807689,1.02455,3.44929,1.73188,1.51089,-4.52678,-2.84031,1.20139,-1.32255,1.02035,-0.0465763,342.72646699999996,-2781.2680109999997,-204.79788,-84.797863,-0.5483447000000001,-89.094505
862,0.192351,-0.798894,1.18046,3.5096,1.6777,1.48607,-4.04363,-2.45199,0.498734,-0.960866,0.45682,-0.167077,47.396695,-2897.493006,-49.243813,-87.90699500000001,4.302900800000001,-90.098435
863,0.0259528,-0.856178,0.850248,3.71132,1.70074,1.42898,-4.26416,-3.09131,1.30299,-1.08267,0.420083,-0.178506,181.2282572,-2786.016922,-378.66782800000004,-87.074054,19.056203,-89.918815
864,-0.310979,-0.7192,1.008345,3.41374,1.68707,1.49707,-4.85626,-2.85769,1.31072,-1.48042,1.36742,0.00742011,551.243299,-2800.3462,-219.397775,-87.040407,-1.82941685,-89.835911
865,0.220614,-0.75581,0.884821,2.99123,1.90895,1.39751,-4.06342,-3.11917,1.51238,-1.11959,0.949547,-0.304312,43.01232,-2946.26199,-348.075671,-72.971169,-20.130862,-88.187517
866,0.211897,-0.550462,0.780572,3.51068,1.4897,1.66654,-3.69531,-3.0898,1.92748,-2.24855,0.28817,0.228182,117.300943,-3138.986638,-445.438172,-97.91458899999999,-5.7736704,-94.002552
867,0.354441,-0.441864,1.15096,3.00568,1.77581,1.58757,-3.37925,-2.59745,1.19429,-1.24453,0.43919,-0.482301,25.466656,-3288.246436,-80.573015,-79.982584,-30.189837999999998,-87.210828
868,-0.162169,-0.447534,1.17482,3.70776,1.5695,1.59739,-4.30003,-2.41332,1.2533,-1.98339,0.618003,3.6e-05,499.561809,-3106.764666,-51.481848,-93.82081199999999,9.255249000000001,-91.81013
869,-0.269795,-0.763044,1.15229,3.30817,1.54543,1.6926,-4.87872,-2.53371,0.801076,-1.43424,1.69125,-0.00801784,501.695565,-2771.814956,-73.961856,-95.01864900000001,-19.02761,-92.595428
870,-0.00321808,-0.754473,0.810211,3.509,1.72966,1.4448,-4.27219,-3.19205,1.65512,-1.35721,0.647003,-0.14204,246.53620808000002,-2872.0273270000002,-419.56488099999996,-85.037235,6.566796900000001,-89.637464
871,0.082487,-0.653789,1.13907,3.55096,1.34614,1.47374,-4.03179,-2.46741,0.979403,-2.1729,0.424199,0.388708,199.69725300000002,-2996.502911,-84.87888600000001,-105.55799,8.0456175,-94.937583
872,-0.00117964,-0.839371,0.789119,3.16998,1.44849,1.72156,-4.4935,-3.14274,1.58212,-1.70406,1.47395,0.00758751,225.83916964,-2791.511729,-435.74556900000005,-101.20410899999999,-28.234234999999998,-95.743701
873,-0.0845383,-0.570584,1.02444,3.06365,1.32731,1.42159,-4.45592,-2.62311,1.43815,-2.21219,1.25452,0.0994245,392.0559083,-3016.390616,-198.44627,-107.69203999999999,-16.898426999999998,-94.572498
874,-0.313721,-0.576396,0.901799,3.0944,1.45308,1.42808,-5.02546,-2.92064,1.63532,-1.97666,1.78624,-0.0212176,606.6122809999999,-2932.760504,-322.470119,-100.204527,-15.958413,-93.09587499999999
875,-0.0581378,-0.432753,1.011785,3.07052,1.68162,1.66217,-4.37145,-2.65757,1.71657,-2.08837,1.39311,-0.0285175,417.9565678,-3154.118447,-216.412205,-85.99834800000001,-30.900111,-88.887141
876,-0.0100585,-0.821364,1.16152,3.44772,1.58316,1.46881,-4.34421,-2.51764,0.727678,-1.33513,0.793947,-0.00871164,230.8682085,-2807.170936,-66.130984,-92.93571200000001,1.7716706000000002,-91.50902
877,0.0460485,-0.6869,1.13497,3.20553,1.3923,1.51006,-4.2315,-2.51207,1.03178,-1.87698,0.974188,0.110052,228.0060015,-2952.8619,-89.44263,-103.84481,-14.034279,-94.77484799999999
878,0.183488,-0.580673,1.21242,3.14673,1.84835,1.44376,-3.83863,-2.5197,1.00651,-1.13873,0.621759,-0.407924,134.742502,-3099.712327,-19.637906,-77.022182,-13.945488,-88.17990999999999
879,-0.0713696,-0.897296,1.11164,3.60346,1.42676,1.43629,-4.43045,-2.51387,0.591775,-1.4208,0.697584,0.0896113,259.79326960000003,-2714.5610039999997,-113.39171999999999,-101.320527,12.85051,-93.393085
880,-0.231294,-0.663053,1.15259,2.89088,1.29124,1.52992,-4.93123,-2.43663,0.827698,-1.82981,1.99113,-0.0542949,503.317234,-2877.138047,-69.553015,-111.36492,-32.530866,-97.46359000000001
881,-0.15859,-0.57144,1.12455,2.93044,1.25769,1.41491,-4.73119,-2.45293,1.10109,-2.09659,1.65065,0.041383,463.5961,-2989.47136,-96.927328,-112.1444,-23.859861,-95.35155800000001
882,-0.0338275,-0.509566,1.06604,3.25597,1.30489,1.60209,-4.22099,-2.49612,1.3845,-2.34247,1.01395,0.137014,364.48193749999996,-3091.8226339999997,-156.33308,-109.03009,-15.818837,-97.705724
883,0.0629079,-0.63505,1.017523,3.17153,1.43416,1.70649,-4.2335,-2.71095,1.43451,-2.01175,1.20006,0.048456,233.3876421,-3005.91995,-207.632913,-102.096723,-27.259355999999997,-96.074408
884,-0.0187323,-0.81509,1.02486,3.34309,1.65382,1.60438,-4.4193,-2.81858,1.20311,-1.43533,1.10998,-0.0245088,245.1858823,-2809.95401,-203.56712,-88.751521,-12.058544999999999,-90.014514
885,-0.0146133,-0.787255,1.13338,3.09708,1.4711,1.70284,-4.51587,-2.5511,0.894175,-1.5842,1.55024,0.00563671,256.2920533,-2835.301845,-92.246054,-99.897177,-31.424495,-95.02131
886,-0.124599,-0.492546,1.04957,2.83057,1.40148,1.66793,-4.83669,-2.60926,1.42416,-2.14326,2.09876,-0.0436447,463.85562899999996,-3072.376754,-174.40383,-105.82025,-44.329422,-97.799949
887,0.100771,-0.481948,0.874078,3.02397,1.35997,1.61005,-3.88771,-2.76318,1.85603,-2.49826,0.921894,0.186009,251.342049,-3162.6355519999997,-349.458778,-106.89020000000001,-29.770165000000002,-97.215033
888,-0.312214,-0.562697,1.11113,3.54595,1.3616,1.5363,-4.86899,-2.5378,1.16304,-1.9672,1.28521,-0.0270694,603.909524,-2946.351903,-112.08893,-104.72194,4.1299515,-95.436825
889,-0.147474,-0.682996,0.835498,3.19648,1.59373,1.45027,-4.60418,-3.08819,1.76164,-1.7912,1.28631,-0.00624639,412.64552399999997,-2889.913104,-391.144548,-91.95939899999999,-11.587175400000001,-91.35702
890,0.0443182,-0.89271,0.910107,3.19273,1.43495,1.65367,-4.41903,-2.93383,1.25824,-1.60651,1.31022,0.0284708,162.4285118,-2757.41799,-315.38631699999996,-101.752006,-23.073797,-95.394993
891,-0.191644,-0.575171,0.996158,3.75552,1.70064,1.67893,-4.53276,-2.8219,1.58544,-1.76801,0.885305,-0.0126727,485.30724399999997,-2976.2057290000002,-231.795288,-87.642252,7.407076099999999,-88.52305199999999
892,0.158279,-0.744025,1.04294,2.79882,1.59381,1.69084,-4.29867,-2.76725,1.237,-1.58961,1.61888,-0.0075267,111.604421,-2932.810875,-185.06002999999998,-91.319522,-48.168102,-91.22396099999999
893,0.0947574,-0.578654,0.979257,3.21215,1.47456,1.6472,-4.03544,-2.75437,1.59161,-2.10126,0.902478,0.0683693,221.8639626,-3070.535446,-246.40509699999998,-99.231011,-21.688074,-94.351311
894,-0.249907,-0.590521,1.07015,3.38716,1.22252,1.39826,-4.72696,-2.54575,1.19927,-2.16177,1.1764,0.0573595,535.670177,-2941.021479,-150.86839,-112.87369,3.3464972999999993,-95.049915
895,-0.155809,-0.769215,1.04768,3.69056,1.3482,1.51542,-4.50836,-2.67619,1.09033,-1.82978,0.769405,0.0807433,383.279549,-2805.109585,-176.27949,-105.01950000000001,13.689034,-95.481628
896,0.133872,-0.460495,1.04665,3.12054,1.83959,1.46128,-3.63486,-2.72339,1.57263,-1.38056,0.481662,-0.561205,222.980668,-3195.931705,-184.9488,-77.34256900000001,-16.465643,-88.035844
897,-0.274289,-0.64827,1.13448,3.50007,1.85296,1.46297,-4.75519,-2.6803,1.16468,-1.3362,1.14905,-0.0206788,538.015369,-2878.25583,-96.312326,-78.405971,5.2664864,-87.771593
898,-0.084383,-0.546967,1.15446,3.36576,1.73762,1.72176,-4.42909,-2.56045,1.30179,-1.70941,1.21534,-0.0241612,399.653543,-3039.049033,-74.922536,-83.83764599999999,-17.262558000000002,-87.217494
899,-0.213505,-0.436712,0.995721,3.77,1.56689,1.58915,-4.45559,-2.68003,1.68249,-2.14895,0.703271,0.000610446,551.032315,-3098.560388,-230.380931,-93.988587,13.359815999999999,-91.86015900000001
900,0.351303,-0.500177,1.12707,3.41508,1.68054,1.74369,-3.47265,-2.62469,1.11222,-1.19073,0.250874,-0.397415,5.2056262,-3233.464423,-103.02582000000001,-87.360805,-15.775274000000001,-88.880931
901,0.348681,-0.737729,1.15715,3.40949,1.66698,1.66132,-3.84446,-2.53647,0.68121,-1.10264,0.530912,-0.13425,-74.891779,-3009.275671,-72.828923,-88.18392300000001,-11.5132673,-89.543339
902,0.220337,-0.502545,0.851392,3.42543,1.55025,1.45454,-3.57147,-2.93908,1.8415,-2.64396,0.0350482,0.593057,123.066073,-3186.964355,-375.829452,-94.591114,1.3261121000000002,-91.981065
903,0.236392,-0.467457,1.15651,3.4883,1.5097,1.60988,-3.47396,-2.32449,1.02754,-3.03009,0.062027,1.16306,120.939358,-3225.7813429999997,-70.217844,-96.846102,-3.8543591,-93.224861
904,0.0775192,-0.577199,0.989278,2.94787,1.62596,1.40777,-4.08247,-2.79475,1.6218,-1.90314,0.972198,-0.0483478,239.04459079999998,-3066.215701,-238.738998,-89.786329,-23.452249,-91.09964599999999
905,0.160728,-0.640925,1.1363,3.33188,1.30037,1.56724,-3.95647,-2.45541,0.986243,-2.11349,0.661328,0.30316,135.373512,-3035.354575,-86.84953,-108.80239999999999,-9.4559341,-97.09456399999999
906,0.00827923,-0.87575,1.12718,3.19534,1.6669,1.55408,-4.43407,-2.60899,0.789755,-1.22044,1.22256,-0.0304683,199.85699077,-2761.17145,-102.20696,-87.72221400000001,-17.625058,-89.958152
907,-0.284814,-0.693461,0.843516,3.21849,1.23392,1.64675,-4.93766,-2.96427,1.54644,-2.0671,1.77727,-0.101124,540.628384,-2830.718439,-377.88903600000003,-113.77326000000001,-19.763461,-100.206317
908,0.0589769,-0.493526,1.011341,3.26035,1.55499,1.74364,-3.96352,-2.6612,1.63782,-2.13886,0.875266,0.0104716,285.5546331,-3138.4285739999996,-215.324931,-94.384601,-24.658849,-92.513092
909,-0.353021,-0.86287,1.04038,3.418,1.37714,1.47298,-4.87782,-2.65699,0.816281,-1.49134,1.36012,-0.014109,540.9026210000001,-2649.71513,-183.29785,-104.21557,0.3132679999999999,-94.373157
910,0.104195,-0.438244,1.08897,3.27722,1.5279,1.69317,-3.60726,-2.49859,1.47717,-2.21727,0.453388,0.0806954,260.127675,-3207.147356,-137.18840999999998,-95.995786,-20.7987,-93.17058999999999
911,-0.224691,-0.661224,1.19491,3.2807,1.8391,1.73391,-4.8459,-2.57013,0.983213,-1.28622,1.71707,0.077584,494.784761,-2882.264576,-36.073321,-77.233194,-22.257355999999998,-83.972533
912,-0.252988,-0.670981,1.11011,3.59515,1.85339,1.48618,-4.68536,-2.72066,1.19033,-1.31081,1.00969,-0.0375293,509.05444800000004,-2863.9440189999996,-120.67999,-78.914975,9.406153,-87.395728
913,0.20929,-0.418248,0.885923,3.2139,1.61323,1.5898,-3.36282,-2.891,1.87568,-1.87668,0.172325,-0.243766,168.36838999999998,-3262.155252,-341.92454299999997,-90.80725799999999,-18.592005,-91.004486
914,0.0977333,-0.804486,0.95898,3.16963,1.67822,1.71619,-4.318,-2.93955,1.36656,-1.45708,1.29444,-0.0283139,143.4984867,-2858.076414,-270.56034999999997,-86.50486599999999,-28.3333,-88.748984
