step_order,Timestamp,x_dif,y_dif,z_dif,rx_dif,ry_dif,rz_dif,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,measurement_temperature,x_set,y_set,z_set,rx_set,ry_set,rz_set
224,20200714171103,0.8,0.5,0.4,1.22173,1.5708,1.5708,-2.30565,-2.08161,-1.77928,0.7204149999999999,1.08236,-0.0021537,23.5550003051758,1742.1714,-1566.6629999999998,-914.52644,-93.838653,-81.17331099999998,-94.76636900000001
225,20200714171113,0.8,0.5,0.4,1.39626,1.5708,1.5708,-2.26671,-2.09742,-1.75167,0.706581,0.8707809999999999,-0.000837151,23.5550003051758,1741.5194000000001,-1569.3282,-914.48908,-92.725912,-71.2714,-93.489261
226,20200714171122,0.8,0.5,0.4,1.5708,1.5708,1.5708,-2.23398,-2.12348,-1.7075599999999995,0.689816,0.66206,-0.000944916,23.5550003051758,1740.3345,-1572.0602,-914.31105,-92.11792600000001,-61.18815899999999,-92.689459
227,20200714171131,0.8,0.5,0.4,1.7453299999999998,1.5708,1.5708,-2.21002,-2.15577,-1.6506599999999998,0.663357,0.464092,0.000778226,23.5550003051758,1738.7621000000001,-1574.4093,-913.90462,-92.049759,-51.215436,-92.433102
228,20200714171146,0.8,0.5,0.4,1.5708,0.8726649999999999,1.5708,-2.23403,-2.12281,-1.70787,0.687602,0.662792,0.697199,23.5550003051758,1740.2001,-1572.2763,-914.05788,-92.166262,-60.607682999999994,-52.85842800000001
229,20200714171153,0.8,0.5,0.4,1.5708,1.0472,1.5708,-2.23401,-2.12279,-1.7078099999999998,0.687757,0.661928,0.524339,23.5550003051758,1740.2863,-1572.1435,-914.03197,-92.17587400000001,-60.717498,-62.73766600000001
230,20200714171200,0.8,0.5,0.4,1.5708,1.22173,1.5708,-2.234,-2.1226700000000003,-1.70792,0.686956,0.6625880000000001,0.35047,23.5550003051758,1740.2088,-1572.2296,-914.13877,-92.262748,-60.91504500000001,-72.866695
231,20200714171206,0.8,0.5,0.4,1.5708,1.39626,1.5708,-2.23388,-2.12292,-1.7078099999999998,0.687841,0.661688,0.1749869999999999,23.5550003051758,1740.2806,-1572.2194,-914.24615,-92.239838,-61.048548,-82.891424
232,20200714171220,0.8,0.5,0.4,1.5708,1.7453299999999998,1.5708,-2.2339,-2.12378,-1.70714,0.691048,0.661664,-0.175848,23.5550003051758,1740.3546000000001,-1572.0583,-914.23986,-92.03686800000001,-61.344434,-102.63198
233,20200714171227,0.8,0.5,0.4,1.5708,1.91986,1.5708,-2.23406,-2.1228700000000003,-1.7079,0.688224,0.662756,-0.348272,23.5550003051758,1740.4038,-1571.9569,-914.17575,-92.2334,-61.547537,-112.85051
234,20200714171233,0.8,0.5,0.4,1.5708,2.0944,1.5708,-2.23376,-2.12324,-1.70754,0.689062,0.6611600000000001,-0.5242060000000001,23.5550003051758,1740.4708,-1572.0075,-914.19192,-92.173046,-61.641701,-122.80557
235,20200714171240,0.8,0.5,0.4,1.5708,2.26893,1.5708,-2.23409,-2.12269,-1.70809,0.687937,0.66278,-0.696906,23.5550003051758,1740.5184000000002,-1571.8206,-914.09267,-92.24226700000001,-61.864773,-132.81816999999998
236,20200714171255,0.8,0.5,0.4,1.5708,1.5708,1.39626,-2.20995,-2.15607,-1.65041,0.665283,0.463901,-0.00248844,23.5550003051758,1738.864,-1574.5155,-913.87922,-91.80450300000001,-51.24132,-92.273988
237,20200714171300,0.8,0.5,0.4,1.5708,1.5708,1.43117,-2.21404,-2.14865,-1.66343,0.669041,0.503156,0.000730289,23.5550003051758,1739.1752000000001,-1574.047,-914.0878,-91.93534700000001,-53.27607,-92.34971499999999
238,20200714171304,0.8,0.5,0.4,1.5708,1.5708,1.4660799999999998,-2.21861,-2.14231,-1.67462,0.675862,0.542505,-0.0022257,23.5550003051758,1739.3558,-1573.5897,-914.03738,-91.90142200000001,-55.302642000000006,-92.444665
239,20200714171309,0.8,0.5,0.4,1.5708,1.5708,1.50098,-2.22326,-2.13534,-1.6864400000000002,0.678723,0.581155,0.000922036,23.5550003051758,1739.7437,-1573.1557,-914.1338499999999,-92.077178,-57.241721999999996,-92.548966
240,20200714171313,0.8,0.5,0.4,1.5708,1.5708,1.53589,-2.22867,-2.12947,-1.6970299999999998,0.685663,0.622527,-0.00224954,23.5550003051758,1739.9653,-1572.5902,-914.15235,-92.01876200000001,-59.300948999999996,-92.624772
241,20200714171322,0.8,0.5,0.4,1.5708,1.5708,1.6057,-2.23972,-2.11805,-1.7171900000000002,0.6947939999999999,0.7023229999999999,-0.00211746,23.5550003051758,1740.6734000000001,-1571.4543,-914.3976,-92.14332800000001,-63.18436,-92.788917
242,20200714171327,0.8,0.5,0.4,1.5708,1.5708,1.64061,-2.24599,-2.11213,-1.72701,0.697534,0.744358,-0.000860993,23.5550003051758,1740.9795000000001,-1570.8291,-914.4263,-92.348042,-65.208132,-92.98910599999999
243,20200714171331,0.8,0.5,0.4,1.5708,1.5708,1.67552,-2.2522900000000003,-2.10663,-1.7356900000000002,0.699425,0.785347,2.39685e-05,23.5550003051758,1741.1181000000001,-1570.4825,-914.41806,-92.605857,-67.20069600000001,-93.271336
244,20200714171335,0.8,0.5,0.4,1.5708,1.5708,1.71042,-2.25889,-2.10218,-1.74355,0.70335,0.8256370000000001,0.00056251,23.5550003051758,1741.3147000000001,-1569.9845,-914.52041,-92.70996600000001,-69.157946,-93.362089
245,20200714171359,0.8,0.4,0.9,1.0472,1.5708,1.5708,-2.45648,-1.74207,-1.30487,-0.0951608,1.40801,-0.00124437,23.5550003051758,1789.6638,-1482.1566,-413.21643,-152.73278000000005,-90.89993700000001,-153.71017
246,20200714171409,0.8,0.4,0.9,1.22173,1.5708,1.5708,-2.40641,-1.7441799999999998,-1.3023,-0.0961188,1.18393,-0.000429932,23.5550003051758,1789.425,-1484.7457000000002,-413.37474,-94.23589299999999,-81.227807,-95.037501
247,20200714171418,0.8,0.4,0.9,1.39626,1.5708,1.5708,-2.36104,-1.7598,-1.28362,-0.0989688,0.96378,-0.000478093,23.5550003051758,1788.8059,-1487.3822,-413.27218999999997,-92.623995,-71.245675,-93.28703800000001
248,20200714171428,0.8,0.4,0.9,1.5708,1.5708,1.5708,-2.32274,-1.7884400000000005,-1.24897,-0.104956,0.750644,-0.0007417839999999,23.5550003051758,1787.5312000000001,-1489.8333,-413.54148,-92.212221,-61.180534,-92.75727400000001
249,20200714171437,0.8,0.4,0.9,1.7453299999999998,1.5708,1.5708,-2.29307,-1.82786,-1.1993,-0.116355,0.546729,0.0003591519999999,23.5550003051758,1785.6954,-1492.4244,-413.71995,-92.13444899999999,-51.280862,-92.533291
250,20200714171452,0.8,0.4,0.9,1.5708,0.8726649999999999,1.5708,-2.32281,-1.78853,-1.2492,-0.1031,0.751184,0.695751,23.5550003051758,1787.4454,-1489.9554,-413.50066,-92.01755100000001,-60.583841,-52.66644500000001
251,20200714171459,0.8,0.4,0.9,1.5708,1.0472,1.5708,-2.32285,-1.7882900000000002,-1.24926,-0.103806,0.750944,0.52222,23.5550003051758,1787.6186,-1489.8159,-413.41871,-92.081147,-60.724191,-62.658087
252,20200714171506,0.8,0.4,0.9,1.5708,1.22173,1.5708,-2.32287,-1.78821,-1.24937,-0.103172,0.7520720000000001,0.347981,23.5550003051758,1787.6166,-1489.8986,-413.42584,-92.06257500000001,-60.95111900000001,-72.66301700000001
253,20200714171513,0.8,0.4,0.9,1.5708,1.39626,1.5708,-2.32269,-1.7885400000000002,-1.24928,-0.102897,0.7508,0.1725809999999999,23.5550003051758,1787.5509,-1489.8849,-413.63367,-92.08171,-61.050332,-82.74237399999998
254,20200714171526,0.8,0.4,0.9,1.5708,1.7453299999999998,1.5708,-2.32273,-1.7888099999999998,-1.24895,-0.102226,0.749768,-0.1764349999999999,23.5550003051758,1787.5854,-1489.729,-413.55208999999996,-92.048404,-61.332781000000004,-102.63561
255,20200714171533,0.8,0.4,0.9,1.5708,1.91986,1.5708,-2.32272,-1.78823,-1.24913,-0.104944,0.7509319999999999,-0.348691,23.5550003051758,1787.6442,-1489.7594000000001,-413.55494,-92.23345400000001,-61.53126200000001,-112.81962
256,20200714171540,0.8,0.4,0.9,1.5708,2.0944,1.5708,-2.32273,-1.7886400000000002,-1.24868,-0.10401,0.750224,-0.524637,23.5550003051758,1787.6043,-1489.6232,-413.46691,-92.148672,-61.64480200000001,-122.73554
257,20200714171546,0.8,0.4,0.9,1.5708,2.26893,1.5708,-2.32257,-1.7887099999999998,-1.24912,-0.102885,0.7500319999999999,-0.6993729999999999,23.5550003051758,1787.6554,-1489.68,-413.65126,-92.097609,-61.80437399999999,-132.69933
258,20200714171602,0.8,0.4,0.9,1.5708,1.5708,1.39626,-2.29299,-1.82815,-1.19912,-0.1159,0.5460079999999999,-0.00044233,23.5550003051758,1785.6255,-1492.4476000000002,-413.81791,-91.942608,-51.255241,-92.356546
259,20200714171606,0.8,0.4,0.9,1.5708,1.5708,1.43117,-2.29815,-1.81938,-1.2104,-0.113134,0.585907,0.000299606,23.5550003051758,1786.0801000000001,-1491.9473,-413.80902,-91.983479,-53.264165999999996,-92.38427899999999
260,20200714171611,0.8,0.4,0.9,1.5708,1.5708,1.4660799999999998,-2.3040700000000003,-1.81119,-1.22109,-0.108345,0.6284420000000001,-0.00189048,23.5550003051758,1786.3082,-1491.4225000000001,-413.74946,-91.91203900000001,-55.34661899999999,-92.38875900000001
261,20200714171615,0.8,0.4,0.9,1.5708,1.5708,1.50098,-2.30965,-1.80344,-1.2306700000000002,-0.107027,0.667039,-0.00147134,23.5550003051758,1786.8148,-1490.8731,-413.66445999999996,-92.000242,-57.219468000000006,-92.49072699999999
262,20200714171620,0.8,0.4,0.9,1.5708,1.5708,1.53589,-2.31596,-1.79555,-1.24025,-0.106572,0.708765,-0.000119511,23.5550003051758,1787.2599,-1490.3225,-413.60211,-92.135317,-59.201806999999995,-92.614083
263,20200714171629,0.8,0.4,0.9,1.5708,1.5708,1.6057,-2.3296900000000003,-1.7819999999999998,-1.2572,-0.101567,0.792519,-0.00173504,23.5550003051758,1787.8236,-1489.3459,-413.54521,-92.168906,-63.242609,-92.751393
264,20200714171633,0.8,0.4,0.9,1.5708,1.5708,1.64061,-2.33694,-1.7757,-1.2644799999999998,-0.102465,0.8340920000000001,-0.000119511,23.5550003051758,1788.0173,-1488.8789000000002,-413.47655,-92.42926800000001,-65.218628,-92.99458899999999
265,20200714171637,0.8,0.4,0.9,1.5708,1.5708,1.67552,-2.34462,-1.7699599999999998,-1.27145,-0.10128,0.8770049999999999,-0.000981156,23.5550003051758,1788.2845,-1488.3984,-413.41688,-92.54925100000001,-67.244836,-93.19449200000001
266,20200714171642,0.8,0.4,0.9,1.5708,1.5708,1.71042,-2.35292,-1.7645400000000002,-1.2783799999999998,-0.0988372,0.921654,-0.00139982,23.5550003051758,1788.5996,-1487.9013,-413.44588999999996,-92.568346,-69.328128,-93.23851499999999
267,20200714171706,0.8,0.4,0.8,1.0472,1.5708,1.5708,-2.4565200000000003,-1.74087,-1.4815200000000002,0.0812123,1.4088200000000002,-0.00174696,23.5550003051758,1790.5358,-1481.2827000000002,-513.3390499999999,-152.6844,-90.96152900000003,-153.68723999999995
268,20200714171715,0.8,0.4,0.8,1.22173,1.5708,1.5708,-2.40647,-1.74299,-1.47872,0.0794641,1.18363,-0.00142366,23.5550003051758,1790.1728,-1483.6614000000002,-513.4674699999999,-94.066921,-81.199144,-94.917879
269,20200714171725,0.8,0.4,0.8,1.39626,1.5708,1.5708,-2.361,-1.75815,-1.46081,0.0765313,0.963601,-0.000394646,23.5550003051758,1789.4592,-1486.4732000000001,-513.7108,-92.640243,-71.217512,-93.30130000000001
270,20200714171734,0.8,0.4,0.8,1.5708,1.5708,1.5708,-2.32296,-1.78547,-1.42784,0.072305,0.7521800000000001,-0.00148327,23.5550003051758,1788.365,-1488.8601,-513.76247,-92.111877,-61.240069999999996,-92.659941
271,20200714171743,0.8,0.4,0.8,1.7453299999999998,1.5708,1.5708,-2.29324,-1.82414,-1.37971,0.063434,0.5469689999999999,-0.00275213,23.5550003051758,1786.3602,-1491.3804,-513.9859299999999,-91.98950099999999,-51.271544,-92.456742
272,20200714171759,0.8,0.4,0.8,1.5708,0.8726649999999999,1.5708,-2.32268,-1.78552,-1.42743,0.0704856,0.7501399999999999,0.697534,23.5550003051758,1788.2879,-1488.9279000000001,-513.6718299999998,-92.14027,-60.514866,-52.74170200000001
273,20200714171806,0.8,0.4,0.8,1.5708,1.0472,1.5708,-2.32293,-1.78565,-1.42739,0.0707848,0.7510640000000001,0.522795,23.5550003051758,1788.1736,-1488.8658,-513.71818,-92.14308700000001,-60.71328999999999,-62.713679
274,20200714171812,0.8,0.4,0.8,1.5708,1.22173,1.5708,-2.32272,-1.78583,-1.4272,0.0715507,0.750212,0.348555,23.5550003051758,1788.2391,-1488.8707000000002,-513.6882099999999,-92.11219600000001,-60.828625,-72.704389
275,20200714171819,0.8,0.4,0.8,1.5708,1.39626,1.5708,-2.32301,-1.78517,-1.42791,0.0707729,0.7522399999999999,0.17385,23.5550003051758,1788.3815,-1488.8176,-513.7531400000001,-92.202438,-61.098977999999995,-82.84095300000003
276,20200714171833,0.8,0.4,0.8,1.5708,1.7453299999999998,1.5708,-2.32267,-1.7855,-1.42759,0.0710721,0.750596,-0.174736,23.5550003051758,1788.4024,-1488.8251,-513.7840799999999,-92.203146,-61.342858,-102.75715000000001
277,20200714171839,0.8,0.4,0.8,1.5708,1.91986,1.5708,-2.32265,-1.7856900000000002,-1.42732,0.0710481,0.750308,-0.348535,23.5550003051758,1788.3577,-1488.7543,-513.7568699999999,-92.198559,-61.479694,-112.76516000000001
278,20200714171846,0.8,0.4,0.8,1.5708,2.0944,1.5708,-2.32278,-1.78593,-1.42725,0.0717184999999999,0.75068,-0.52393,23.5550003051758,1788.3114,-1488.7043,-513.76947,-92.15275000000001,-61.65489300000001,-122.70411
279,20200714171853,0.8,0.4,0.8,1.5708,2.26893,1.5708,-2.32274,-1.7858900000000002,-1.42739,0.072221,0.749816,-0.697996,23.5550003051758,1788.4103,-1488.6026000000002,-513.7678299999998,-92.120305,-61.800140999999996,-132.65278
280,20200714171908,0.8,0.4,0.8,1.5708,1.5708,1.39626,-2.29316,-1.82341,-1.38,0.0606563,0.5469689999999999,-0.000885312,23.5550003051758,1786.4828,-1491.4262,-513.8551,-91.92249000000001,-51.289152,-92.35281499999999
281,20200714171913,0.8,0.4,0.8,1.5708,1.5708,1.43117,-2.29819,-1.81535,-1.39022,0.0622966,0.586266,0.000251669,23.5550003051758,1786.7198,-1491.0547000000001,-513.9164999999999,-92.007795,-53.282702,-92.43058599999999
282,20200714171917,0.8,0.4,0.8,1.5708,1.5708,1.4660799999999998,-2.30387,-1.80716,-1.40055,0.0644516,0.6269060000000001,0.000766241,23.5550003051758,1787.1724000000002,-1490.4451000000001,-513.9561199999999,-92.06703300000001,-55.26019399999999,-92.48229500000001
283,20200714171922,0.8,0.4,0.8,1.5708,1.5708,1.50098,-2.3098400000000003,-1.79938,-1.41001,0.0663072,0.6679149999999999,-7.13507e-05,23.5550003051758,1787.6074,-1489.8586,-513.82418,-92.12859900000001,-57.240196999999995,-92.61889599999999
284,20200714171926,0.8,0.4,0.8,1.5708,1.5708,1.53589,-2.31615,-1.79227,-1.41931,0.0691804999999999,0.709713,-0.000944916,23.5550003051758,1788.0470000000003,-1489.3378,-513.87538,-92.137482,-59.23841999999999,-92.669349
285,20200714171935,0.8,0.4,0.8,1.5708,1.5708,1.6057,-2.3297,-1.77927,-1.43508,0.0716466,0.792376,-0.000179116,23.5550003051758,1788.531,-1488.3621,-513.70538,-92.32486700000001,-63.227775,-92.876601
286,20200714171939,0.8,0.4,0.8,1.5708,1.5708,1.64061,-2.33705,-1.7734,-1.4423700000000002,0.073203,0.834368,-0.000765626,23.5550003051758,1788.7746,-1487.8711,-513.7844099999998,-92.42516400000001,-65.217136,-93.03725
287,20200714171944,0.8,0.4,0.8,1.5708,1.5708,1.67552,-2.34457,-1.768,-1.44886,0.0751902,0.876706,-0.00135166,23.5550003051758,1789.0243,-1487.4574,-513.67274,-92.45537900000001,-67.222346,-93.10144600000001
288,20200714171948,0.8,0.4,0.8,1.5708,1.5708,1.71042,-2.35245,-1.76276,-1.45508,0.0751902,0.91928,-0.000107114,23.5550003051758,1789.2729,-1486.986,-513.68872,-92.686689,-69.21505300000001,-93.308442
289,20200714172012,0.8,0.4,0.7,1.0472,1.5708,1.5708,-2.4565200000000003,-1.76794,-1.62622,0.251951,1.40818,-0.00171072,23.5550003051758,1791.0523,-1480.2719000000002,-612.94397,-151.01901,-90.894793,-152.03456999999995
290,20200714172021,0.8,0.4,0.7,1.22173,1.5708,1.5708,-2.40637,-1.77017,-1.62383,0.252789,1.18365,-0.00148327,23.5550003051758,1790.8989999999997,-1482.8365000000001,-613.0017300000001,-93.723198,-81.19587,-94.564265
291,20200714172031,0.8,0.4,0.7,1.39626,1.5708,1.5708,-2.36104,-1.7848700000000002,-1.60575,0.24945,0.963852,-0.00137598,23.5550003051758,1790.1162,-1485.5552,-613.1792300000001,-92.45804,-71.21589,-93.146124
292,20200714172040,0.8,0.4,0.7,1.5708,1.5708,1.5708,-2.32283,-1.81092,-1.5729,0.241238,0.751304,0.000838147,23.5550003051758,1788.97,-1487.9595000000002,-613.4015400000001,-92.229571,-61.178067000000006,-92.69575900000001
293,20200714172049,0.8,0.4,0.7,1.7453299999999998,1.5708,1.5708,-2.29295,-1.84775,-1.52574,0.230944,0.546621,-0.000513856,23.5550003051758,1787.2231000000002,-1490.5768,-613.4455,-92.070996,-51.249773,-92.483208
294,20200714172105,0.8,0.4,0.7,1.5708,0.8726649999999999,1.5708,-2.3228,-1.81064,-1.57299,0.239934,0.7511,0.698444,23.5550003051758,1788.8963,-1488.0756000000001,-613.3162000000001,-92.22892,-60.547039,-52.821228999999995
295,20200714172112,0.8,0.4,0.7,1.5708,1.0472,1.5708,-2.32289,-1.81087,-1.57289,0.240915,0.751472,0.524004,23.5550003051758,1788.8634,-1488.0459,-613.33014,-92.190117,-60.729896999999994,-62.720335
296,20200714172119,0.8,0.4,0.7,1.5708,1.22173,1.5708,-2.32289,-1.81093,-1.57272,0.240209,0.751184,0.350266,23.5550003051758,1788.8218,-1487.9768000000001,-613.3548700000002,-92.255784,-60.870154,-72.80124
297,20200714172125,0.8,0.4,0.7,1.5708,1.39626,1.5708,-2.32284,-1.81137,-1.57252,0.241968,0.750368,0.175202,23.5550003051758,1788.8436000000002,-1487.875,-613.41947,-92.156671,-60.987352,-82.710475
298,20200714172139,0.8,0.4,0.7,1.5708,1.7453299999999998,1.5708,-2.32277,-1.81095,-1.5728799999999998,0.241526,0.7511359999999999,-0.174173,23.5550003051758,1789.0203000000001,-1487.8983,-613.3945900000002,-92.219136,-61.351281,-102.74909000000001
299,20200714172146,0.8,0.4,0.7,1.5708,1.91986,1.5708,-2.32324,-1.8115,-1.57277,0.244398,0.7518560000000001,-0.351384,23.5550003051758,1788.9948,-1487.6638,-613.4306700000001,-92.032976,-61.527998,-112.71207000000001
300,20200714172152,0.8,0.4,0.7,1.5708,2.0944,1.5708,-2.32275,-1.81142,-1.57274,0.242758,0.750908,-0.5240859999999999,23.5550003051758,1788.9884,-1487.8066000000001,-613.49265,-92.15011700000001,-61.65419,-122.70805
301,20200714172159,0.8,0.4,0.7,1.5708,2.26893,1.5708,-2.32289,-1.81088,-1.57302,0.241202,0.751568,-0.6987979999999999,23.5550003051758,1789.0922,-1487.7365,-613.4253400000002,-92.236056,-61.841727,-132.86775
302,20200714172214,0.8,0.4,0.7,1.5708,1.5708,1.39626,-2.29312,-1.84798,-1.52568,0.231842,0.546416,-0.00137598,23.5550003051758,1787.2119,-1490.4787000000001,-613.4581400000001,-91.858631,-51.243477,-92.266348
303,20200714172219,0.8,0.4,0.7,1.5708,1.5708,1.43117,-2.29826,-1.8399,-1.53599,0.23311,0.585979,-0.000693623,23.5550003051758,1787.5286,-1490.0129999999997,-613.57001,-91.961703,-53.247462,-92.415416
304,20200714172223,0.8,0.4,0.7,1.5708,1.5708,1.4660799999999998,-2.30386,-1.83185,-1.54637,0.234858,0.62717,-8.32717e-05,23.5550003051758,1787.9124,-1489.5192000000002,-613.6133600000001,-92.06174100000001,-55.256634999999996,-92.523286
305,20200714172228,0.8,0.4,0.7,1.5708,1.5708,1.50098,-2.30986,-1.82483,-1.55566,0.238785,0.667987,-0.000897233,23.5550003051758,1788.3075000000001,-1488.9373,-613.6241599999998,-92.02512300000001,-57.241394,-92.513684
306,20200714172232,0.8,0.4,0.7,1.5708,1.5708,1.53589,-2.31608,-1.81773,-1.56445,0.239359,0.7093649999999999,0.00070632,23.5550003051758,1788.5753,-1488.4683,-613.55884,-92.162817,-59.207851999999995,-92.61608299999999
307,20200714172241,0.8,0.4,0.7,1.5708,1.5708,1.6057,-2.32948,-1.80504,-1.58049,0.242734,0.791608,-0.000525777,23.5550003051758,1789.1944,-1487.5142,-613.5072200000001,-92.33446400000001,-63.174634999999995,-92.917469
308,20200714172246,0.8,0.4,0.7,1.5708,1.5708,1.64061,-2.33682,-1.7992099999999998,-1.58769,0.244099,0.834116,-4.75089e-05,23.5550003051758,1789.469,-1487.0673000000002,-613.40128,-92.43742400000001,-65.195366,-93.00854199999999
309,20200714172250,0.8,0.4,0.7,1.5708,1.5708,1.67552,-2.34463,-1.7940599999999998,-1.59418,0.245224,0.877077,-0.000406567,23.5550003051758,1789.6033,-1486.5342,-613.3412500000001,-92.55542100000001,-67.21957400000001,-93.18366900000001
310,20200714172254,0.8,0.4,0.7,1.5708,1.5708,1.71042,-2.35245,-1.7892099999999995,-1.60014,0.246708,0.919339,0.000419073,23.5550003051758,1789.8723,-1486.0636000000002,-613.2591,-92.66329800000001,-69.20631700000001,-93.255661
311,20200714172317,0.8,0.4,0.6,1.0472,1.5708,1.5708,-2.45644,-1.82255,-1.74343,0.423515,1.40776,-0.00119621,23.5550003051758,1791.6388,-1479.3066000000001,-713.3169200000002,-150.10211,-90.84528900000001,-151.10268
312,20200714172326,0.8,0.4,0.6,1.22173,1.5708,1.5708,-2.4062900000000003,-1.82477,-1.74088,0.42458,1.18344,-0.00183088,23.5550003051758,1791.5111,-1481.9228,-713.30948,-93.80371299999999,-81.1641,-94.67904700000001
313,20200714172336,0.8,0.4,0.6,1.39626,1.5708,1.5708,-2.36106,-1.83846,-1.72235,0.418166,0.963469,-0.000298802,23.5550003051758,1790.6975,-1484.6156,-713.09853,-92.660976,-71.18566200000001,-93.337176
314,20200714172345,0.8,0.4,0.6,1.5708,1.5708,1.5708,-2.32315,-1.86335,-1.68955,0.410039,0.752372,-0.000418011,23.5550003051758,1789.6642,-1486.9315000000001,-713.1284400000001,-92.232191,-61.220234999999995,-92.78450000000001
315,20200714172354,0.8,0.4,0.6,1.7453299999999998,1.5708,1.5708,-2.29314,-1.89845,-1.64215,0.398753,0.5468,-0.00111229,23.5550003051758,1787.8897,-1489.5767,-713.31239,-92.03421499999999,-51.238622,-92.461189
316,20200714172410,0.8,0.4,0.6,1.5708,0.8726649999999999,1.5708,-2.32277,-1.86358,-1.6891200000000002,0.409512,0.750476,0.697438,23.5550003051758,1789.5789,-1487.0919000000001,-712.9532,-92.15428800000001,-60.50077000000001,-52.795474999999996
317,20200714172416,0.8,0.4,0.6,1.5708,1.0472,1.5708,-2.32277,-1.86367,-1.68923,0.41029,0.750848,0.523046,23.5550003051758,1789.5983,-1487.1167,-713.06147,-92.13795900000001,-60.690799,-62.713132
318,20200714172423,0.8,0.4,0.6,1.5708,1.22173,1.5708,-2.32301,-1.86342,-1.68947,0.409859,0.752252,0.3489739999999999,23.5550003051758,1789.5964000000001,-1487.0675,-713.05863,-92.200604,-60.913891,-72.824746
319,20200714172430,0.8,0.4,0.6,1.5708,1.39626,1.5708,-2.32268,-1.86354,-1.68938,0.409919,0.750189,0.175453,23.5550003051758,1789.7279999999998,-1487.0166000000002,-713.16115,-92.220067,-60.97378900000001,-82.79442300000001
320,20200714172443,0.8,0.4,0.6,1.5708,1.7453299999999998,1.5708,-2.32302,-1.86354,-1.6895099999999998,0.4106260000000001,0.7520720000000001,-0.174832,23.5550003051758,1789.7264,-1486.8515,-713.18165,-92.207734,-61.378539,-102.78469000000001
321,20200714172450,0.8,0.4,0.6,1.5708,1.91986,1.5708,-2.3228,-1.8633,-1.68955,0.410099,0.752024,-0.347745,23.5550003051758,1789.8076,-1486.8643000000002,-713.06035,-92.23043700000001,-61.53386,-112.77288
322,20200714172457,0.8,0.4,0.6,1.5708,2.0944,1.5708,-2.32296,-1.86352,-1.6893599999999998,0.410542,0.751772,-0.522171,23.5550003051758,1789.7643,-1486.7884000000001,-713.0801200000001,-92.218231,-61.679471,-122.7149
323,20200714172504,0.8,0.4,0.6,1.5708,2.26893,1.5708,-2.32266,-1.86391,-1.6892,0.411798,0.7508239999999999,-0.6982109999999999,23.5550003051758,1789.8317,-1486.8626000000002,-713.10514,-92.10845300000001,-61.797836999999994,-132.67006999999998
324,20200714172519,0.8,0.4,0.6,1.5708,1.5708,1.39626,-2.29321,-1.89894,-1.64183,0.400225,0.5471239999999999,-0.00290805,23.5550003051758,1787.7724,-1489.5545000000002,-713.4013,-91.802474,-51.262617,-92.263482
325,20200714172523,0.8,0.4,0.6,1.5708,1.5708,1.43117,-2.29836,-1.89157,-1.6523,0.403756,0.587118,-0.00173504,23.5550003051758,1788.1260000000004,-1489.1560000000002,-713.44516,-91.818037,-53.29137,-92.237541
326,20200714172528,0.8,0.4,0.6,1.5708,1.5708,1.4660799999999998,-2.30377,-1.88353,-1.66237,0.40287,0.62639,0.000910052,23.5550003051758,1788.5421000000001,-1488.6013,-713.28043,-92.031124,-55.21005500000001,-92.43544700000001
327,20200714172532,0.8,0.4,0.6,1.5708,1.5708,1.50098,-2.30987,-1.87664,-1.67186,0.406173,0.668143,-0.000909154,23.5550003051758,1788.9379999999996,-1488.0571,-713.2522700000001,-92.04902,-57.235129,-92.560318
328,20200714172537,0.8,0.4,0.6,1.5708,1.5708,1.53589,-2.31606,-1.86993,-1.68092,0.40792,0.709221,-0.000179116,23.5550003051758,1789.3703,-1487.5477,-713.1956200000001,-92.144648,-59.18691,-92.653888
329,20200714172546,0.8,0.4,0.6,1.5708,1.5708,1.6057,-2.3296,-1.85811,-1.69681,0.413342,0.791956,-0.00150711,23.5550003051758,1789.9262,-1486.5322,-713.14373,-92.21272300000001,-63.175478999999996,-92.81711299999999
330,20200714172550,0.8,0.4,0.6,1.5708,1.5708,1.64061,-2.33707,-1.85274,-1.70429,0.4164060000000001,0.8353879999999999,-0.000669781,23.5550003051758,1790.2036,-1486.0826000000002,-713.1715700000002,-92.203967,-65.241237,-92.75133
331,20200714172555,0.8,0.4,0.6,1.5708,1.5708,1.67552,-2.3447,-1.84756,-1.71083,0.415784,0.8768370000000001,-0.00112468,23.5550003051758,1790.29,-1485.5279,-713.2696,-92.529633,-67.192662,-93.20058200000001
332,20200714172559,0.8,0.4,0.6,1.5708,1.5708,1.71042,-2.35299,-1.8425,-1.71718,0.416957,0.921642,0.000670368,23.5550003051758,1790.5652,-1485.0556000000001,-713.1240200000002,-92.67150000000001,-69.27878100000001,-93.260545
333,20200714172622,0.8,0.4,0.5,1.0472,1.5708,1.5708,-2.4566,-1.90484,-1.83297,0.5968680000000001,1.40876,-0.000717942,23.5550003051758,1792.1559,-1478.5066000000002,-813.0528099999998,-149.90534,-90.92670400000003,-150.87394999999998
334,20200714172632,0.8,0.4,0.5,1.22173,1.5708,1.5708,-2.40666,-1.9059,-1.8306,0.5939479999999999,1.1845,-0.000238721,23.5550003051758,1792.0174,-1480.9681,-812.98371,-94.303817,-81.20138199999998,-95.124515
